# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	630347	631819	-	WP_230983853.1	WP_230983853.1		PAS domain S-box protein			G3M57_RS02870	1473	490	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	631853	633583	-							G3M57_RS02875	1731		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	631853	633583	-	WP_163228626.1	WP_163228626.1		ATP-binding cassette domain-containing protein			G3M57_RS02875	1731	576	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	633580	635214	-					cydD		G3M57_RS02880	1635		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	633580	635214	-	WP_163228627.1	WP_163228627.1		thiol reductant ABC exporter subunit CydD	cydD		G3M57_RS02880	1635	544	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	635335	636915	+							G3M57_RS02885	1581		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	635335	636915	+	WP_056758433.1	WP_056758433.1		cytochrome ubiquinol oxidase subunit I			G3M57_RS02885	1581	526	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	636929	638071	+					cydB		G3M57_RS02890	1143		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	636929	638071	+	WP_163228628.1	WP_163228628.1		cytochrome d ubiquinol oxidase subunit II	cydB		G3M57_RS02890	1143	380	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	638085	638204	+					cydX		G3M57_RS02895	120		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	638085	638204	+	WP_035071806.1	WP_035071806.1		cytochrome bd-I oxidase subunit CydX	cydX		G3M57_RS02895	120	39	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	638476	638928	+							G3M57_RS02900	453		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	638476	638928	+	WP_029911988.1	WP_029911988.1		chemotaxis protein CheW			G3M57_RS02900	453	150	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	639039	639536	-							G3M57_RS02905	498		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	639039	639536	-	WP_057182053.1	WP_057182053.1		DUF3850 domain-containing protein			G3M57_RS02905	498	165	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	639649	640101	+							G3M57_RS02910	453		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	639649	640101	+	WP_056758443.1	WP_056758443.1		hypothetical protein			G3M57_RS02910	453	150	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	640108	640749	-					yihA		G3M57_RS02915	642		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	640108	640749	-	WP_163228629.1	WP_163228629.1		ribosome biogenesis GTP-binding protein YihA/YsxC	yihA		G3M57_RS02915	642	213	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	640749	642641	-					yidC		G3M57_RS02920	1893		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	640749	642641	-	WP_163228630.1	WP_163228630.1		membrane protein insertase YidC	yidC		G3M57_RS02920	1893	630	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	642651	643094	-					rnpA		G3M57_RS02925	444		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	642651	643094	-	WP_056758451.1	WP_056758451.1		ribonuclease P protein component	rnpA		G3M57_RS02925	444	147	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	643199	643333	-					rpmH		G3M57_RS02930	135		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	643199	643333	-	WP_012284717.1	WP_012284717.1		50S ribosomal protein L34	rpmH		G3M57_RS02930	135	44	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	643451	643825	-							G3M57_RS02935	375		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	643451	643825	-	WP_056758454.1	WP_056758454.1		hypothetical protein			G3M57_RS02935	375	124	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	643837	644835	-							G3M57_RS02940	999		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	643837	644835	-	WP_163228631.1	WP_163228631.1		NADPH:quinone oxidoreductase family protein			G3M57_RS02940	999	332	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	644988	646034	-							G3M57_RS02945	1047		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	644988	646034	-	WP_163228632.1	WP_163228632.1		alpha/beta hydrolase			G3M57_RS02945	1047	348	
gene	pseudogene	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	646061	646145	-							G3M57_RS27320	85		partial;pseudo
CDS	without_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	646061	646145	-				hypothetical protein			G3M57_RS27320	85		partial;pseudo
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	646159	646800	-							G3M57_RS02950	642		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	646159	646800	-	WP_163228633.1	WP_163228633.1		TetR/AcrR family transcriptional regulator			G3M57_RS02950	642	213	
gene	pseudogene	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	646862	647002	+							G3M57_RS27325	141		partial;pseudo
CDS	without_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	646862	647002	+				hypothetical protein			G3M57_RS27325	141		partial;pseudo
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	647007	648401	-							G3M57_RS02955	1395		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	647007	648401	-	WP_163228634.1	WP_163228634.1		NAD(P)-binding domain-containing protein			G3M57_RS02955	1395	464	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	648482	648802	-							G3M57_RS02960	321		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	648482	648802	-	WP_163228635.1	WP_163228635.1		hypothetical protein			G3M57_RS02960	321	106	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	648838	649377	-							G3M57_RS02965	540		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	648838	649377	-	WP_230983854.1	WP_230983854.1		hypothetical protein			G3M57_RS02965	540	179	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	649476	650369	-							G3M57_RS02970	894		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	649476	650369	-	WP_163228637.1	WP_163228637.1		LysR family transcriptional regulator			G3M57_RS02970	894	297	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	650461	651480	+							G3M57_RS02975	1020		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	650461	651480	+	WP_163228638.1	WP_163228638.1		NAD(P)H-binding protein			G3M57_RS02975	1020	339	
gene	pseudogene	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	651613	652432	-							G3M57_RS02980	820		pseudo
CDS	without_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	651613	652432	-				DUF72 domain-containing protein			G3M57_RS02980	820		pseudo
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	652588	653976	-							G3M57_RS02985	1389		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	652588	653976	-	WP_056758479.1	WP_056758479.1		L-serine ammonia-lyase			G3M57_RS02985	1389	462	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	654107	655762	-							G3M57_RS02990	1656		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	654107	655762	-	WP_163228640.1	WP_163228640.1		M28 family metallopeptidase			G3M57_RS02990	1656	551	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	655885	656658	+							G3M57_RS02995	774		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	655885	656658	+	WP_082564656.1	WP_082564656.1		exodeoxyribonuclease III			G3M57_RS02995	774	257	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	656814	657791	-							G3M57_RS03000	978		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	656814	657791	-	WP_163228641.1	WP_163228641.1		threonine/serine dehydratase			G3M57_RS03000	978	325	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	657903	658499	+							G3M57_RS03005	597		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	657903	658499	+	WP_230983859.1	WP_230983859.1		acyloxyacyl hydrolase			G3M57_RS03005	597	198	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	658622	659908	+							G3M57_RS03010	1287		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	658622	659908	+	WP_056758496.1	WP_056758496.1		adenylosuccinate synthase			G3M57_RS03010	1287	428	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	660047	661774	+							G3M57_RS03015	1728		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	660047	661774	+	WP_056758501.1	WP_056758501.1		ATP-binding protein			G3M57_RS03015	1728	575	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	661854	662978	+							G3M57_RS03020	1125		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	661854	662978	+	WP_163228642.1	WP_163228642.1		hypothetical protein			G3M57_RS03020	1125	374	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	663077	663871	+							G3M57_RS03025	795		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	663077	663871	+	WP_156402265.1	WP_156402265.1		response regulator			G3M57_RS03025	795	264	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	663950	666247	-							G3M57_RS03030	2298		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	663950	666247	-	WP_163228644.1	WP_163228644.1		TonB-dependent receptor			G3M57_RS03030	2298	765	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	666346	667449	+							G3M57_RS03035	1104		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	666346	667449	+	WP_082564640.1	WP_082564640.1		phytase			G3M57_RS03035	1104	367	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	667564	668265	-							G3M57_RS03040	702		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	667564	668265	-	WP_056758509.1	WP_056758509.1		alpha/beta hydrolase			G3M57_RS03040	702	233	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	668416	669312	-					rpoH		G3M57_RS03045	897		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	668416	669312	-	WP_156402266.1	WP_156402266.1		RNA polymerase sigma factor RpoH	rpoH		G3M57_RS03045	897	298	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	669594	669953	+							G3M57_RS03050	360		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	669594	669953	+	WP_056758515.1	WP_056758515.1		phage holin family protein			G3M57_RS03050	360	119	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	670004	670741	-							G3M57_RS03055	738		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	670004	670741	-	WP_162251656.1	WP_162251656.1		hypothetical protein			G3M57_RS03055	738	245	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	670817	671437	-					pth		G3M57_RS03060	621		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	670817	671437	-	WP_163233635.1	WP_163233635.1		aminoacyl-tRNA hydrolase	pth		G3M57_RS03060	621	206	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	671658	672260	-							G3M57_RS03065	603		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	671658	672260	-	WP_056758520.1	WP_056758520.1		50S ribosomal protein L25/general stress protein Ctc			G3M57_RS03065	603	200	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	672557	673657	-							G3M57_RS03070	1101		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	672557	673657	-	WP_056758525.1	WP_056758525.1		hypothetical protein			G3M57_RS03070	1101	366	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	673805	674743	-							G3M57_RS03075	939		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	673805	674743	-	WP_056758528.1	WP_056758528.1		ribose-phosphate pyrophosphokinase			G3M57_RS03075	939	312	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	674845	675624	-					pgeF		G3M57_RS03080	780		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	674845	675624	-	WP_163228645.1	WP_163228645.1		peptidoglycan editing factor PgeF	pgeF		G3M57_RS03080	780	259	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	675627	676694	-							G3M57_RS03085	1068		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	675627	676694	-	WP_163228647.1	WP_163228647.1		SAM-dependent methyltransferase			G3M57_RS03085	1068	355	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	676681	677589	-					lgt		G3M57_RS03090	909		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	676681	677589	-	WP_163228648.1	WP_163228648.1		prolipoprotein diacylglyceryl transferase	lgt		G3M57_RS03090	909	302	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	677718	677984	+							G3M57_RS03095	267		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	677718	677984	+	WP_163228650.1	WP_163228650.1		accessory factor UbiK family protein			G3M57_RS03095	267	88	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	678111	678617	+							G3M57_RS03100	507		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	678111	678617	+	WP_056758539.1	WP_056758539.1		YbjN domain-containing protein			G3M57_RS03100	507	168	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	678759	679544	+					proC		G3M57_RS03105	786		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	678759	679544	+	WP_056758542.1	WP_056758542.1		pyrroline-5-carboxylate reductase	proC		G3M57_RS03105	786	261	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	679608	680150	+							G3M57_RS03110	543		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	679608	680150	+	WP_056758545.1	WP_056758545.1		hypothetical protein			G3M57_RS03110	543	180	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	680237	681577	-							G3M57_RS03115	1341		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	680237	681577	-	WP_056758548.1	WP_056758548.1		hypothetical protein			G3M57_RS03115	1341	446	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	681696	682781	+							G3M57_RS03120	1086		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	681696	682781	+	WP_056758550.1	WP_056758550.1		MBL fold metallo-hydrolase			G3M57_RS03120	1086	361	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	682827	683360	-							G3M57_RS03125	534		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	682827	683360	-	WP_056758553.1	WP_056758553.1		SRPBCC family protein			G3M57_RS03125	534	177	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	683357	683701	-							G3M57_RS03130	345		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	683357	683701	-	WP_244322594.1	WP_244322594.1		metalloregulator ArsR/SmtB family transcription factor			G3M57_RS03130	345	114	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	683839	684282	+							G3M57_RS03135	444		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	683839	684282	+	WP_056759056.1	WP_056759056.1		MarR family winged helix-turn-helix transcriptional regulator			G3M57_RS03135	444	147	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	684279	685049	+							G3M57_RS03140	771		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	684279	685049	+	WP_056758561.1	WP_056758561.1		enoyl-CoA hydratase			G3M57_RS03140	771	256	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	685051	685464	+							G3M57_RS03145	414		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	685051	685464	+	WP_056758563.1	WP_056758563.1		DUF3995 domain-containing protein			G3M57_RS03145	414	137	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	685506	686474	+							G3M57_RS03150	969		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	685506	686474	+	WP_056758566.1	WP_056758566.1		SDR family NAD(P)-dependent oxidoreductase			G3M57_RS03150	969	322	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	686585	687442	+							G3M57_RS03155	858		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	686585	687442	+	WP_056758569.1	WP_056758569.1		NAD(P)-dependent oxidoreductase			G3M57_RS03155	858	285	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	687563	687895	-							G3M57_RS03160	333		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	687563	687895	-	WP_056758572.1	WP_056758572.1		TfoX/Sxy family protein			G3M57_RS03160	333	110	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	687896	688387	+							G3M57_RS03165	492		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	687896	688387	+	WP_163228652.1	WP_163228652.1		GNAT family N-acetyltransferase			G3M57_RS03165	492	163	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	688505	689803	-							G3M57_RS03170	1299		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	688505	689803	-	WP_056758579.1	WP_056758579.1		MFS transporter			G3M57_RS03170	1299	432	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	690060	690593	+							G3M57_RS03175	534		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	690060	690593	+	WP_163228653.1	WP_163228653.1		N-acetyltransferase			G3M57_RS03175	534	177	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	690709	691284	+							G3M57_RS03180	576		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	690709	691284	+	WP_163233636.1	WP_163233636.1		DUF1285 domain-containing protein			G3M57_RS03180	576	191	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	691287	691925	+							G3M57_RS03185	639		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	691287	691925	+	WP_056759059.1	WP_056759059.1		CoA pyrophosphatase			G3M57_RS03185	639	212	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	692022	693275	+							G3M57_RS03190	1254		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	692022	693275	+	WP_163228655.1	WP_163228655.1		CCA tRNA nucleotidyltransferase			G3M57_RS03190	1254	417	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	693429	694133	+							G3M57_RS03195	705		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	693429	694133	+	WP_163228656.1	WP_163228656.1		type 1 glutamine amidotransferase			G3M57_RS03195	705	234	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	694192	694839	+							G3M57_RS03200	648		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	694192	694839	+	WP_056758590.1	WP_056758590.1		hypothetical protein			G3M57_RS03200	648	215	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	694883	695767	-					hemF		G3M57_RS03205	885		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	694883	695767	-	WP_056758593.1	WP_056758593.1		oxygen-dependent coproporphyrinogen oxidase	hemF		G3M57_RS03205	885	294	
gene	pseudogene	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	695916	697573	+							G3M57_RS03210	1658		partial;pseudo
CDS	without_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	695916	697573	+				hypothetical protein			G3M57_RS03210	1658		partial;pseudo
gene	pseudogene	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	697587	697703	+							G3M57_RS27330	117		partial;pseudo
CDS	without_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	697587	697703	+				hypothetical protein			G3M57_RS27330	117		partial;pseudo
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	697923	698381	-							G3M57_RS03215	459		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	697923	698381	-	WP_163228661.1	WP_163228661.1		tRNA (cytidine(34)-2'-O)-methyltransferase			G3M57_RS03215	459	152	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	698587	699138	+					petA		G3M57_RS03220	552		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	698587	699138	+	WP_163228663.1	WP_163228663.1		ubiquinol-cytochrome c reductase iron-sulfur subunit	petA		G3M57_RS03220	552	183	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	699144	700463	+							G3M57_RS03225	1320		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	699144	700463	+	WP_056758608.1	WP_056758608.1		cytochrome b N-terminal domain-containing protein			G3M57_RS03225	1320	439	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	700469	701320	+							G3M57_RS03230	852		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	700469	701320	+	WP_163228664.1	WP_163228664.1		cytochrome c1			G3M57_RS03230	852	283	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	701384	702151	-							G3M57_RS03235	768		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	701384	702151	-	WP_163228667.1	WP_163228667.1		hypothetical protein			G3M57_RS03235	768	255	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	702193	702882	-							G3M57_RS03240	690		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	702193	702882	-	WP_163228670.1	WP_163228670.1		dienelactone hydrolase family protein			G3M57_RS03240	690	229	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	702875	703573	-							G3M57_RS03245	699		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	702875	703573	-	WP_163228673.1	WP_163228673.1		hypothetical protein			G3M57_RS03245	699	232	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	703635	704315	-							G3M57_RS03250	681		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	703635	704315	-	WP_163228675.1	WP_163228675.1		dienelactone hydrolase family protein			G3M57_RS03250	681	226	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	704383	704880	-							G3M57_RS03255	498		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	704383	704880	-	WP_056758626.1	WP_056758626.1		hypothetical protein			G3M57_RS03255	498	165	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	704877	705413	-							G3M57_RS03260	537		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	704877	705413	-	WP_163228678.1	WP_163228678.1		L,D-transpeptidase family protein			G3M57_RS03260	537	178	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	705418	706518	-					ychF		G3M57_RS03265	1101		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	705418	706518	-	WP_056758631.1	WP_056758631.1		redox-regulated ATPase YchF	ychF		G3M57_RS03265	1101	366	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	706781	707029	-							G3M57_RS03270	249		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	706781	707029	-	WP_163228681.1	WP_163228681.1		DUF2188 domain-containing protein			G3M57_RS03270	249	82	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	707119	708060	-							G3M57_RS03275	942		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	707119	708060	-	WP_163228684.1	WP_163228684.1		alpha/beta hydrolase			G3M57_RS03275	942	313	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	708071	709078	-					cobS		G3M57_RS03280	1008		
