start,end,score,strand
1662476,1662502,71,+
1663271,1663299,54,+
1664697,1664727,57,+
1664880,1664901,53,-
1665349,1665377,54,-
1666291,1666321,80,+
1666694,1666724,57,-
1667111,1667126,72,+
1667854,1667883,52,-
1668106,1668131,57,+
1670152,1670177,69,+
1676945,1676976,70,+
1680066,1680106,71,+
1680506,1680528,61,+
1680558,1680587,52,+
1682741,1682769,54,-
1683009,1683026,52,-
1685132,1685155,50,+
1687876,1687899,60,-
1691036,1691072,59,-
1691630,1691656,55,+
1694140,1694179,57,+
1698266,1698286,49,+
1700641,1700667,56,+
1701717,1701755,56,+
1702642,1702679,70,+
1704052,1704086,58,+
1704461,1704497,55,-
1705147,1705185,55,+
1705571,1705589,49,+
1705751,1705783,59,+
1705902,1705924,51,+
1706372,1706395,60,-
1710368,1710387,49,+
1714035,1714066,52,+
1715078,1715117,55,-
1715990,1716009,49,+
1716041,1716060,47,-
1717207,1717228,48,+
1718451,1718482,50,+
1719629,1719658,66,+
1725756,1725782,55,-
1726255,1726293,56,+
1727519,1727557,57,+
1727683,1727724,97,+
1728031,1728051,47,+
1729028,1729053,57,+
1729359,1729388,52,+
1729761,1729785,48,+
1729831,1729859,66,+
1730882,1730901,49,+
1730981,1731004,60,-
1731749,1731774,57,+
1731842,1731889,49,+
1732505,1732535,57,+
1736809,1736833,48,+
1742034,1742071,55,+
1743893,1743937,50,-
1744064,1744092,54,-
1745292,1745323,50,-
1745885,1745914,52,+
1746922,1746949,58,-
1750072,1750106,63,-
1751294,1751318,58,-
1751952,1751976,48,+
1752794,1752828,58,+
1753563,1753599,57,-
1757328,1757349,49,-
1757945,1757970,57,+
1761227,1761263,61,+
1761868,1761892,59,+
1763119,1763143,59,+
1763298,1763326,66,-
1764380,1764421,50,+
1764943,1764972,52,+
1767389,1767419,51,-
1768125,1768172,47,+
1769879,1769912,61,+
1770846,1770873,55,+
1771235,1771262,55,+
1771775,1771794,47,-
1771819,1771845,56,+
1772210,1772246,53,+
1772396,1772437,57,+
1773645,1773672,81,+
1776089,1776129,55,+
1778896,1778918,48,+
1779405,1779437,49,+
1781708,1781746,53,+
1783284,1783314,60,+
1783686,1783718,50,+
1784430,1784459,100,+
1788224,1788269,49,+
1789504,1789533,52,+
1790087,1790113,58,+
1792760,1792796,58,+
1792837,1792875,54,+
1792891,1792917,56,-
1793410,1793444,58,+
1794290,1794306,52,-
1795194,1795215,63,-
1796115,1796135,64,+
1797484,1797509,69,+
1798075,1798109,55,+
1798161,1798205,53,-
1798829,1798860,67,-
1799059,1799082,89,+
1799110,1799139,68,-
1799591,1799628,100,+
1799629,1799658,52,-
1799784,1799821,58,+
1800355,1800386,65,-
1800660,1800692,105,+
1801069,1801098,98,-
1803064,1803088,89,+
1803269,1803295,56,+
1806668,1806702,62,+
1809128,1809156,54,+
1809696,1809728,49,-
1812434,1812477,54,+
1813449,1813476,60,+
1813684,1813728,52,+
1814911,1814945,58,-
1819933,1819952,49,+
1823502,1823522,64,+
1827099,1827119,64,-
1832870,1832900,70,+
1836777,1836795,50,-
1839325,1839348,48,+
1844062,1844079,50,+
1845721,1845766,48,-
1852102,1852141,55,+
1856755,1856783,55,+
1868619,1868649,63,+
1869039,1869069,60,+
1875173,1875214,55,+
1876926,1876954,54,-
1879178,1879204,71,+
1880061,1880088,63,-
1880765,1880809,52,-
1881080,1881105,47,+
1882002,1882035,48,-
1884737,1884768,50,-
1885445,1885468,60,+
1887694,1887714,47,+
1889533,1889551,49,+
1890777,1890806,54,+
1900108,1900136,52,-
1901485,1901524,58,+
1904747,1904765,51,-
1911279,1911307,54,-
1921962,1921994,48,-
1922272,1922303,49,+
1926857,1926880,60,+
1929414,1929457,91,+
1930745,1930784,86,-
1930883,1930912,52,+
1931224,1931249,69,-
1934617,1934637,49,-
1934978,1934998,47,-
1935925,1935942,69,-
1936119,1936155,58,-
1936318,1936339,48,-
1936437,1936470,62,-
1937177,1937201,59,-
1939333,1939352,66,-
1939841,1939886,52,+
1941039,1941066,71,-
1942327,1942356,52,+
1944118,1944155,59,-
1945305,1945324,47,-
1945550,1945579,65,-
1950755,1950798,48,+
1952696,1952723,55,+
1953584,1953609,47,+
1954229,1954275,49,-
1955709,1955732,60,+
1955908,1955931,48,-
1962051,1962083,65,-
1962900,1962923,49,-
1966175,1966194,47,-
1966581,1966612,63,-
1969078,1969096,67,-
1971107,1971146,55,+
1974779,1974815,61,-
1977045,1977065,64,-
1979491,1979525,60,-
1980062,1980082,49,-
1981779,1981809,79,+
1983028,1983054,56,-
1983241,1983261,64,-
1986804,1986841,64,-
1989741,1989768,71,-
1991914,1991952,55,-
1992047,1992076,52,+
1992106,1992134,63,-
1993424,1993455,51,-
1997705,1997738,65,-
1997921,1997963,52,-
1998304,1998331,55,-
2000219,2000248,63,+
2006666,2006690,48,+
2007173,2007202,57,-
2007842,2007860,49,+
2009150,2009173,48,+
2015283,2015308,57,+
2015591,2015620,69,+
2018116,2018137,49,-
2018211,2018246,59,-
2019616,2019639,48,+
2020360,2020394,58,+
2020655,2020679,59,+
2021936,2021978,55,+
2022227,2022247,47,-
2022653,2022682,54,-
2025467,2025494,55,-
2026988,2027012,76,-
2027213,2027245,57,-
2027337,2027365,68,-
2029063,2029090,55,-
2029568,2029609,49,-
2030110,2030130,48,-
2031166,2031209,55,-
2031567,2031588,48,+
2032702,2032741,58,-
2034251,2034277,56,+
2034666,2034685,49,-
2036366,2036391,47,+
2039740,2039771,50,+
2040018,2040059,57,-
2043052,2043081,52,+
2043351,2043384,58,+
2045291,2045329,56,-
2046702,2046733,60,-
2048165,2048205,59,-
2049459,2049478,49,-
2050152,2050189,56,+
2052192,2052215,60,-
2054254,2054272,50,-
2054809,2054842,62,-
2054936,2054957,51,+
2056955,2056985,51,-
2057747,2057781,47,-
2059452,2059478,56,+
2070698,2070731,56,+
2072532,2072553,49,-
2074224,2074256,49,-
2075693,2075714,48,-
2077386,2077417,57,-
2081311,2081356,47,-
2086911,2086943,52,-
2089015,2089039,59,+
2090536,2090555,66,-
2091412,2091444,65,+
2091500,2091525,47,-
2092769,2092789,47,-
2096434,2096458,59,+
2096579,2096614,57,-
2098237,2098261,48,-
2099815,2099834,49,-
2104790,2104827,56,-
2107062,2107079,52,-
2108149,2108169,47,-
2108590,2108623,80,-
2108986,2109016,54,-
2111643,2111685,53,-
2112678,2112719,49,-
2116377,2116394,50,+
2116884,2116904,64,+
2119632,2119652,64,-
2119713,2119749,54,+
2120814,2120847,48,+
2124335,2124356,63,-
2124524,2124556,49,+
2127824,2127844,49,+
2128873,2128905,59,-
2138628,2138660,65,+
2141812,2141834,61,+
2144759,2144788,52,+
2149317,2149347,51,-
2152314,2152344,104,-
2156135,2156159,59,+
2157245,2157263,49,-
2158898,2158927,52,-
2162575,2162611,57,-
2164418,2164449,50,+
2164524,2164547,60,-
2171175,2171197,49,+
2171577,2171610,48,+
2177654,2177684,51,-
2177988,2178011,49,-
2181585,2181615,68,+
2181812,2181835,48,-
2183334,2183360,56,-
2185831,2185865,62,-
2189001,2189023,48,+
2192741,2192773,62,-
2193828,2193853,47,+
2197590,2197611,64,+
2197643,2197673,51,-
2199199,2199231,65,-
2199299,2199325,68,+
2199412,2199443,50,+
2200865,2200884,47,-
2201774,2201795,63,-
2202892,2202917,57,-
2203630,2203669,86,-
2204045,2204068,60,-
2205033,2205063,63,-
2207074,2207105,62,-
2207211,2207237,56,-
2207354,2207388,59,-
2207691,2207726,90,-
2209150,2209168,51,-
2211008,2211046,61,-
2211930,2211961,67,-
2212109,2212136,89,-
2212211,2212253,50,-
2212356,2212384,71,-
2213573,2213606,48,+
2214303,2214322,47,-
2215634,2215659,86,-
2216167,2216199,59,+
2217065,2217090,57,-
2218108,2218135,55,+
2218345,2218376,51,-
2219854,2219876,61,-
2219969,2219995,56,-
2220021,2220040,49,-
2221113,2221138,47,-
2222518,2222548,51,+
2222823,2222854,50,+
2225134,2225158,48,-
2225422,2225450,71,-
2225856,2225886,51,+
2225943,2225986,50,+
2225995,2226014,66,-
2227353,2227369,52,+
2227435,2227456,63,-
2228821,2228851,57,-
2230151,2230173,48,-
2231773,2231818,47,+
2233473,2233519,52,+
2236584,2236609,57,+
2237940,2237975,58,+
2239401,2239443,53,+
2240012,2240045,63,-
2242655,2242681,55,+
2242899,2242936,53,-
2245468,2245501,62,-
2246444,2246490,52,+
2249340,2249383,50,+
2252121,2252141,48,-
2252679,2252715,59,+
2253148,2253176,55,+
2256371,2256402,60,+
2256438,2256471,62,+
2256588,2256618,68,+
2256806,2256826,47,+
2260377,2260396,66,+
2260758,2260781,60,-
2268304,2268339,61,-
2268664,2268688,59,-
2273170,2273192,61,-
2274226,2274244,51,+
2274713,2274760,47,-
2274798,2274822,59,+
2276124,2276161,58,+
2276262,2276284,61,-
2280842,2280869,55,+
2281311,2281344,59,-
2284055,2284076,63,+
2284115,2284136,52,+
2284648,2284691,50,-
2285468,2285488,48,-
2285632,2285661,52,-
2289433,2289465,49,-
2289874,2289892,67,-
2290380,2290412,66,-
2296085,2296128,50,-
2296794,2296814,47,-
2298474,2298496,61,-
2298606,2298627,48,-
2299337,2299355,49,-
2304237,2304257,51,-
2304546,2304577,51,+
2306856,2306899,53,-
2307421,2307447,56,-
2307600,2307628,63,-
2307762,2307790,57,+
2308831,2308863,47,-
2309580,2309602,49,-
2309745,2309773,54,+
2310375,2310399,48,-
2311926,2311973,50,-
2312967,2312993,58,+
2314175,2314209,48,-
2316052,2316080,54,-
2316289,2316311,61,-
2316747,2316765,51,-
2318966,2318999,51,-
2322353,2322383,52,+
2325579,2325609,63,-
2326480,2326504,59,-
2328322,2328341,49,-
2328923,2328943,47,-
2331156,2331177,48,-
2332280,2332320,48,+
2333351,2333370,66,-
2335368,2335398,77,-
2336292,2336311,66,-
2336394,2336412,50,-
2337039,2337078,58,+
2337769,2337789,48,-
2344341,2344365,48,+
2344539,2344580,50,-
2350355,2350375,64,-
2352873,2352907,60,-
2356326,2356342,70,-
2356709,2356739,57,-
2361719,2361739,49,-
2362370,2362403,76,+
2362650,2362684,56,-
2365494,2365517,60,+
2365584,2365603,66,-
2366256,2366280,48,+
2368874,2368904,51,+
2369445,2369486,54,-
2373150,2373187,54,-
2376538,2376570,49,-
2379434,2379462,57,-
2382449,2382477,63,-
2383855,2383872,50,-
2385119,2385157,54,-
2387087,2387128,58,-
2388250,2388282,63,-
2388317,2388342,47,+
2388971,2388990,47,-
2389212,2389236,59,+
2390784,2390826,53,-
2391921,2391955,50,+
2392528,2392556,52,-
2393232,2393271,52,+
2399206,2399239,48,+
2399884,2399910,66,-
2402295,2402317,61,+
2403632,2403668,54,+
2404046,2404079,48,-
2404859,2404891,63,+
2405213,2405252,86,-
2405597,2405635,57,+
2405814,2405834,47,-
2406083,2406120,58,-
2406436,2406455,51,+
2407033,2407063,96,+
2407138,2407168,60,+
2407715,2407741,56,+
2410374,2410395,51,+
2412955,2412992,57,+
2413032,2413068,58,+
2413502,2413538,48,+
2414021,2414044,50,+
2414776,2414796,48,-
2416786,2416806,64,+
2417412,2417438,56,+
2417636,2417656,64,+
2420610,2420655,49,-
2421320,2421355,59,-
2421362,2421392,82,-
2421436,2421465,65,-
2422906,2422937,62,-
2424393,2424439,52,-
2426406,2426443,62,+
2426683,2426717,50,+
2429314,2429359,50,+
2430631,2430654,60,-
2430937,2430968,50,-
2434067,2434095,54,-
2434620,2434647,55,+
2435395,2435434,55,-
2435663,2435685,48,+
2436058,2436094,58,+
2437768,2437798,51,-
2438447,2438478,60,-
2439958,2439977,47,+
2442360,2442378,49,-
2443303,2443333,68,-
2445203,2445229,56,-
2445235,2445270,61,-
2450055,2450079,59,+
2451608,2451648,53,-
2451906,2451928,61,-
2452018,2452044,112,-
2452049,2452086,55,-
2452361,2452380,49,+
2452578,2452599,49,+
2453070,2453093,60,+
2454420,2454459,55,+
2457150,2457182,66,+
2457314,2457333,47,-
2457425,2457451,56,+
2458289,2458315,61,-
2459341,2459365,59,-
2462395,2462430,64,-
2464694,2464711,69,+
2465053,2465079,56,+
2471646,2471681,61,-
2472974,2472994,47,-
2473490,2473521,65,+
2474420,2474455,61,+
2478720,2478752,49,+
2479063,2479109,48,+
2481931,2481955,61,-
2482640,2482661,52,+
2484488,2484503,53,-
2485227,2485246,47,-
2485312,2485336,59,-
2486228,2486258,51,-
2490009,2490031,51,-
2490867,2490913,48,+
2493003,2493035,80,-
2493565,2493597,59,-
2494307,2494323,52,-
2496904,2496923,49,-
2498732,2498753,49,-
2499127,2499157,51,+
2499551,2499584,48,+
2500469,2500506,60,+
2500522,2500551,98,-
2505539,2505568,52,-
2505680,2505709,52,-
2507271,2507295,48,-
2508593,2508628,47,+
2509105,2509125,47,+
2510006,2510045,53,-
2510739,2510761,48,-
2510842,2510873,50,-
2511312,2511358,108,-
2513711,2513738,66,-
2516369,2516388,66,-
2516520,2516545,57,-
2516888,2516918,51,-
2517417,2517435,67,-
2517957,2518002,48,-
2518020,2518056,48,-
2519211,2519247,57,+
2521542,2521560,50,-
2522834,2522871,58,-
2523948,2523972,71,-
2524367,2524390,60,-
2525363,2525392,63,-
2527720,2527738,49,-
2528919,2528945,56,-
2529422,2529453,50,-
2529618,2529641,61,-
2529752,2529772,51,-
2536486,2536518,76,-
2536753,2536773,49,+
2536924,2536961,88,+
2537594,2537623,52,-
2538703,2538729,68,-
2543284,2543321,58,-
2543894,2543934,53,+
2546912,2546944,58,-
2548498,2548530,64,-
2551292,2551319,55,+
2554714,2554740,56,+
2555546,2555571,57,+
2559065,2559095,59,-
2559824,2559859,59,-
2559909,2559927,49,-
2560180,2560226,48,-
2560335,2560367,60,-
2563827,2563850,60,+
2563950,2563970,49,+
2565852,2565872,49,-
2567973,2568012,55,-
2569811,2569837,56,-
2569897,2569925,65,-
2571407,2571429,72,-
2571615,2571644,63,-
2572491,2572523,54,+
2576109,2576148,54,+
2581251,2581280,52,-
2581349,2581367,50,-
2583039,2583070,65,-
2583554,2583594,59,-
2584316,2584335,47,-
2584382,2584414,49,-
2585233,2585261,55,+
2587967,2587987,47,-
2589666,2589702,55,-
2589817,2589834,50,-
2590521,2590545,48,-
2593956,2593976,47,-
2597817,2597844,85,+
2600027,2600061,56,-
2600432,2600470,57,-
2603053,2603089,76,-
2604649,2604685,59,+
2606353,2606382,52,-
2606786,2606814,71,+
2608830,2608874,52,-
2614103,2614128,63,+
2614314,2614334,64,+
2615441,2615458,50,+
2615834,2615878,48,-
2620813,2620844,51,-
2621206,2621240,59,-
2621480,2621523,52,-
2622964,2622998,58,+
2623774,2623806,68,-
2624559,2624583,63,-
2625026,2625050,59,-
2627431,2627461,51,-
2627497,2627523,56,-
2627776,2627809,63,-
2628493,2628518,58,-
2630186,2630213,55,+
2630262,2630280,49,+
2630530,2630560,66,-
2630679,2630707,54,+
2630959,2630994,59,-
2631492,2631512,64,-
2631821,2631854,47,-
2632432,2632461,98,+
2632532,2632555,60,-
2633404,2633445,86,-
2637160,2637180,51,-
2637481,2637500,49,-
2639317,2639344,65,-
2642073,2642102,68,-
2642183,2642207,48,+
2642249,2642284,62,+
2642299,2642330,66,+
2642547,2642573,67,+
2643690,2643716,56,+
2643845,2643878,67,-
2643960,2643989,52,+
2644399,2644434,59,-
2644750,2644780,52,-
2644938,2644974,59,+
2647414,2647448,59,-
2647462,2647485,60,+
2647582,2647618,58,-
2648329,2648368,55,-
2649996,2650027,62,-
2650536,2650558,61,-
2650782,2650822,50,-
2651515,2651541,61,+
2651551,2651581,64,-
2651791,2651827,57,-
2651910,2651930,47,+
2652851,2652877,66,-
2653265,2653295,49,-
2654430,2654460,51,-
2660244,2660267,49,+
2663345,2663374,51,-
2664667,2664687,47,+
2664952,2664977,57,-
2665534,2665557,49,-
2665856,2665876,64,-
2667603,2667633,51,+
2667720,2667753,62,-
2675493,2675529,47,+
2682169,2682191,61,-
2684003,2684036,47,-
2685231,2685259,69,-
2685627,2685650,71,+
2687243,2687278,61,-
2688622,2688657,50,+
2695386,2695416,67,-
2702985,2703022,54,+
2704339,2704384,49,+
2706185,2706228,47,+
2707877,2707910,62,+
2708260,2708280,47,+
2712233,2712270,54,-
2713260,2713301,58,-
2714851,2714883,49,-
2715182,2715220,74,-
2715486,2715520,62,+
2722278,2722299,52,+
2730154,2730188,47,+
2734021,2734043,51,-
2735489,2735510,63,-
2735873,2735893,64,-
2736067,2736100,58,-
2736761,2736778,50,+
2737509,2737537,54,+
2739403,2739425,51,+
2743221,2743256,50,-
2743493,2743531,57,-
2744745,2744765,47,-
2744957,2744999,47,-
2746574,2746609,58,-
2748820,2748844,69,-
2749375,2749404,60,-
2750154,2750178,48,-
2753105,2753142,59,+
2753955,2753993,73,-
2757630,2757656,56,-
2758653,2758670,50,-
2758769,2758798,52,+
2758886,2758927,51,-
2759290,2759320,70,+
2759347,2759387,52,+
2760182,2760206,60,+
2761751,2761785,62,+
2764932,2764973,54,-
2765473,2765493,51,+
2765590,2765616,56,-
2765855,2765880,58,-
2766218,2766241,50,-
2766378,2766421,52,-
2767655,2767675,47,+
2770172,2770199,55,+
2776127,2776163,58,+
2776231,2776250,47,-
2776581,2776620,52,-
2776733,2776762,52,-
2780598,2780621,60,-
2787658,2787682,60,-
2787860,2787880,65,-
2795337,2795358,48,+
2799152,2799170,49,-
2801233,2801251,49,-
2801733,2801755,49,-
2803406,2803430,48,-
2803621,2803640,66,-
2809279,2809305,68,-
2810193,2810239,47,+
2810602,2810638,58,-
2812171,2812212,48,-
2814726,2814751,47,+
2815039,2815066,55,+
2817721,2817740,47,+
2817868,2817894,56,-
2824473,2824513,71,-
2824579,2824618,50,-
2828388,2828434,50,+
2829727,2829767,51,-
2833105,2833135,79,-
2833859,2833885,56,-
2834722,2834744,48,-
2835106,2835141,61,-
2835187,2835210,60,-
2835452,2835488,65,-
2836110,2836137,55,-
2838276,2838308,67,-
2839319,2839363,50,-
2842301,2842336,56,-
2844046,2844065,49,+
2847809,2847832,63,+
2848259,2848276,69,+
2849621,2849653,62,-
2851450,2851468,51,-
2852862,2852889,55,-
2853440,2853480,55,+
2858481,2858509,55,-
2861858,2861889,57,-
2862799,2862846,50,+
2866095,2866127,60,-
2867800,2867824,48,-
2868026,2868056,51,-
2871977,2872017,52,-
2875372,2875392,64,+
2876812,2876834,61,-
2879152,2879189,51,+
2879984,2880017,48,-
2880651,2880681,51,+
2883480,2883529,76,+
2884900,2884929,67,+
2885168,2885187,49,-
2896963,2896980,52,+
2904570,2904608,59,+
2905404,2905431,66,-
2907043,2907061,51,+
2908355,2908385,141,+
2909196,2909218,61,+
2909232,2909257,58,-
2911561,2911601,53,-
2912250,2912280,51,+
2913441,2913468,55,-
2913496,2913530,63,-
2913566,2913600,55,+
2915863,2915887,59,+
2916456,2916482,56,-
2919032,2919080,48,+
2919212,2919243,50,+
2919987,2920006,47,-
2920515,2920533,51,-
2920907,2920935,54,-
2921059,2921089,65,-
2921604,2921642,55,-
2924088,2924107,47,+
2932824,2932857,64,+
2935566,2935592,56,-
2940607,2940651,94,-
2942011,2942040,52,-
2942897,2942946,48,-
2943388,2943411,60,-
2946970,2946997,55,-
2950801,2950827,56,+
2950989,2951006,50,+
2951900,2951927,68,-
2951939,2951981,53,+
2953104,2953128,59,+
2953878,2953919,58,-
2953978,2954002,59,-
2954376,2954423,48,+
2955339,2955368,52,+
2955517,2955550,63,-
2956868,2956888,64,-
2957101,2957134,51,+
2957499,2957518,49,-
2959114,2959138,76,-
2961616,2961660,90,+
2962179,2962201,49,-
2963987,2964029,57,-
2964682,2964707,57,+
2966095,2966127,52,+
2969236,2969261,47,+
2973817,2973841,58,+
2974058,2974077,49,-
2974334,2974374,59,+
2975006,2975037,68,+
2976550,2976570,47,-
2983141,2983176,61,-
2984989,2985007,67,-
2985160,2985183,48,-
2986177,2986198,48,-
2986679,2986696,69,-
2988016,2988036,64,-
2988112,2988135,60,+
2989360,2989393,68,-
2990587,2990605,49,+
2991869,2991895,56,-
2993081,2993116,62,+
2994266,2994289,49,-
2996238,2996268,62,+
2996419,2996447,64,+
2996521,2996541,49,+
2997188,2997219,62,+
2997282,2997304,64,-
2998368,2998402,63,+
3001620,3001639,66,-
3002025,3002055,66,+
3002360,3002390,57,-
3002862,3002889,68,-
3004090,3004119,57,-
3004710,3004739,98,-
3005177,3005197,64,+
3006283,3006323,51,+
3006430,3006456,73,-
3007126,3007168,50,-
3007482,3007510,58,-
3007764,3007796,50,-
3008026,3008059,59,+
3008788,3008807,47,+
3009336,3009380,54,-
3009524,3009569,47,+
3009744,3009781,58,-
3009858,3009890,48,+
3010074,3010097,48,-
3010443,3010468,57,-
3010670,3010697,53,+
3011373,3011390,52,-
3012431,3012459,54,+
3012475,3012514,61,-
3013080,3013102,48,-
3013122,3013147,57,-
3016209,3016236,55,-
3017760,3017793,52,-
3018347,3018374,55,+
3019452,3019477,47,+
3021097,3021119,62,+
3025478,3025496,50,-
3027501,3027521,47,-
3027635,3027655,49,-
3027981,3028018,102,-
3028057,3028100,50,-
3032190,3032227,58,-
3033235,3033261,70,+
3033601,3033618,50,-
3035934,3035961,55,+
3036596,3036614,50,+
3037143,3037176,52,+
3037234,3037253,49,-
3037336,3037361,47,-
3037694,3037725,66,+
3038886,3038906,49,-
3039885,3039903,67,+
3041676,3041720,53,+
3041748,3041773,69,-
3042651,3042674,48,+
3043857,3043876,47,-
3044509,3044533,48,-
3046697,3046727,62,-
3046816,3046836,47,+
3048992,3049020,63,-
3050392,3050425,47,-
3051162,3051184,62,-
3051494,3051520,56,+
3051563,3051579,70,-
3051714,3051738,48,+
3051769,3051787,51,+
3052038,3052060,61,-
3052792,3052815,60,+
3053208,3053231,49,-
3053339,3053370,62,-
3054398,3054417,47,-
3055279,3055298,47,-
3056550,3056569,47,+
3056616,3056645,67,+
3057066,3057086,64,+
3057690,3057724,60,+
3058781,3058805,59,+
3060336,3060359,50,-
3061382,3061405,60,-
3061842,3061876,62,-
3062240,3062266,72,+
3062285,3062312,55,-
3063604,3063639,58,+
3064698,3064731,80,-
3065066,3065107,50,+
3065435,3065464,52,+
3065650,3065680,63,+
3065882,3065902,49,+
3066489,3066522,52,-
3067789,3067821,80,-
3067872,3067904,64,-
3068374,3068403,63,-
3068636,3068662,56,-
3069673,3069699,56,-
3070432,3070455,60,-
3070539,3070581,53,-
3071254,3071282,69,-
3071962,3071989,55,-
3072807,3072840,55,+
3073301,3073319,67,-
3073765,3073792,55,-
3075275,3075311,47,+
3076296,3076343,47,+
3076851,3076887,65,-
3077586,3077615,52,+
3077848,3077876,58,-
3079068,3079088,47,-
3083245,3083267,49,-
3083737,3083768,50,+
3084101,3084126,47,+
3084637,3084657,64,+
3084747,3084782,78,-
3085709,3085748,57,-
3088770,3088792,48,+
3090729,3090754,47,-
3092727,3092756,98,-
3093533,3093552,49,-
3094279,3094301,51,+
3095044,3095065,63,+
3097817,3097848,51,-
3099614,3099634,47,+
3099837,3099858,51,-
3101619,3101647,66,-
3101880,3101913,67,-
3102254,3102279,47,+
3102283,3102314,62,-
3102590,3102618,54,+
3103290,3103321,70,+
3105334,3105380,48,+
3106231,3106268,53,-
3114862,3114907,48,-
3116707,3116731,48,+
3117733,3117753,47,+
3118204,3118244,53,-
3118741,3118770,52,+
3123329,3123348,47,+
3124833,3124859,56,-
3125190,3125209,49,+
3126126,3126168,51,-
3126937,3126963,60,-
3131878,3131899,48,+
3132043,3132062,49,+
3136368,3136387,47,-
3139088,3139122,79,+
3146070,3146096,55,-
3146429,3146460,62,-
3146971,3146994,60,-
3147067,3147094,55,-
3147930,3147959,52,-
3150149,3150167,50,-
3150778,3150819,53,-
3152614,3152643,51,-
3154756,3154791,54,+
3158399,3158434,60,-
3158456,3158476,49,-
3159065,3159083,50,+
3160958,3160987,52,+
3168556,3168589,48,-
3168794,3168832,59,-
3168951,3168968,52,-
3169753,3169786,79,-
3173765,3173785,48,-
3173901,3173934,64,-
3175537,3175571,51,+
3177686,3177713,53,+
3178355,3178385,51,-
3178899,3178945,52,-
3180019,3180058,61,+
3183038,3183069,83,-
3185581,3185597,70,-
3187454,3187480,66,-
3188446,3188478,49,-
3189901,3189937,58,-
3190222,3190253,63,-
3191248,3191286,90,-
3191663,3191695,59,+
3191994,3192014,49,-
3194075,3194094,47,-
3194109,3194143,59,-
3194437,3194462,68,-
3194814,3194859,52,+
3194971,3195007,58,-
3195436,3195468,49,-
3196596,3196629,61,+
3196877,3196900,49,+
3197732,3197762,67,+
3197816,3197840,59,-
3199081,3199099,49,+
3199679,3199709,51,-
3201143,3201177,92,-
3202348,3202377,52,+
3203858,3203881,49,+
3206748,3206787,58,+
3207032,3207061,52,-
3207936,3207975,95,+
3208528,3208564,76,+
3208918,3208957,86,-
3209130,3209155,67,-
3209217,3209259,50,-
3209288,3209319,50,+
3211689,3211721,49,+
3212099,3212117,49,+
3213843,3213866,60,-
3214475,3214514,55,+
3214830,3214868,53,+
3215028,3215046,49,-
3215083,3215128,47,+
3215178,3215208,66,-
3215680,3215710,62,+
3215794,3215821,55,+
3215919,3215949,65,+
3216316,3216335,66,+
3216931,3216958,68,+
3216984,3217006,61,+
3219098,3219135,102,+
3220756,3220794,54,+
3221867,3221904,57,-
3222361,3222379,49,+
3223894,3223915,48,+
3225089,3225113,76,-
3226135,3226156,48,-
3226490,3226509,49,+
3227032,3227068,62,-
3227312,3227341,52,-
3228037,3228069,63,-
3228923,3228955,54,+
3230444,3230464,47,-
3231375,3231402,55,-
3233304,3233323,47,-
3236076,3236112,47,+
3238591,3238617,68,-
3238691,3238719,65,-
3239014,3239037,60,-
3239723,3239748,57,-
3241326,3241349,48,-
3242742,3242765,48,-
3242881,3242908,66,+
3243201,3243220,47,-
3247477,3247500,60,-
3249260,3249284,59,-
3250652,3250685,62,-
3251250,3251280,54,-
3251350,3251388,56,-
3251665,3251689,48,-
3252548,3252575,66,+
3252715,3252756,55,-
3254869,3254891,61,-
3255554,3255585,67,-
3255761,3255792,50,-
3258198,3258229,60,-
3260709,3260736,55,-
3261172,3261197,57,-
3261275,3261297,61,-
3261412,3261434,61,-
3262259,3262292,52,-
3266110,3266133,60,-
3267421,3267461,56,-
3268244,3268287,50,-
3268718,3268748,62,-
3271796,3271826,51,-
3272200,3272229,52,-
3272315,3272340,56,-
3273222,3273241,66,-
3273617,3273636,49,+
3276126,3276151,57,+
3276405,3276432,55,-
3276849,3276877,71,-
3277001,3277028,55,+
3277309,3277331,48,+
3278386,3278416,67,+
3279460,3279501,48,-
3285636,3285665,63,+
3285931,3285956,47,-
3286157,3286196,69,+
3286399,3286422,60,-
3288529,3288561,65,-
3289162,3289198,58,-
3290108,3290138,63,+
3290552,3290590,50,+
3291567,3291599,47,-
3292832,3292869,55,+
3294408,3294423,53,+
3295820,3295848,82,-
3296750,3296780,51,+
3298231,3298262,60,-
3300483,3300506,50,-
3301729,3301750,62,-
3302036,3302066,68,-
3302371,3302398,71,-
3302594,3302623,61,-
3303054,3303079,47,-
3303205,3303245,52,+
3305372,3305398,56,-
3305425,3305453,64,-
3306088,3306120,57,-
3306456,3306489,62,+
3306535,3306555,64,-
3306784,3306820,59,+
3308654,3308695,49,-
3308798,3308816,51,-
3315306,3315343,58,-
3317475,3317494,47,-
3319463,3319499,75,-
3320979,3320997,51,-
3321297,3321322,93,-
3322077,3322102,57,+
3323069,3323095,56,-
3323650,3323675,57,-
3323714,3323737,60,-
3326470,3326503,62,+
3326604,3326625,48,+
3326646,3326680,91,+
3332394,3332411,52,-
3337893,3337914,48,-
3338188,3338227,86,+
3338484,3338502,49,-
3339661,3339694,62,-
3342062,3342096,63,+
3344508,3344534,68,-
3348396,3348436,58,+
3349103,3349122,47,-
3349260,3349288,54,+
3350306,3350347,49,-
3351172,3351195,59,+
