start,end,score,strand
1598188,1598218,52,-
1602385,1602409,59,-
1603144,1603180,91,+
1603984,1604002,50,+
1604294,1604316,72,+
1605026,1605055,98,+
1606117,1606149,60,+
1606169,1606195,56,+
1607331,1607379,48,-
1607969,1607987,49,+
1611022,1611041,47,+
1611887,1611916,98,-
1613362,1613388,69,-
1616518,1616549,51,-
1616958,1616995,132,-
1617018,1617040,97,-
1617584,1617618,78,+
1622790,1622822,49,-
1623052,1623082,66,-
1623151,1623169,52,+
1623313,1623332,66,+
1624509,1624545,74,-
1625964,1625988,69,-
1626043,1626076,80,+
1626078,1626096,49,+
1626499,1626530,65,-
1627152,1627191,71,+
1627211,1627238,60,+
1631183,1631206,60,+
1631470,1631499,79,+
1632415,1632458,50,+
1636594,1636611,50,-
1639008,1639029,62,-
1641033,1641074,68,+
1642319,1642337,51,+
1642393,1642417,59,+
1642612,1642636,48,+
1642771,1642796,57,-
1644689,1644725,62,+
1644998,1645039,54,+
1646243,1646270,61,-
1646398,1646416,49,-
1648316,1648348,49,+
1648956,1648975,47,-
1649359,1649395,58,+
1653759,1653782,50,-
1655148,1655167,47,+
1660184,1660215,50,+
1660532,1660549,50,+
1661029,1661059,64,+
1661874,1661894,64,+
1662507,1662530,70,-
1663527,1663556,52,+
1666614,1666638,59,-
1667597,1667612,72,+
1667642,1667677,74,-
1668680,1668727,48,-
1669831,1669863,49,+
1670281,1670313,48,+
1671032,1671050,50,-
1672374,1672404,85,+
1672628,1672652,69,-
1673837,1673867,79,+
1673886,1673918,49,-
1676036,1676069,50,-
1677216,1677235,47,-
1677848,1677873,47,-
1678523,1678555,49,-
1679330,1679375,47,+
1679751,1679778,55,+
1681334,1681373,52,+
1682743,1682765,48,+
1683012,1683036,71,+
1683188,1683210,48,+
1684917,1684941,58,-
1688011,1688059,49,+
1690106,1690138,63,+
1690776,1690794,49,-
1691142,1691183,53,+
1691665,1691696,54,+
1691874,1691894,48,+
1694474,1694499,57,+
1700887,1700917,51,+
1701359,1701382,60,+
1701718,1701737,47,-
1705904,1705936,49,+
1708403,1708433,51,+
1710533,1710552,49,+
1712941,1712971,51,+
1713396,1713412,70,+
1713816,1713838,48,-
1714050,1714083,52,-
1714280,1714312,59,-
1714940,1714976,61,+
1715514,1715537,48,-
1717134,1717168,50,+
1717392,1717424,64,+
1717587,1717623,61,+
1718512,1718541,51,-
1723291,1723323,62,-
1723488,1723520,49,-
1724730,1724760,68,-
1728938,1728960,48,-
1729149,1729184,47,+
1729504,1729535,50,-
1730643,1730662,66,-
1732274,1732304,64,+
1733782,1733806,59,+
1733922,1733952,65,+
1734495,1734520,57,+
1734975,1735013,57,+
1739494,1739534,53,+
1739739,1739764,47,+
1742102,1742122,48,+
1742248,1742283,73,+
1742573,1742596,49,+
1747972,1748007,61,+
1749020,1749054,47,+
1749637,1749669,62,+
1756290,1756319,52,-
1761368,1761399,67,-
1763004,1763029,47,+
1764323,1764353,57,+
1767446,1767464,52,+
1769121,1769146,57,+
1769686,1769706,64,-
1769771,1769806,54,+
1769972,1770008,76,+
1774483,1774513,55,-
1776131,1776160,55,-
1777525,1777555,51,+
1778298,1778314,52,+
1778619,1778654,55,+
1779293,1779313,51,+
1780294,1780310,52,+
1781542,1781565,69,+
1781606,1781638,64,+
1781712,1781739,55,+
1785529,1785558,51,+
1785682,1785701,49,+
1786212,1786250,57,-
1788904,1788922,50,-
1789118,1789139,48,+
1789925,1789970,47,+
1791267,1791309,50,+
1792598,1792617,49,+
1792649,1792680,62,+
1792887,1792907,52,+
1794986,1795025,99,+
1796398,1796432,62,+
1796611,1796654,53,-
1797616,1797650,62,+
1798311,1798342,64,+
1799371,1799398,86,+
1799532,1799561,80,+
1800586,1800626,54,+
1800835,1800862,55,+
1802834,1802871,56,-
1810375,1810415,53,-
1810650,1810675,57,-
1812978,1813026,49,+
1813215,1813237,51,+
1814856,1814875,66,+
1815378,1815408,51,+
1816122,1816142,49,+
1816513,1816534,63,+
1816984,1817003,47,+
1817199,1817223,59,+
1817230,1817257,89,+
1817969,1817988,47,+
1818355,1818390,62,+
1820204,1820237,61,+
1820697,1820732,58,+
1821025,1821047,48,-
1821187,1821218,51,+
1821262,1821291,98,-
1821638,1821655,69,-
1821896,1821924,52,+
1824108,1824141,81,-
1824265,1824288,60,-
1824509,1824526,50,+
1825714,1825739,58,+
1826215,1826237,61,+
1826438,1826469,63,-
1826529,1826565,88,-
1828155,1828177,61,-
1828282,1828306,59,+
1830250,1830285,56,-
1833232,1833270,55,+
1834164,1834188,48,-
1834598,1834630,62,-
1835651,1835669,51,+
1836828,1836848,47,-
1838211,1838230,47,+
1841169,1841198,52,+
1841628,1841661,76,-
1843242,1843280,61,-
1843386,1843406,47,+
1843466,1843496,79,-
1843514,1843543,66,-
1843580,1843613,74,-
1844025,1844054,98,+
1844097,1844126,71,-
1844775,1844795,64,+
1847107,1847134,68,+
1847459,1847487,66,+
1850314,1850335,63,-
1850353,1850373,49,+
1851397,1851436,57,+
1855910,1855937,55,-
1856070,1856097,55,-
1859253,1859279,56,+
1860705,1860725,47,+
1861940,1861975,47,+
1862039,1862072,51,+
1866154,1866190,61,-
1867850,1867872,61,-
1868077,1868115,59,-
1868261,1868296,50,-
1869711,1869743,93,-
1870492,1870514,48,+
1870691,1870710,49,-
1872166,1872182,52,+
1874249,1874276,55,-
1874817,1874848,68,-
1874916,1874943,68,-
1877361,1877397,48,+
1878174,1878198,59,-
1878316,1878336,64,+
1878342,1878381,51,-
1878620,1878649,52,+
1879672,1879707,65,+
1880256,1880289,74,-
1880806,1880829,60,+
1880968,1880987,66,+
1881513,1881542,98,+
1881953,1881988,62,+
1883062,1883093,63,+
1883606,1883635,52,-
1884629,1884647,50,-
1885592,1885621,98,+
1888005,1888034,98,+
1888960,1888989,51,-
1889830,1889871,55,+
1891570,1891597,55,-
1893919,1893946,55,+
1895457,1895492,91,+
1895742,1895772,63,+
1895807,1895835,81,+
1896377,1896415,96,+
1897935,1897967,59,+
1898469,1898499,49,+
1898534,1898567,59,-
1899283,1899310,55,+
1899446,1899470,70,+
1899523,1899543,110,-
1901608,1901636,54,-
1902308,1902337,52,+
1902802,1902824,49,+
1903770,1903805,58,+
1903947,1903977,60,-
1906021,1906053,49,-
1906273,1906302,98,-
1907023,1907043,47,-
1907093,1907119,56,-
1908239,1908256,50,+
1908317,1908341,70,-
1908425,1908450,60,-
1908608,1908636,63,+
1909182,1909226,52,+
1909340,1909362,51,-
1909376,1909407,63,+
1909426,1909447,63,+
1909464,1909508,67,-
1910644,1910663,112,+
1910712,1910734,90,-
1911019,1911057,56,+
1911186,1911226,55,+
1911216,1911240,48,-
1911785,1911809,59,+
1912465,1912491,89,+
1913313,1913332,47,-
1914444,1914466,48,-
1914608,1914639,51,-
1915458,1915489,50,+
1915766,1915810,49,+
1915999,1916017,50,+
1918379,1918416,61,-
1920803,1920827,70,+
1920874,1920893,112,-
1921263,1921284,49,-
1922218,1922258,55,+
1922414,1922443,54,+
1922489,1922518,98,-
1923322,1923342,47,-
1923474,1923510,55,+
1923926,1923958,50,-
1925539,1925558,47,+
1926747,1926767,49,-
1929078,1929107,98,+
1930051,1930080,63,+
1930943,1930984,48,+
1931012,1931052,52,+
1934164,1934187,60,+
1934605,1934640,47,+
1935333,1935362,82,+
1935828,1935847,49,+
1936266,1936285,47,+
1937424,1937458,55,-
1937665,1937711,50,+
1941162,1941196,75,+
1942117,1942136,66,+
1942864,1942894,60,+
1943219,1943237,67,+
1943430,1943449,66,+
1943634,1943660,68,-
1944111,1944141,51,-
1944344,1944367,49,-
1945105,1945143,54,+
1945199,1945238,54,+
1945949,1945969,47,-
1946649,1946680,64,+
1947066,1947093,55,-
1948220,1948243,72,+
1952163,1952188,57,+
1952334,1952354,48,+
1952520,1952552,60,+
1952873,1952899,56,-
1957648,1957663,53,+
1960375,1960412,58,+
1963014,1963058,65,+
1963204,1963233,98,-
1963353,1963390,56,-
1963690,1963733,69,+
1967567,1967586,112,+
1967632,1967656,70,-
1967735,1967758,48,-
1968787,1968831,49,-
1970523,1970544,48,+
1970949,1970971,61,-
1970974,1970996,61,-
1971211,1971244,56,-
1971439,1971458,47,-
1972924,1972953,68,+
1972964,1972995,50,+
1973050,1973070,48,+
1973215,1973256,58,+
1973714,1973733,47,-
1973847,1973878,55,-
1974695,1974727,60,-
1975220,1975253,64,-
1975358,1975377,112,+
1975421,1975454,94,-
1975461,1975503,49,+
1976496,1976520,58,+
1976654,1976680,56,+
1977231,1977247,52,+
1977265,1977295,63,-
1977423,1977456,75,+
1978014,1978036,48,-
1980230,1980260,71,-
1980397,1980415,49,+
1980766,1980790,59,-
1980995,1981015,47,+
1981370,1981393,60,+
1982351,1982385,61,-
1982884,1982903,66,+
1983241,1983280,54,+
1983343,1983379,58,+
1984630,1984664,64,+
1985126,1985160,47,+
1987646,1987669,87,-
1987711,1987746,64,+
1989477,1989495,50,+
1989746,1989765,49,+
1989835,1989866,66,-
1990242,1990267,57,+
1990286,1990306,47,+
1990884,1990918,56,+
1991461,1991484,60,-
1991497,1991525,54,-
1991561,1991591,51,+
1991977,1991997,64,-
1992974,1993003,65,+
1993118,1993154,58,+
1994142,1994163,48,-
1996041,1996061,48,-
1996166,1996185,49,+
1996871,1996903,51,+
1996945,1996974,54,-
1997129,1997167,57,+
1997656,1997700,52,+
1998207,1998231,59,+
1998241,1998265,58,-
1998312,1998330,49,+
2000272,2000311,51,-
2000988,2001011,48,-
2002511,2002533,61,-
2002645,2002663,49,+
2003233,2003259,56,+
2003489,2003510,49,+
2004233,2004269,75,+
2005293,2005310,52,+
2005798,2005825,68,+
2005855,2005883,83,+
2007964,2007987,50,+
2008340,2008369,52,-
2011059,2011081,61,-
2011276,2011302,56,+
2011443,2011466,59,+
2012286,2012318,49,+
2014617,2014659,54,+
2015719,2015747,54,-
2016616,2016639,50,+
2016678,2016696,51,+
2017663,2017693,65,+
2018241,2018263,125,+
2018299,2018320,73,-
2018744,2018787,52,+
2018818,2018847,58,+
2019826,2019860,58,-
2021980,2022010,79,+
2023517,2023543,91,+
2023596,2023623,83,+
2023725,2023754,98,+
2025138,2025180,69,-
2025273,2025290,69,+
2025621,2025648,61,+
2025763,2025792,52,+
2026234,2026273,61,+
2026457,2026476,47,+
2026957,2026983,56,+
2027103,2027132,71,-
2027354,2027395,69,+
2029934,2029956,61,+
2030723,2030740,69,+
2031221,2031266,50,+
2031613,2031639,56,+
2031668,2031689,51,+
2031797,2031818,48,+
2031849,2031878,98,-
2032002,2032038,53,+
2033901,2033923,51,+
2034487,2034516,98,+
2034524,2034555,63,-
2035217,2035236,49,-
2035931,2035975,93,-
2036113,2036132,49,+
2037884,2037923,57,+
2037968,2038002,60,+
2038050,2038079,52,-
2038141,2038167,56,+
2038298,2038338,50,+
2039404,2039434,51,+
2040187,2040222,65,-
2041169,2041206,62,+
2041290,2041323,48,+
2041414,2041447,61,+
2041977,2042002,60,+
2042067,2042104,59,+
2042344,2042371,55,+
2042636,2042667,50,+
2042768,2042787,49,+
2042891,2042916,69,+
2043628,2043646,49,+
2044547,2044574,55,+
2044845,2044872,67,+
2046456,2046485,68,+
2047008,2047029,52,-
2049005,2049035,51,-
2049628,2049652,58,+
2050778,2050808,66,+
2051049,2051066,50,+
2057377,2057399,61,-
2058026,2058052,68,+
2060665,2060696,60,-
2064003,2064047,54,+
2064267,2064287,49,-
2064845,2064870,47,+
2065035,2065076,57,+
2067413,2067433,49,-
2067556,2067587,82,+
2071764,2071785,63,-
2072700,2072736,56,-
2074295,2074323,52,-
2074454,2074486,66,+
2075847,2075875,83,+
2076425,2076453,54,-
2076557,2076580,60,+
2076606,2076636,57,-
2077149,2077181,49,-
2078193,2078222,70,-
2079689,2079718,98,+
2079741,2079770,52,-
2080352,2080383,49,-
2080548,2080581,92,+
2080617,2080652,74,-
2081497,2081520,60,-
2082365,2082389,48,-
2083847,2083876,98,-
2085829,2085857,54,+
2086778,2086809,59,+
2088347,2088377,62,+
2088776,2088806,68,+
2089166,2089196,51,-
2090114,2090139,47,+
2090835,2090853,50,-
2092114,2092134,48,+
2094616,2094648,67,+
2097017,2097035,51,+
2097376,2097405,98,+
2097607,2097652,52,+
2104497,2104522,47,-
2105671,2105700,52,-
2106199,2106234,58,+
2106295,2106314,47,-
2108821,2108839,49,+
2109267,2109296,66,+
2110061,2110080,49,-
2110289,2110330,50,-
2111338,2111358,47,+
2112425,2112445,51,-
2112949,2112976,53,-
2113781,2113799,67,-
2121827,2121862,48,+
2124837,2124874,55,+
2127103,2127127,59,+
2127889,2127921,59,+
2132975,2132996,51,+
2134007,2134037,67,+
2135201,2135239,58,-
2141449,2141468,49,+
2142109,2142143,58,+
2142709,2142725,53,+
2142967,2142991,61,+
2143997,2144033,64,+
2148628,2148651,50,-
2149696,2149717,48,+
2150530,2150565,74,+
2150678,2150702,76,+
2150845,2150862,50,+
2151681,2151710,52,-
2152711,2152737,56,+
2155600,2155620,47,+
2162714,2162739,47,+
2162925,2162960,47,-
2163181,2163200,49,+
2164276,2164315,57,-
2164815,2164858,50,+
2164976,2165003,71,+
2166503,2166529,56,+
2172056,2172075,66,+
2172354,2172373,49,+
2172788,2172806,49,+
2173130,2173159,52,+
2175370,2175412,54,+
2175565,2175596,59,-
2178892,2178913,63,+
2179589,2179624,62,+
2181881,2181899,51,+
2183059,2183087,58,+
2183912,2183934,51,-
2184720,2184756,58,+
2186771,2186798,55,+
2187034,2187065,48,-
2188431,2188457,56,-
2188501,2188523,51,+
2188594,2188632,53,+
2189152,2189177,47,+
2190704,2190722,49,-
2192289,2192318,52,-
2194114,2194145,62,+
2194426,2194446,52,+
2194952,2194974,48,+
2196172,2196200,99,+
2196305,2196338,64,+
2196543,2196581,59,+
2197248,2197272,69,-
2197285,2197307,91,+
2197362,2197393,104,-
2197982,2198022,58,+
2199052,2199089,55,-
2200165,2200193,65,+
2202065,2202100,74,+
2204292,2204318,71,+
2204573,2204605,57,+
2204627,2204659,59,+
2209720,2209758,55,+
2210857,2210889,65,-
2211414,2211450,62,-
2211795,2211835,54,-
2212533,2212556,60,+
2212696,2212714,49,+
2213451,2213486,61,+
2214348,2214370,51,+
2214519,2214538,49,+
2216042,2216065,89,+
2216501,2216517,53,-
2217963,2217999,61,+
2218120,2218143,60,+
2218449,2218475,56,+
2218496,2218525,98,-
2220963,2220995,49,+
2224357,2224386,68,-
2227149,2227169,64,-
2228198,2228225,57,-
2228619,2228654,64,+
2228979,2229006,55,+
2229048,2229077,98,+
2229177,2229212,67,-
2231944,2231981,58,-
2232139,2232177,58,-
2233318,2233344,56,-
2233610,2233645,62,+
2238284,2238311,65,+
2242974,2242997,60,+
2246945,2246973,69,-
2248507,2248530,71,+
2249039,2249058,49,+
2250686,2250718,108,+
2252546,2252581,62,-
2252964,2252982,49,-
2253004,2253046,50,-
2254119,2254150,95,+
2254175,2254200,56,-
2254730,2254748,51,+
2256508,2256526,50,+
2256941,2256966,57,+
2258206,2258226,47,+
2258766,2258795,68,-
2259352,2259383,63,-
2259412,2259431,65,-
2261683,2261702,56,+
2262313,2262346,94,+
2262354,2262377,60,+
2262533,2262553,51,-
2264639,2264678,57,+
2265411,2265440,52,-
2268336,2268356,47,-
2269029,2269052,48,-
2269976,2270005,98,+
2270769,2270805,61,+
2270934,2270950,70,+
2271181,2271215,74,+
2271308,2271339,54,-
2271403,2271432,98,-
2272832,2272880,48,-
2273852,2273879,55,+
2274846,2274871,57,-
2280241,2280258,50,+
2281138,2281159,63,-
2282724,2282751,65,-
2283048,2283078,49,+
2283562,2283577,53,+
2287361,2287390,63,+
2295544,2295581,47,-
2295788,2295813,57,-
2297106,2297150,49,+
2299019,2299050,65,+
2300152,2300190,57,-
2301893,2301922,98,+
2303105,2303122,50,+
2304252,2304270,67,+
2309683,2309702,47,-
2310304,2310337,51,+
2313412,2313438,56,+
2313482,2313504,48,+
2315951,2315980,52,+
2316109,2316133,59,+
2316912,2316932,64,+
2316941,2316958,50,+
2319105,2319128,61,+
2319210,2319234,69,+
2319250,2319274,59,-
2320391,2320411,48,-
2321631,2321663,59,+
2322423,2322446,60,+
2322512,2322529,50,-
2323205,2323228,49,-
2323657,2323687,51,-
2324138,2324157,47,-
2325146,2325171,88,+
2325274,2325294,47,-
2326601,2326646,53,+
2327239,2327273,62,+
2327707,2327726,47,+
2328420,2328443,60,+
2328931,2328953,61,+
2331346,2331370,48,+
2332924,2332947,48,-
2334215,2334233,67,+
2334641,2334669,54,+
2335711,2335743,58,+
2335804,2335833,65,+
2338737,2338766,52,+
2339012,2339032,48,-
2340126,2340161,74,+
2340872,2340898,56,+
2341019,2341042,60,+
2341605,2341621,52,+
2342731,2342770,57,+
2345101,2345124,48,+
2345990,2346023,47,+
2348624,2348664,54,+
2351050,2351075,57,-
2356298,2356327,63,-
2357006,2357033,55,+
2357843,2357873,67,+
2358620,2358649,98,-
2358822,2358847,84,-
2358903,2358925,51,+
2359200,2359221,48,-
2359329,2359352,49,+
2359428,2359445,69,-
2359531,2359561,59,+
2359795,2359818,48,+
2360444,2360482,57,+
2360683,2360709,56,+
2362599,2362616,52,-
2362765,2362792,65,+
2363582,2363609,69,+
2364324,2364351,64,+
2366001,2366027,91,+
2366270,2366300,63,+
2368207,2368236,98,-
2369201,2369227,56,+
2370441,2370470,98,+
2370726,2370764,55,-
2371888,2371917,98,+
2372919,2372953,56,+
2373165,2373206,55,+
2373214,2373246,79,+
2373277,2373298,63,+
2373368,2373391,49,+
2373582,2373599,52,+
2373957,2373996,58,-
2374664,2374690,56,-
2374966,2374993,55,-
2375728,2375759,59,+
2376830,2376858,71,+
2376986,2377018,64,-
2379550,2379568,49,-
2380111,2380141,49,+
2381474,2381507,58,+
2381821,2381851,61,+
2381925,2381957,82,+
2382050,2382079,98,+
2382345,2382368,49,+
2383129,2383150,48,+
2386348,2386377,80,+
2386423,2386449,56,+
2386852,2386878,56,+
2387663,2387694,59,+
2388707,2388736,52,+
2389838,2389867,52,-
2391680,2391709,98,+
2393266,2393298,59,+
2394602,2394639,58,+
2394829,2394847,51,-
2395123,2395141,67,+
2395184,2395219,89,-
2398913,2398949,54,+
2399397,2399426,52,+
2399633,2399656,72,+
2400544,2400561,50,+
2400793,2400822,66,+
2402044,2402066,61,-
2403717,2403746,98,-
2403751,2403780,58,+
2405026,2405070,49,+
2405074,2405103,98,-
2405159,2405179,64,+
2405282,2405314,75,-
2405342,2405366,48,+
2405601,2405632,82,+
2408466,2408505,54,+
2408978,2409006,63,+
2409759,2409778,49,+
2409955,2409979,87,+
2411436,2411455,47,+
2413465,2413506,53,+
2414534,2414581,50,+
2415108,2415134,83,-
2415208,2415240,92,+
2415431,2415476,53,+
2415689,2415714,47,+
2417771,2417810,54,+
2418308,2418351,65,+
2418475,2418509,68,+
2425520,2425540,48,-
2426095,2426131,57,+
2428988,2429023,58,+
2429453,2429483,68,+
2432145,2432187,52,+
2432331,2432359,109,+
2435993,2436028,76,-
2436034,2436069,61,-
2436308,2436326,49,-
2437042,2437085,47,+
2437865,2437884,47,+
2440716,2440733,69,+
2440834,2440856,61,-
2442113,2442132,49,+
2442194,2442220,56,+
2445903,2445945,52,+
2446772,2446801,60,+
2450626,2450672,47,-
2452356,2452384,54,+
2458403,2458441,54,-
2461071,2461094,49,+
2463895,2463925,51,-
2464387,2464412,56,+
2465751,2465782,54,-
2466274,2466295,49,+
2469772,2469806,62,-
2471203,2471243,51,-
2471825,2471842,52,-
2473860,2473894,59,-
2474337,2474354,50,-
2474876,2474914,51,-
2477234,2477277,54,-
2477568,2477590,61,+
2478100,2478116,52,+
2479228,2479246,50,+
2479379,2479397,67,-
2480376,2480401,47,-
2480477,2480501,48,+
2481516,2481534,49,+
2481829,2481852,60,+
2481952,2481974,61,+
2482257,2482292,59,-
2482898,2482928,68,+
2484329,2484375,47,+
2484510,2484542,82,+
2484803,2484837,56,+
2486518,2486541,48,+
2487571,2487610,53,+
2488036,2488054,67,-
2488610,2488646,59,+
2488681,2488701,48,+
2489624,2489643,52,+
2489826,2489844,49,+
2490601,2490633,49,+
2490646,2490685,55,-
2491022,2491042,49,+
2491794,2491818,48,+
2492391,2492427,56,+
2493665,2493687,51,+
2493713,2493730,69,+
2493758,2493787,52,+
2494065,2494101,47,-
2494096,2494133,57,+
2494168,2494210,47,+
2498559,2498594,59,-
2499207,2499224,52,+
2501099,2501127,66,+
2501247,2501276,52,-
2501461,2501487,63,+
2502179,2502210,50,-
2502694,2502716,61,+
2503343,2503363,48,+
2503867,2503886,112,+
2503918,2503955,71,-
2504487,2504521,51,+
2506096,2506115,112,+
2506162,2506197,91,-
2509049,2509071,51,-
2509785,2509812,71,-
2511286,2511306,47,-
2511438,2511470,58,-
2513242,2513260,50,+
2517295,2517313,50,-
2518119,2518158,50,-
2519021,2519040,51,+
2519862,2519895,62,+
2523584,2523611,71,-
2523705,2523740,92,+
2523783,2523804,48,+
2524206,2524238,58,+
2524307,2524330,48,+
2525454,2525490,58,+
2525685,2525717,59,+
2530956,2530976,48,-
2533986,2534007,63,+
2535572,2535604,59,+
2535769,2535809,51,+
2536221,2536252,65,-
2537405,2537432,64,+
2537728,2537745,50,+
2539325,2539346,48,+
2539705,2539742,58,+
2540894,2540921,57,+
2541597,2541630,94,+
2543014,2543041,55,-
2544153,2544185,62,+
2545568,2545606,61,-
2545715,2545734,49,-
2546205,2546231,68,+
2546282,2546311,66,+
2549165,2549196,48,+
2549637,2549660,60,+
2553034,2553076,53,-
2554737,2554769,62,+
2555552,2555572,64,-
2557725,2557748,48,+
2558181,2558208,65,-
2558879,2558910,70,+
2559415,2559435,64,-
2559647,2559680,51,+
2561350,2561382,70,+
2565452,2565474,61,+
2565878,2565901,60,-
2566696,2566735,54,+
2566769,2566794,60,-
2567654,2567676,61,+
2567745,2567772,55,-
2569613,2569638,69,+
2569954,2569973,51,+
2571796,2571815,84,+
2571942,2571972,60,+
2572076,2572098,48,+
2572179,2572204,67,+
2572495,2572524,52,+
2573348,2573367,47,+
2574190,2574217,57,+
2575567,2575586,49,-
2578288,2578329,50,+
2578377,2578400,60,+
2579438,2579468,51,-
2580079,2580096,50,+
2581126,2581155,98,-
2581279,2581319,49,+
2581479,2581504,84,+
2584090,2584131,55,+
2584547,2584571,48,+
2585135,2585169,64,+
2585906,2585926,64,+
2585990,2586012,48,+
2586504,2586533,71,+
2586565,2586592,57,-
2586700,2586727,65,+
2586846,2586864,49,+
2587471,2587499,65,+
2587802,2587821,112,+
2587870,2587901,108,-
2588190,2588211,63,-
2589334,2589358,48,+
2591407,2591430,60,+
2591470,2591507,98,+
2591529,2591569,71,-
2592430,2592449,47,+
2592684,2592721,99,+
2593889,2593909,110,+
2593956,2593980,70,-
2593984,2594004,54,+
2594491,2594524,59,+
2594759,2594778,112,+
2594825,2594849,70,-
2595589,2595607,49,+
2596914,2596938,59,-
2598023,2598054,59,+
2598096,2598120,70,-
2599211,2599248,104,+
2599592,2599625,58,+
2600062,2600079,50,+
2600652,2600688,58,+
2601267,2601287,47,-
2602042,2602066,70,+
2602875,2602902,68,+
2605194,2605220,71,+
2605628,2605666,69,+
2605901,2605920,49,-
2607322,2607352,62,+
2607790,2607829,61,+
2608908,2608923,72,+
2608948,2608981,94,-
2609008,2609024,52,-
2610130,2610148,49,+
2610298,2610330,62,+
2610717,2610735,67,+
2610768,2610788,47,+
2611243,2611276,59,-
2611489,2611518,52,-
2614449,2614476,55,+
2615345,2615369,59,+
2615922,2615959,54,+
2616448,2616474,56,+
2617068,2617097,98,+
2618418,2618435,52,+
2618578,2618599,51,+
2619012,2619051,59,+
2619461,2619476,53,+
2619998,2620036,62,+
2621252,2621272,49,-
2621934,2621959,67,-
2624530,2624555,47,+
2634574,2634608,62,-
2635241,2635271,51,-
2636421,2636449,58,-
2636870,2636901,60,-
2639024,2639047,60,-
2639192,2639216,48,-
2639853,2639874,51,+
2640897,2640924,69,+
2641843,2641887,52,-
2642188,2642219,79,+
2642745,2642763,49,+
2646455,2646490,58,+
2647146,2647173,65,-
2648814,2648848,50,+
2651013,2651042,98,+
2652065,2652092,65,+
2652935,2652966,62,-
2653057,2653089,60,+
2653333,2653366,59,-
2653434,2653462,69,+
2653611,2653643,61,-
2654669,2654698,55,+
2654779,2654813,51,-
2654803,2654827,48,+
2655742,2655773,50,+
2655829,2655849,48,+
2658106,2658130,48,+
2658354,2658371,52,+
2659915,2659941,61,+
2661440,2661459,47,+
2662534,2662561,55,-
2662617,2662658,52,+
2666666,2666695,52,+
2667219,2667246,85,+
2670791,2670827,48,+
2672823,2672843,49,+
2674193,2674213,49,+
2678152,2678171,47,-
2678792,2678821,98,+
2680176,2680196,64,-
2681747,2681773,56,-
2682056,2682091,58,+
2682675,2682692,50,+
2683602,2683622,47,+
2685236,2685263,81,+
2685667,2685684,69,-
2685729,2685750,48,-
2688681,2688700,47,-
2688973,2689007,75,+
2689023,2689041,49,+
2689069,2689095,85,+
2689193,2689224,63,-
2689932,2689955,60,+
2690157,2690179,61,+
2690792,2690810,49,+
2692778,2692809,112,+
2692982,2693013,59,+
2695754,2695773,49,+
2696080,2696100,49,+
2696322,2696348,66,+
2696852,2696888,61,+
2699456,2699492,58,+
2703291,2703320,98,+
2704177,2704209,62,+
2706702,2706722,48,-
2711567,2711589,70,+
2711683,2711706,61,-
2715699,2715740,68,+
2718755,2718792,64,+
2718845,2718865,47,+
2721883,2721911,66,+
2723737,2723767,65,+
2723945,2723969,59,+
2724450,2724483,59,-
2727502,2727522,48,+
2728033,2728058,67,+
2728443,2728467,48,+
2728620,2728639,47,-
2729716,2729741,84,+
2731849,2731878,52,+
2732040,2732072,50,+
2733908,2733935,55,-
2738822,2738845,72,+
2739027,2739058,55,+
2740416,2740436,64,+
2740898,2740942,48,-
2741020,2741060,59,+
2744765,2744794,63,-
2744822,2744855,48,-
2745113,2745133,47,-
2746807,2746840,50,+
2747161,2747194,74,+
2747374,2747403,98,+
2747532,2747561,98,+
2749302,2749318,52,+
2751820,2751849,68,+
2752400,2752441,55,+
2754933,2754976,49,-
2755759,2755787,63,-
2756244,2756264,47,+
2756431,2756452,62,+
2757068,2757086,52,-
2759701,2759721,47,-
2761948,2761976,54,+
2763490,2763506,52,+
2764844,2764878,105,+
2767816,2767837,49,-
2770078,2770096,49,+
2771444,2771480,55,-
2772658,2772695,62,-
2773383,2773400,50,+
2775785,2775804,47,-
2775928,2775970,53,-
2776904,2776924,64,+
2777079,2777097,49,-
2777564,2777599,47,+
2777685,2777709,48,+
2777939,2777966,55,-
2778070,2778089,66,+
2778129,2778161,54,+
2778634,2778677,69,+
2778731,2778758,66,-
2778871,2778901,65,+
2780944,2780984,55,+
2781669,2781689,49,+
2784791,2784825,61,-
2786056,2786088,58,-
2786598,2786621,49,-
2791967,2792001,58,-
2792336,2792359,49,+
2794212,2794233,52,-
2796060,2796097,58,+
2796537,2796562,47,-
2798360,2798384,71,+
2801515,2801544,98,-
2804344,2804366,51,+
2804645,2804674,51,-
2808337,2808377,55,+
2809355,2809384,98,-
2809434,2809465,55,+
2812643,2812664,48,+
2812676,2812705,52,+
2812841,2812867,68,+
2813844,2813863,112,+
2813913,2813937,70,-
2814032,2814051,66,+
2815046,2815079,48,-
2815294,2815311,50,+
2819278,2819312,64,-
2820872,2820897,57,-
2821380,2821409,66,-
2823504,2823524,48,+
2823835,2823858,48,-
2825262,2825289,55,+
2826462,2826487,58,+
2827819,2827861,49,+
2827988,2828014,56,-
2831123,2831149,67,-
2831338,2831366,57,+
2832170,2832214,53,+
2832783,2832810,55,+
2833289,2833317,63,+
2833787,2833803,70,+
2835438,2835468,51,+
2836028,2836060,67,+
2836913,2836943,65,+
2837112,2837133,51,+
2837260,2837280,48,+
2838233,2838271,71,+
