# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1382915	1383880	+	WP_013078442.1	WP_013078442.1		2-hydroxyacid dehydrogenase			B7G68_RS06560	966	321	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1383959	1384162	+							B7G68_RS06565	204		old_locus_tag=B7G68_06565
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1383959	1384162	+	WP_013078443.1	WP_013078443.1		hypothetical protein			B7G68_RS06565	204	67	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1384254	1384628	+							B7G68_RS06570	375		old_locus_tag=B7G68_06570
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1384254	1384628	+	WP_013078444.1	WP_013078444.1		VOC family protein			B7G68_RS06570	375	124	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1384672	1385649	+							B7G68_RS06575	978		old_locus_tag=B7G68_06575
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1384672	1385649	+	WP_106907091.1	WP_106907091.1		metalloregulator ArsR/SmtB family transcription factor			B7G68_RS06575	978	325	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1385646	1386605	+					metF		B7G68_RS06580	960		old_locus_tag=B7G68_06580
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1385646	1386605	+	WP_013078445.1	WP_013078445.1		methylenetetrahydrofolate reductase [NAD(P)H]	metF		B7G68_RS06580	960	319	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1386749	1387606	+					blaCAU		B7G68_RS06585	858		old_locus_tag=B7G68_06585
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1386749	1387606	+	WP_041538501.1	WP_041538501.1		CAU/MBL1b family subclass B3 metallo-beta-lactamase	blaCAU		B7G68_RS06585	858	285	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1387764	1388840	+							B7G68_RS06590	1077		old_locus_tag=B7G68_06590
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1387764	1388840	+	WP_013078447.1	WP_013078447.1		homocysteine S-methyltransferase family protein			B7G68_RS06590	1077	358	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1388993	1391680	+					metH		B7G68_RS06595	2688		old_locus_tag=B7G68_06595
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1388993	1391680	+	WP_083778463.1	WP_083778463.1		methionine synthase	metH		B7G68_RS06595	2688	895	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1391771	1393213	+							B7G68_RS06600	1443		old_locus_tag=B7G68_06600
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1391771	1393213	+	WP_013078449.1	WP_013078449.1		beta-glucosidase			B7G68_RS06600	1443	480	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1393338	1394147	-							B7G68_RS06610	810		old_locus_tag=B7G68_06610
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1393338	1394147	-	WP_013078450.1	WP_013078450.1		hypothetical protein			B7G68_RS06610	810	269	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1394412	1395107	+							B7G68_RS06615	696		old_locus_tag=B7G68_06615
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1394412	1395107	+	WP_013078451.1	WP_013078451.1		DnaJ family molecular chaperone			B7G68_RS06615	696	231	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1395236	1395517	+							B7G68_RS06620	282		old_locus_tag=B7G68_06620
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1395236	1395517	+	WP_013078452.1	WP_013078452.1		hypothetical protein			B7G68_RS06620	282	93	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1395607	1395897	+							B7G68_RS06625	291		old_locus_tag=B7G68_06625
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1395607	1395897	+	WP_013078453.1	WP_013078453.1		antibiotic biosynthesis monooxygenase			B7G68_RS06625	291	96	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1395902	1397113	+							B7G68_RS06630	1212		old_locus_tag=B7G68_06630
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1395902	1397113	+	WP_013078454.1	WP_013078454.1		acyl-CoA dehydrogenase family protein			B7G68_RS06630	1212	403	
gene	pseudogene	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1397053	1397248	-							B7G68_RS22405	196		partial;pseudo
CDS	without_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1397053	1397248	-				hypothetical protein			B7G68_RS22405	196		partial;pseudo
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1397341	1398432	+							B7G68_RS06635	1092		old_locus_tag=B7G68_06635
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1397341	1398432	+	WP_013078455.1	WP_013078455.1		NADH:flavin oxidoreductase			B7G68_RS06635	1092	363	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1398561	1399472	-							B7G68_RS06645	912		old_locus_tag=B7G68_06645
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1398561	1399472	-	WP_013078456.1	WP_013078456.1		SMP-30/gluconolactonase/LRE family protein			B7G68_RS06645	912	303	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1399569	1401647	-							B7G68_RS06650	2079		old_locus_tag=B7G68_06650
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1399569	1401647	-	WP_227878891.1	WP_227878891.1		response regulator			B7G68_RS06650	2079	692	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1401721	1402236	-							B7G68_RS06655	516		old_locus_tag=B7G68_06655
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1401721	1402236	-	WP_013078458.1	WP_013078458.1		dihydrofolate reductase			B7G68_RS06655	516	171	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1402338	1403360	+							B7G68_RS06660	1023		old_locus_tag=B7G68_06660
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1402338	1403360	+	WP_013078459.1	WP_013078459.1		zinc-binding dehydrogenase			B7G68_RS06660	1023	340	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1403364	1404203	-							B7G68_RS06665	840		old_locus_tag=B7G68_06665
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1403364	1404203	-	WP_106907095.1	WP_106907095.1		thymidylate synthase			B7G68_RS06665	840	279	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1404405	1405355	-							B7G68_RS06670	951		old_locus_tag=B7G68_06670
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1404405	1405355	-	WP_013078460.1	WP_013078460.1		SH3 domain-containing protein			B7G68_RS06670	951	316	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1405431	1405994	-							B7G68_RS06675	564		old_locus_tag=B7G68_06675
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1405431	1405994	-	WP_041538503.1	WP_041538503.1		DUF924 family protein			B7G68_RS06675	564	187	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1406095	1406922	+							B7G68_RS06680	828		old_locus_tag=B7G68_06680
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1406095	1406922	+	WP_013078462.1	WP_013078462.1		RcnB family protein			B7G68_RS06680	828	275	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1407145	1408197	+					ilvC		B7G68_RS06685	1053		old_locus_tag=B7G68_06685
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1407145	1408197	+	WP_227878922.1	WP_227878922.1		ketol-acid reductoisomerase	ilvC		B7G68_RS06685	1053	350	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1408310	1408669	+							B7G68_RS06690	360		old_locus_tag=B7G68_06690
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1408310	1408669	+	WP_013078464.1	WP_013078464.1		metalloregulator ArsR/SmtB family transcription factor			B7G68_RS06690	360	119	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1408653	1409129	+							B7G68_RS06695	477		old_locus_tag=B7G68_06695
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1408653	1409129	+	WP_013078465.1	WP_013078465.1		SRPBCC family protein			B7G68_RS06695	477	158	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1409242	1409823	+							B7G68_RS06700	582		old_locus_tag=B7G68_06700
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1409242	1409823	+	WP_013078466.1	WP_013078466.1		YceI family protein			B7G68_RS06700	582	193	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1409830	1410639	-							B7G68_RS06705	810		old_locus_tag=B7G68_06705
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1409830	1410639	-	WP_106907097.1	WP_106907097.1		CAP domain-containing protein			B7G68_RS06705	810	269	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1410707	1411267	+							B7G68_RS06710	561		old_locus_tag=B7G68_06710
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1410707	1411267	+	WP_013078467.1	WP_013078467.1		nucleoside 2-deoxyribosyltransferase			B7G68_RS06710	561	186	
gene	pseudogene	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1412188	1412307	+							B7G68_RS22410	120		partial;pseudo
CDS	without_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1412188	1412307	+				hypothetical protein			B7G68_RS22410	120		partial;pseudo
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1412349	1413092	-							B7G68_RS06715	744		old_locus_tag=B7G68_06715
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1412349	1413092	-	WP_041538220.1	WP_041538220.1		methyltransferase			B7G68_RS06715	744	247	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1413196	1414221	+							B7G68_RS06720	1026		old_locus_tag=B7G68_06720
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1413196	1414221	+	WP_013078469.1	WP_013078469.1		polyprenyl synthetase family protein			B7G68_RS06720	1026	341	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1414334	1414732	+							B7G68_RS06725	399		old_locus_tag=B7G68_06725
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1414334	1414732	+	WP_013078470.1	WP_013078470.1		YccF domain-containing protein			B7G68_RS06725	399	132	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1414791	1416182	-					fumC		B7G68_RS06730	1392		old_locus_tag=B7G68_06730
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1414791	1416182	-	WP_013078471.1	WP_013078471.1		class II fumarate hydratase	fumC		B7G68_RS06730	1392	463	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1416269	1416808	+							B7G68_RS06735	540		old_locus_tag=B7G68_06735
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1416269	1416808	+	WP_013078472.1	WP_013078472.1		DUF1697 domain-containing protein			B7G68_RS06735	540	179	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1416766	1417206	+							B7G68_RS06740	441		old_locus_tag=B7G68_06740
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1416766	1417206	+	WP_041538504.1	WP_041538504.1		RusA family crossover junction endodeoxyribonuclease			B7G68_RS06740	441	146	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1417216	1419366	-							B7G68_RS06745	2151		old_locus_tag=B7G68_06745
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1417216	1419366	-	WP_013078474.1	WP_013078474.1		serine hydrolase			B7G68_RS06745	2151	716	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1419443	1420213	-							B7G68_RS06750	771		old_locus_tag=B7G68_06750
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1419443	1420213	-	WP_013078475.1	WP_013078475.1		caspase family protein			B7G68_RS06750	771	256	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1420232	1420705	-							B7G68_RS06755	474		old_locus_tag=B7G68_06755
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1420232	1420705	-	WP_013078476.1	WP_013078476.1		PaaI family thioesterase			B7G68_RS06755	474	157	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1420702	1421187	-							B7G68_RS06760	486		old_locus_tag=B7G68_06760
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1420702	1421187	-	WP_013078477.1	WP_013078477.1		SspB family protein			B7G68_RS06760	486	161	
gene	tmRNA	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1421521	1421885	-					ssrA		B7G68_RS06765	365		old_locus_tag=B7G68_06765
tmRNA		GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1421521	1421885	-				transfer-messenger RNA	ssrA		B7G68_RS06765	365		
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1421849	1422130	-							B7G68_RS06770	282		old_locus_tag=B7G68_06770
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1421849	1422130	-	WP_013078478.1	WP_013078478.1		Atu4866 domain-containing protein			B7G68_RS06770	282	93	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1422127	1422297	-							B7G68_RS22100	171		
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1422127	1422297	-	WP_013078479.1	WP_013078479.1		hypothetical protein			B7G68_RS22100	171	56	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1422486	1423397	+							B7G68_RS06775	912		old_locus_tag=B7G68_06775
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1422486	1423397	+	WP_013078480.1	WP_013078480.1		AraC family transcriptional regulator			B7G68_RS06775	912	303	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1423394	1424164	-							B7G68_RS06780	771		old_locus_tag=B7G68_06780
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1423394	1424164	-	WP_013078481.1	WP_013078481.1		hypothetical protein			B7G68_RS06780	771	256	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1424247	1425065	-							B7G68_RS06785	819		old_locus_tag=B7G68_06785
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1424247	1425065	-	WP_013078482.1	WP_013078482.1		hypothetical protein			B7G68_RS06785	819	272	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1425079	1425636	-					ilvN		B7G68_RS06790	558		old_locus_tag=B7G68_06790
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1425079	1425636	-	WP_013078483.1	WP_013078483.1		acetolactate synthase small subunit	ilvN		B7G68_RS06790	558	185	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1425666	1427474	-							B7G68_RS06795	1809		old_locus_tag=B7G68_06795
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1425666	1427474	-	WP_013078484.1	WP_013078484.1		acetolactate synthase 3 large subunit			B7G68_RS06795	1809	602	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1427575	1427622	-							B7G68_RS22185	48		
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1427575	1427622	-	WP_193852718.1	WP_193852718.1		hypothetical protein			B7G68_RS22185	48	15	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1427854	1428864	+							B7G68_RS06800	1011		old_locus_tag=B7G68_06800
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1427854	1428864	+	WP_227878892.1	WP_227878892.1		beta-lactamase family protein			B7G68_RS06800	1011	336	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1428861	1429346	-							B7G68_RS06805	486		old_locus_tag=B7G68_06805
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1428861	1429346	-	WP_013078486.1	WP_013078486.1		CinA family protein			B7G68_RS06805	486	161	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1429441	1429992	+							B7G68_RS06810	552		old_locus_tag=B7G68_06810
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1429441	1429992	+	WP_013078487.1	WP_013078487.1		hypothetical protein			B7G68_RS06810	552	183	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1429979	1430899	-					miaA		B7G68_RS06815	921		old_locus_tag=B7G68_06815
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1429979	1430899	-	WP_013078488.1	WP_013078488.1		tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	miaA		B7G68_RS06815	921	306	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1430898	1431377	+							B7G68_RS06820	480		old_locus_tag=B7G68_06820
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1430898	1431377	+	WP_053463729.1	WP_053463729.1		hypothetical protein			B7G68_RS06820	480	159	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1431424	1432272	+					serB		B7G68_RS06825	849		old_locus_tag=B7G68_06825
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1431424	1432272	+	WP_041538223.1	WP_041538223.1		phosphoserine phosphatase SerB	serB		B7G68_RS06825	849	282	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1432269	1432934	+							B7G68_RS06830	666		old_locus_tag=B7G68_06830
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1432269	1432934	+	WP_013078491.1	WP_013078491.1		HAD family phosphatase			B7G68_RS06830	666	221	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1432931	1433116	-							B7G68_RS06835	186		old_locus_tag=B7G68_06835
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1432931	1433116	-	WP_013078492.1	WP_013078492.1		hypothetical protein			B7G68_RS06835	186	61	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1433288	1434358	+							B7G68_RS06840	1071		old_locus_tag=B7G68_06840
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1433288	1434358	+	WP_041538224.1	WP_041538224.1		Mrp/NBP35 family ATP-binding protein			B7G68_RS06840	1071	356	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1434422	1435720	-							B7G68_RS06845	1299		old_locus_tag=B7G68_06845
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1434422	1435720	-	WP_041538509.1	WP_041538509.1		outer membrane protein transport protein			B7G68_RS06845	1299	432	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1435943	1436848	-							B7G68_RS06850	906		old_locus_tag=B7G68_06850
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1435943	1436848	-	WP_013078495.1	WP_013078495.1		SDR family NAD(P)-dependent oxidoreductase			B7G68_RS06850	906	301	
gene	pseudogene	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1437315	1437412	-							B7G68_RS22415	98		partial;pseudo
CDS	without_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1437315	1437412	-				hypothetical protein			B7G68_RS22415	98		partial;pseudo
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1437716	1438720	-							B7G68_RS06865	1005		old_locus_tag=B7G68_06865
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1437716	1438720	-	WP_013078496.1	WP_013078496.1		HlyD family efflux transporter periplasmic adaptor subunit			B7G68_RS06865	1005	334	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1438741	1439490	-							B7G68_RS06870	750		old_locus_tag=B7G68_06870
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1438741	1439490	-	WP_013078497.1	WP_013078497.1		ABC transporter ATP-binding protein			B7G68_RS06870	750	249	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1439487	1440692	-							B7G68_RS06875	1206		old_locus_tag=B7G68_06875
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1439487	1440692	-	WP_013078498.1	WP_013078498.1		ABC transporter permease			B7G68_RS06875	1206	401	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1441017	1441901	+							B7G68_RS06880	885		old_locus_tag=B7G68_06880
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1441017	1441901	+	WP_013078499.1	WP_013078499.1		EF-hand domain-containing protein			B7G68_RS06880	885	294	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1442102	1443382	+							B7G68_RS06885	1281		old_locus_tag=B7G68_06885
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1442102	1443382	+	WP_041538225.1	WP_041538225.1		Na+ dependent nucleoside transporter			B7G68_RS06885	1281	426	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1443451	1443861	+							B7G68_RS06890	411		old_locus_tag=B7G68_06890
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1443451	1443861	+	WP_013078501.1	WP_013078501.1		DUF559 domain-containing protein			B7G68_RS06890	411	136	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1443900	1444517	+							B7G68_RS06895	618		old_locus_tag=B7G68_06895
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1443900	1444517	+	WP_013078502.1	WP_013078502.1		glutathione S-transferase			B7G68_RS06895	618	205	
gene	pseudogene	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1444524	1444637	+							B7G68_RS22420	114		partial;pseudo
CDS	without_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1444524	1444637	+				hypothetical protein			B7G68_RS22420	114		partial;pseudo
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1444642	1445094	-							B7G68_RS06900	453		old_locus_tag=B7G68_06900
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1444642	1445094	-	WP_013078503.1	WP_013078503.1		PaaI family thioesterase			B7G68_RS06900	453	150	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1445197	1445487	+							B7G68_RS06905	291		old_locus_tag=B7G68_06905
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1445197	1445487	+	WP_013078504.1	WP_013078504.1		DUF3253 domain-containing protein			B7G68_RS06905	291	96	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1445540	1446124	+							B7G68_RS06910	585		old_locus_tag=B7G68_06910
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1445540	1446124	+	WP_013078505.1	WP_013078505.1		uracil-DNA glycosylase family protein			B7G68_RS06910	585	194	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1446121	1447182	+							B7G68_RS06915	1062		old_locus_tag=B7G68_06915
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1446121	1447182	+	WP_013078506.1	WP_013078506.1		alpha/beta hydrolase			B7G68_RS06915	1062	353	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1447254	1448315	+							B7G68_RS06920	1062		old_locus_tag=B7G68_06920
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1447254	1448315	+	WP_013078507.1	WP_013078507.1		Glu/Leu/Phe/Val dehydrogenase			B7G68_RS06920	1062	353	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1448365	1448655	+							B7G68_RS06925	291		old_locus_tag=B7G68_06925
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1448365	1448655	+	WP_013078508.1	WP_013078508.1		UvrB/UvrC motif-containing protein			B7G68_RS06925	291	96	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1448863	1450284	-							B7G68_RS06930	1422		old_locus_tag=B7G68_06930
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1448863	1450284	-	WP_013078509.1	WP_013078509.1		MFS transporter			B7G68_RS06930	1422	473	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	1450326	1450472	-							B7G68_RS22110	147		
