start,end,score,strand
1855833,1855866,62,+
1857240,1857263,60,+
1857802,1857819,50,-
1859252,1859272,64,+
1860694,1860723,52,+
1860729,1860762,48,-
1860971,1860990,49,+
1863326,1863357,65,-
1864472,1864495,60,+
1864644,1864674,62,+
1864990,1865011,48,+
1865137,1865161,48,+
1866152,1866170,50,+
1866475,1866492,50,+
1869345,1869367,61,+
1870815,1870834,47,+
1871130,1871150,47,+
1871867,1871902,61,-
1874361,1874386,60,+
1874493,1874527,64,+
1874610,1874641,59,+
1875788,1875828,55,+
1880531,1880550,47,+
1884860,1884879,47,-
1887573,1887597,59,+
1888519,1888563,48,-
1891003,1891043,58,+
1892133,1892161,54,+
1892987,1893008,49,-
1896299,1896331,49,-
1898335,1898365,51,-
1900560,1900578,49,-
1902537,1902561,48,+
1904100,1904133,64,+
1904415,1904444,66,-
1905468,1905503,60,-
1906755,1906783,63,+
1906897,1906925,66,+
1907087,1907113,56,-
1907530,1907554,48,-
1908647,1908667,47,+
1908781,1908811,51,-
1909330,1909354,48,+
1910608,1910627,47,+
1910759,1910801,55,+
1911347,1911376,63,+
1911988,1912022,61,+
1912195,1912223,68,+
1912935,1912960,57,+
1913206,1913233,68,+
1913514,1913530,52,+
1913914,1913950,58,+
1917220,1917243,48,+
1917648,1917676,54,-
1918542,1918575,48,+
1918668,1918696,71,+
1918987,1919031,49,-
1919796,1919824,65,+
1920959,1920978,47,-
1921024,1921042,52,+
1923773,1923793,47,+
1924382,1924407,69,+
1925139,1925164,57,+
1925590,1925613,63,+
1927232,1927277,53,+
1929966,1929986,47,-
1930361,1930395,67,-
1931157,1931196,53,+
1932907,1932931,59,+
1932980,1933004,48,-
1937439,1937485,47,+
1940794,1940825,64,+
1941252,1941284,59,+
1941730,1941761,50,+
1943102,1943145,52,-
1944771,1944806,94,+
1945119,1945138,49,+
1945922,1945944,49,+
1946233,1946267,58,-
1946870,1946914,53,+
1946940,1946964,69,+
1948016,1948048,57,+
1951098,1951131,60,+
1951148,1951191,50,-
1952541,1952563,48,+
1953484,1953520,56,+
1954847,1954866,47,+
1956807,1956843,58,-
1958158,1958180,48,+
1960314,1960331,69,+
1960860,1960878,50,+
1961468,1961494,58,-
1962411,1962445,62,+
1963927,1963944,52,+
1965690,1965715,67,+
1967402,1967431,52,+
1967585,1967605,48,+
1967618,1967655,70,+
1967993,1968033,55,+
1968493,1968521,58,-
1969564,1969582,67,+
1970405,1970443,71,+
1974183,1974209,84,+
1975216,1975237,53,+
1975498,1975532,59,+
1976265,1976284,47,+
1977408,1977453,47,-
1978451,1978470,51,+
1978892,1978917,47,-
1979014,1979043,52,-
1979065,1979084,49,-
1979182,1979212,65,-
1979249,1979289,57,+
1979451,1979468,52,-
1979602,1979621,47,-
1981685,1981715,51,+
1982431,1982472,53,-
1983987,1984017,97,+
1985302,1985321,47,+
1989716,1989739,49,+
1990064,1990096,48,-
1991639,1991671,49,+
1992865,1992885,49,+
1993606,1993638,49,-
1994443,1994476,48,+
1997361,1997390,51,+
1998171,1998207,55,+
2001336,2001357,51,+
2002941,2002963,48,-
2003414,2003445,50,+
2003781,2003804,49,-
2004519,2004552,63,+
2004790,2004808,67,+
2006088,2006110,48,-
2007631,2007660,52,-
2009560,2009595,56,+
2011844,2011879,65,+
2012834,2012861,55,+
2013048,2013067,66,+
2014850,2014875,47,+
2017686,2017712,58,-
2017855,2017886,48,+
2019524,2019557,67,+
2021834,2021851,50,+
2027932,2027959,55,+
2028716,2028738,51,+
2031013,2031042,66,+
2034120,2034138,50,+
2037106,2037129,60,+
2039829,2039858,68,+
2043140,2043168,54,+
2043302,2043326,59,-
2044602,2044634,49,+
2045848,2045883,55,-
2048968,2048997,55,+
2050892,2050909,50,+
2052242,2052265,89,+
2052876,2052910,61,-
2056789,2056811,48,-
2057740,2057779,70,+
2059194,2059214,49,+
2059888,2059916,63,+
2062973,2062993,47,+
2064196,2064231,47,+
2064249,2064283,64,+
2064618,2064648,49,+
2065068,2065113,49,+
2065177,2065219,54,+
2070184,2070212,54,-
2073318,2073346,53,+
2074112,2074146,76,+
2074357,2074381,59,-
2076043,2076079,61,+
2076464,2076487,61,+
2077591,2077631,70,+
2078130,2078149,49,+
2080012,2080058,87,+
2081917,2081945,107,+
2094634,2094676,54,+
2095271,2095308,54,+
2095823,2095863,54,+
2100424,2100457,59,+
2105629,2105658,52,+
2106335,2106368,60,-
2111433,2111464,59,-
2114758,2114781,70,+
2114929,2114972,89,+
2117977,2117997,47,+
2119066,2119085,49,+
2119583,2119607,59,-
2120004,2120034,57,+
2124429,2124447,49,+
2124611,2124634,59,-
2126817,2126839,48,+
2127110,2127151,54,+
2127249,2127272,60,-
2128368,2128398,55,+
2129739,2129770,78,+
2130363,2130403,57,+
2131549,2131578,52,+
2131729,2131760,60,+
2136555,2136589,58,+
2137269,2137313,48,+
2139807,2139842,59,+
2140107,2140128,48,-
2141851,2141875,58,+
2144972,2145000,66,+
2145183,2145218,59,-
2145429,2145452,50,+
2146406,2146432,66,+
2147859,2147883,48,-
2150012,2150038,56,-
2150552,2150588,54,-
2150699,2150716,69,-
2151370,2151412,55,-
2151784,2151821,57,+
2152016,2152038,48,+
2152101,2152121,47,+
2153232,2153262,51,-
2155227,2155256,52,-
2157969,2158000,66,+
2162426,2162445,49,+
2163854,2163873,49,-
2164300,2164322,48,-
2164601,2164634,62,+
2169763,2169793,62,+
2171956,2171986,65,+
2172350,2172381,50,+
2172672,2172705,48,+
2175100,2175131,48,-
2175453,2175477,69,+
2175880,2175899,47,+
2177657,2177674,50,+
2178148,2178168,47,+
2178795,2178824,52,+
2180330,2180365,47,+
2181661,2181705,53,+
2185570,2185594,48,+
2186036,2186055,49,+
2186076,2186114,54,+
2186834,2186865,50,-
2188490,2188510,47,+
2188591,2188620,52,+
2188926,2188947,62,+
2189663,2189681,49,+
2191140,2191171,52,+
2192107,2192129,51,+
2193016,2193037,48,+
2194819,2194845,56,+
2195118,2195146,61,-
2195539,2195563,59,-
2195714,2195734,47,-
2196694,2196711,50,+
2197585,2197624,58,+
2199681,2199702,48,+
2201561,2201590,65,+
2204040,2204081,58,+
2205247,2205290,55,+
2207580,2207611,50,+
2207931,2207955,48,+
2209466,2209491,71,+
2209931,2209970,53,+
2211886,2211929,53,-
2214496,2214533,59,+
2216872,2216900,54,+
2217030,2217057,71,+
2219837,2219869,47,+
2221906,2221924,67,-
2222763,2222797,62,+
2223825,2223842,50,+
2224331,2224349,49,-
2225738,2225777,55,-
2225790,2225838,48,+
2226245,2226281,52,+
2227097,2227116,47,+
2228804,2228835,59,+
2229172,2229196,59,+
2229341,2229359,50,+
2230918,2230939,51,+
2231466,2231510,53,+
2232246,2232273,55,+
2232971,2232990,56,+
2233315,2233347,65,+
2233647,2233683,76,+
2236385,2236412,55,+
2236966,2237003,91,+
2237185,2237216,48,+
2237800,2237825,57,+
2249042,2249087,48,-
2251989,2252007,49,+
2252512,2252531,49,+
2253321,2253354,52,+
2253390,2253423,52,+
2255122,2255145,60,-
2256771,2256788,50,+
2259143,2259175,60,+
2268028,2268044,53,+
2268404,2268422,50,+
2269169,2269194,60,+
2270635,2270673,57,-
2272009,2272047,55,-
2272193,2272222,52,-
2273911,2273937,56,-
2274721,2274765,48,-
2275579,2275604,69,-
2275754,2275779,60,-
2276330,2276371,54,-
2277056,2277087,59,+
2278510,2278543,55,-
2278650,2278666,52,+
2279252,2279293,55,+
2283144,2283163,66,+
2286998,2287020,97,-
2289192,2289215,48,-
2290027,2290053,85,-
2291155,2291187,59,+
2291175,2291204,52,-
2293881,2293924,49,-
2294416,2294452,64,+
2294867,2294897,57,+
2295671,2295691,47,-
2299063,2299100,62,-
2299192,2299209,50,-
2301295,2301333,55,-
2306553,2306602,48,-
2315400,2315430,54,-
2318614,2318638,60,+
2320842,2320875,62,-
2321184,2321221,61,-
2325119,2325144,47,-
2326464,2326503,53,-
2327203,2327222,66,+
2327453,2327491,55,+
2327639,2327661,51,+
2328788,2328820,50,-
2331224,2331241,50,-
2331825,2331848,49,+
2332565,2332583,50,-
2332819,2332848,68,-
2336549,2336569,47,-
2336692,2336717,57,+
2338062,2338083,48,+
2341852,2341877,66,-
2353530,2353566,47,-
2355342,2355373,65,-
2356343,2356360,52,-
2358119,2358158,86,-
2360286,2360328,57,-
2363325,2363349,59,-
2369337,2369362,57,+
2370023,2370059,58,-
2372165,2372192,55,-
2372603,2372627,59,-
2373967,2373986,47,+
2374507,2374534,55,+
2377454,2377475,63,-
2378178,2378219,51,+
2381940,2381973,62,-
2382082,2382121,61,+
2383588,2383608,51,-
2386196,2386232,54,+
2389420,2389448,81,+
2390304,2390353,47,-
2392077,2392108,50,-
2392244,2392274,63,-
2394694,2394714,51,+
2397504,2397535,67,+
2397881,2397908,53,+
2398807,2398844,55,-
2398894,2398923,80,-
2399355,2399378,50,-
2399788,2399819,50,+
2400609,2400637,54,-
2400758,2400777,49,-
2403905,2403923,50,-
2406286,2406323,54,+
2406578,2406613,55,+
2407321,2407355,64,-
2407450,2407470,47,+
2409908,2409928,48,-
2410682,2410701,47,+
2410723,2410745,63,+
2410848,2410894,47,-
2410990,2411034,64,-
2411653,2411679,55,-
2413283,2413315,52,-
2415761,2415802,54,-
2416353,2416372,47,-
2417098,2417127,52,+
2417382,2417414,51,+
2418408,2418452,52,-
2418632,2418654,49,-
2418751,2418774,59,-
2418952,2418972,47,-
2419136,2419155,47,+
2420714,2420740,56,-
2423240,2423274,62,+
2425233,2425271,54,+
2425278,2425295,52,-
2427511,2427532,48,-
2428366,2428403,56,-
2429018,2429047,51,-
2431219,2431237,51,-
2433209,2433237,64,-
2435041,2435061,47,+
2436617,2436644,100,+
2437252,2437271,49,+
2437640,2437669,57,-
2437725,2437744,47,+
2438250,2438272,61,-
2439375,2439399,59,+
2439704,2439724,64,-
2442912,2442950,90,-
2444963,2445003,55,-
2448627,2448665,53,-
2449583,2449628,49,-
2451512,2451543,51,-
2453013,2453030,69,-
2453607,2453622,53,-
2458492,2458540,47,+
2468639,2468662,49,-
2468806,2468832,73,-
2470855,2470885,51,-
2472408,2472429,49,-
2473730,2473750,51,+
2476530,2476546,70,-
2481148,2481174,56,+
2481824,2481863,58,-
2481941,2481964,48,-
2484360,2484380,47,+
2485648,2485665,50,-
2485813,2485831,49,-
2485939,2485959,51,+
2486289,2486332,52,-
2487219,2487256,58,+
2487263,2487284,49,-
2488097,2488123,57,-
2488215,2488236,63,-
2490630,2490673,55,+
2491398,2491422,58,-
2492813,2492845,52,-
2493224,2493248,89,-
2500110,2500133,60,-
2501922,2501946,48,-
2503565,2503603,54,+
2503607,2503638,51,-
2507412,2507434,61,-
2509565,2509602,61,-
2514678,2514719,57,+
2516035,2516064,52,+
2516069,2516088,66,-
2521053,2521091,56,-
2531178,2531198,49,-
2533957,2533995,51,-
2534039,2534057,50,-
2534094,2534127,58,-
2534504,2534522,49,-
2534670,2534694,61,-
2534724,2534741,50,+
2538942,2538960,49,-
2540276,2540313,64,-
2549973,2549999,60,-
2550004,2550034,70,-
2550685,2550713,68,-
2552321,2552353,52,-
2554699,2554733,62,+
2556384,2556413,68,-
2558251,2558272,64,-
2564727,2564754,69,-
2564969,2565006,56,-
2567434,2567475,57,-
2568098,2568133,56,-
2569414,2569439,61,+
2569854,2569883,52,+
2570649,2570677,68,-
2571635,2571652,50,-
2572509,2572532,50,-
2580274,2580306,48,-
2580720,2580767,49,-
2584009,2584054,53,-
2584068,2584090,61,-
2588219,2588240,63,-
2589073,2589097,86,-
2590977,2591004,57,-
2593637,2593667,68,-
2595999,2596024,69,-
2597033,2597075,53,+
2600210,2600234,59,-
2602529,2602556,55,-
2607114,2607147,80,-
2607564,2607595,48,-
2608093,2608137,54,-
2610044,2610066,49,+
2611029,2611060,63,+
2611079,2611116,57,-
2612400,2612427,55,-
2614875,2614923,49,-
2615666,2615689,60,-
2616880,2616905,57,+
2617371,2617404,62,-
2617838,2617858,52,-
2619090,2619112,49,-
2619908,2619954,50,-
2621566,2621601,64,-
2622252,2622271,49,-
2623826,2623860,58,-
2625086,2625111,71,-
2626624,2626649,66,-
2627107,2627131,70,-
2629260,2629293,58,+
2630416,2630454,54,-
2635913,2635940,55,-
2635945,2635968,60,-
2636061,2636090,55,-
2637692,2637727,64,-
2637742,2637766,48,-
2640083,2640104,48,-
2640755,2640781,56,-
2642032,2642066,59,-
2642987,2643018,54,-
2643603,2643638,62,-
2644140,2644159,49,-
2644873,2644915,57,+
2645676,2645716,71,+
2645797,2645816,47,-
2649223,2649253,55,+
2652878,2652898,49,-
2653346,2653364,50,-
2653623,2653650,55,-
2654180,2654202,48,-
2654316,2654339,50,-
2655154,2655182,69,-
2655542,2655568,56,-
2656184,2656219,59,-
2657887,2657906,49,-
2658084,2658112,54,-
2658681,2658711,68,+
2659995,2660031,56,+
2661918,2661951,64,+
2662872,2662890,50,+
2668990,2669012,61,-
2670263,2670293,65,-
2672081,2672116,56,-
2672429,2672478,47,-
2673811,2673834,49,-
2677877,2677897,47,-
2677950,2677971,49,-
2678490,2678511,48,-
2681042,2681060,49,-
2684790,2684823,50,+
2687168,2687201,47,-
2688207,2688230,49,+
2689775,2689792,50,-
2691172,2691213,49,-
2691978,2692003,57,-
2693792,2693809,50,-
2696130,2696172,52,-
2696556,2696595,53,-
2696888,2696918,80,-
2697532,2697555,59,-
2698596,2698620,59,-
2700402,2700426,48,-
2700796,2700821,47,-
2703867,2703886,47,-
2707345,2707377,67,-
2707505,2707532,66,-
2707948,2707972,59,-
2709227,2709267,52,-
2710139,2710153,73,+
2711200,2711238,61,-
2711573,2711606,63,+
2719210,2719250,53,-
2720782,2720812,63,-
2721448,2721473,57,-
2723482,2723515,56,-
2724721,2724751,66,-
2726538,2726562,48,-
2728265,2728289,48,-
2728872,2728901,63,-
2729488,2729522,56,-
2730438,2730458,64,-
2730679,2730709,70,-
2732661,2732693,49,-
2733752,2733795,47,-
2735312,2735336,69,-
2735442,2735485,49,-
2736805,2736828,48,-
2737182,2737204,48,-
2739408,2739441,47,-
2741542,2741571,64,-
2741587,2741606,47,-
2742687,2742707,49,-
2742733,2742771,86,-
2742816,2742840,48,-
2743776,2743796,47,-
2745130,2745163,52,+
2745466,2745499,59,+
2751081,2751117,58,-
2752497,2752516,49,-
2752605,2752633,83,-
2754720,2754763,54,-
2756351,2756369,49,-
2758689,2758719,52,-
2759167,2759188,63,+
2759307,2759335,54,+
2762606,2762624,49,-
2770068,2770111,92,-
2774118,2774149,52,-
2776885,2776901,52,+
2781744,2781778,47,-
2786854,2786871,52,-
2787185,2787209,48,-
2788428,2788445,69,-
2789033,2789055,49,+
2789687,2789729,49,-
2792920,2792963,49,+
2794164,2794204,58,-
2797249,2797290,51,-
2799137,2799155,50,+
2799429,2799455,56,+
2800037,2800054,50,-
2800078,2800103,47,-
2801272,2801292,51,+
2801358,2801379,48,-
2802116,2802147,64,-
2802530,2802568,61,-
2804018,2804056,58,-
2806913,2806939,56,+
2809112,2809135,59,-
2809368,2809400,58,-
2817303,2817327,48,-
2818835,2818851,70,-
2820409,2820426,50,+
2824414,2824442,63,-
2828730,2828750,49,-
2831483,2831512,63,+
2831606,2831645,55,-
2833201,2833225,48,-
2834463,2834486,60,+
2834971,2834996,58,-
2835060,2835097,57,-
2835223,2835258,56,-
2836605,2836625,49,-
2836911,2836934,60,+
2840958,2840992,56,-
2842278,2842305,69,-
2842429,2842456,72,-
2845688,2845718,62,-
2846675,2846712,71,-
2847775,2847800,57,-
2847938,2847956,67,-
2848207,2848241,62,+
2854850,2854876,56,-
2855208,2855238,62,+
2863630,2863650,51,-
2863858,2863898,58,-
2869317,2869350,60,+
2869442,2869472,63,-
2872903,2872922,52,+
2874336,2874354,50,+
2876061,2876106,50,-
2876171,2876193,61,-
2876423,2876456,58,-
2877028,2877059,62,-
2879744,2879770,86,-
2879997,2880033,58,-
2881400,2881419,66,-
2882482,2882519,47,+
2883181,2883215,59,+
2883212,2883238,67,-
2884124,2884144,48,-
2885739,2885757,49,-
2887940,2887982,48,-
2888341,2888385,49,+
2888602,2888622,51,-
2890098,2890127,52,-
2890709,2890744,61,-
2891813,2891839,56,-
2892611,2892649,55,-
2896358,2896391,55,-
2898425,2898452,69,-
2898702,2898720,49,-
2904864,2904900,62,-
2907960,2907986,56,-
2908141,2908167,66,-
2910428,2910449,53,+
2910504,2910544,57,-
2911399,2911425,58,-
2911475,2911502,58,-
2913490,2913526,47,-
2914664,2914692,55,+
2914763,2914803,53,+
2914896,2914916,51,-
2915954,2915974,48,-
2916405,2916425,64,-
2917400,2917440,57,-
2927297,2927337,54,+
2927618,2927655,51,-
2928155,2928175,64,-
2929510,2929553,82,+
2930818,2930847,68,-
2931837,2931878,57,-
2934868,2934889,48,-
2935223,2935257,59,-
2940465,2940490,57,+
2942694,2942715,63,-
2943931,2943967,58,-
2946620,2946639,52,-
2949080,2949122,48,+
2950049,2950067,50,+
2950367,2950384,52,-
2951788,2951809,49,-
2953181,2953198,52,-
2954291,2954326,72,-
2959006,2959027,48,+
2960597,2960626,69,-
2960755,2960788,51,-
2961999,2962030,54,-
2962199,2962233,62,-
2962395,2962420,57,-
2964878,2964925,50,-
2971605,2971634,65,-
2972631,2972669,58,+
2973558,2973581,60,+
2974500,2974521,63,+
2974979,2975016,55,-
2976449,2976468,56,+
2976952,2976972,49,-
2979076,2979101,47,-
2979429,2979458,52,+
2979643,2979676,64,+
2979723,2979756,78,-
2981996,2982015,47,-
2982350,2982369,47,-
2982839,2982866,55,-
2983576,2983619,52,-
2984127,2984163,58,-
2987801,2987832,50,+
2988415,2988438,48,-
2990646,2990686,51,-
2990732,2990762,54,-
2992042,2992063,49,-
2996226,2996259,65,-
2997138,2997157,51,-
2997390,2997409,47,-
3000014,3000051,59,-
3001278,3001314,52,-
3002334,3002369,55,-
3002412,3002439,53,-
3002835,3002854,49,-
3003253,3003272,47,-
3003763,3003783,64,-
3006671,3006689,51,-
3008535,3008562,66,-
3009634,3009659,68,-
3011556,3011577,72,-
3013416,3013440,70,-
3014401,3014433,56,-
3014918,3014936,49,-
3015085,3015109,48,+
3015885,3015910,47,-
3016353,3016385,58,-
3017332,3017347,53,-
3017718,3017743,47,-
3018012,3018042,66,-
3018141,3018178,58,-
3018397,3018436,58,-
3018853,3018884,57,+
3019216,3019249,48,+
3019324,3019358,60,-
3019745,3019768,60,+
3022268,3022290,61,-
3023029,3023075,63,-
3023678,3023715,58,-
3024456,3024476,47,-
3024625,3024658,60,-
3024686,3024705,47,-
3025034,3025067,57,-
3029005,3029041,47,-
3029093,3029118,47,-
3029139,3029172,61,+
3029951,3029991,53,-
3030019,3030035,52,+
3030645,3030678,64,-
3030810,3030828,49,+
3031494,3031522,54,-
3031805,3031823,52,-
3031950,3031981,62,-
3032233,3032254,62,-
3035098,3035127,52,-
3037992,3038019,65,+
3046569,3046611,57,-
3047800,3047827,64,-
3050456,3050483,66,+
3050827,3050845,50,-
3052449,3052467,50,-
3053617,3053648,62,-
3053703,3053725,107,-
3054166,3054197,68,-
3054752,3054787,50,-
3055216,3055249,67,+
3057488,3057516,68,-
3059366,3059383,50,+
3059863,3059909,47,-
3062531,3062552,48,-
3062766,3062791,75,-
3064934,3064967,58,-
3065381,3065406,57,-
3065893,3065911,50,-
3066154,3066187,62,-
3067199,3067218,51,-
3067343,3067387,53,-
3068949,3068973,58,-
3069623,3069662,59,+
3069806,3069832,88,-
3070135,3070167,61,-
3070379,3070395,52,+
3071829,3071873,95,-
3072664,3072691,55,-
3072993,3073016,49,-
3073508,3073526,49,+
3073554,3073593,69,-
3077460,3077494,80,-
3080350,3080370,49,+
3080397,3080429,49,-
3080629,3080647,67,-
3080656,3080681,56,-
3080767,3080784,50,-
3083241,3083270,52,-
3086703,3086739,58,-
3086886,3086907,63,-
3090993,3091027,64,-
3095072,3095103,50,+
3095404,3095434,62,-
3097697,3097733,62,-
3099512,3099533,63,-
3100616,3100642,56,-
3100938,3100965,109,-
3103751,3103783,59,+
3104484,3104524,55,-
3105564,3105594,61,+
3106469,3106499,49,+
3107067,3107107,53,-
3107760,3107790,82,-
3108436,3108455,47,+
3110791,3110825,59,-
3112762,3112803,55,-
3112920,3112949,52,-
3113862,3113894,75,+
3114066,3114088,51,-
3116113,3116144,51,-
3119680,3119699,49,-
3120672,3120695,50,+
3122916,3122957,55,-
3123151,3123191,52,-
3125082,3125110,63,-
3126623,3126657,47,-
3128004,3128023,49,+
3128083,3128121,55,-
3128222,3128248,56,-
3131631,3131665,74,-
3133559,3133584,47,-
3134332,3134357,75,-
3134912,3134943,65,-
3137807,3137836,52,-
3139175,3139196,48,-
3139370,3139386,52,-
3140218,3140242,48,-
3142232,3142267,47,-
3142509,3142525,52,-
3143154,3143171,50,-
3145339,3145361,48,-
3145414,3145433,66,-
3149126,3149156,63,+
3149699,3149732,62,+
3152283,3152323,55,-
3154548,3154565,69,+
3154950,3154986,61,-
3155478,3155499,63,+
3156559,3156587,101,-
3156774,3156791,50,-
3157093,3157117,48,-
3157159,3157193,51,-
3160091,3160130,58,-
3160758,3160785,65,-
3161270,3161307,58,+
3164492,3164513,48,-
3164914,3164946,65,+
3165778,3165808,60,-
3166022,3166043,48,-
3166398,3166429,62,-
3166475,3166497,61,-
3169399,3169441,53,+
3169802,3169840,57,-
3170830,3170858,65,-
3171261,3171299,58,+
3171815,3171846,70,-
3171947,3171982,47,-
3173539,3173559,49,-
3173847,3173872,47,-
3176212,3176232,48,-
3176296,3176329,56,-
3176810,3176849,61,-
3180396,3180419,48,-
3181694,3181730,61,-
3181900,3181931,80,-
3186313,3186338,60,-
3187059,3187094,58,-
3188228,3188256,66,-
3189383,3189403,51,-
3190465,3190497,50,-
3190653,3190685,68,-
3192563,3192586,49,-
3193082,3193105,48,-
3193418,3193442,59,+
3194624,3194647,61,-
3194913,3194949,51,-
3195098,3195133,60,-
3195295,3195319,61,-
3197468,3197493,47,-
3204040,3204067,66,+
3205140,3205174,62,-
3205561,3205588,64,-
3208259,3208283,59,-
3209139,3209174,55,-
3215088,3215108,64,-
3217332,3217351,49,-
3219991,3220024,58,-
3220370,3220396,56,-
3220633,3220656,60,-
3222345,3222370,47,-
3224461,3224491,57,-
3224560,3224606,49,-
3226910,3226944,64,-
3227431,3227456,57,-
3227881,3227910,52,-
3235908,3235931,71,-
3240337,3240357,64,-
3241150,3241172,61,-
3242581,3242617,62,-
3243609,3243631,61,-
3244546,3244581,75,+
3246101,3246133,62,+
3247266,3247310,53,+
3247438,3247467,54,+
3251037,3251079,50,-
3256066,3256084,49,+
3257250,3257269,66,+
3257683,3257708,71,-
3259696,3259711,53,-
3263075,3263107,111,-
3265114,3265152,53,-
3268329,3268346,50,-
3271644,3271674,70,-
3273414,3273450,59,+
3273628,3273659,60,-
3278177,3278202,71,-
3278628,3278653,47,-
3278819,3278852,60,+
3280443,3280465,61,-
3280896,3280924,58,+
3281545,3281582,55,+
3283142,3283173,65,+
3283337,3283370,64,-
3284061,3284098,59,-
3285650,3285684,56,-
3286648,3286667,49,+
3286676,3286706,96,+
3286866,3286884,51,-
3289190,3289212,90,+
3289241,3289273,63,+
3295496,3295528,54,-
3299339,3299372,60,-
3302533,3302559,66,+
3302753,3302772,66,+
3303071,3303097,69,+
3303653,3303675,48,-
3303719,3303754,56,-
3304308,3304342,76,-
3304413,3304443,55,-
3305420,3305439,47,-
3309166,3309192,56,-
3309482,3309510,58,+
3310427,3310449,48,-
3311155,3311172,69,-
3311283,3311302,49,-
3312432,3312464,52,+
3313454,3313481,57,+
3316582,3316612,60,-
3317908,3317945,47,-
3318308,3318337,52,-
3320158,3320189,62,-
3320590,3320611,62,-
3320826,3320844,50,-
3322385,3322419,59,-
3322709,3322728,47,+
3323076,3323108,49,-
3323579,3323609,51,-
3325149,3325180,52,-
3326107,3326126,66,-
3329710,3329738,52,+
3331807,3331851,54,-
3333402,3333431,58,-
3342593,3342622,52,+
3342762,3342797,94,-
3342802,3342831,65,+
3342913,3342934,63,-
3343360,3343393,60,+
3344795,3344831,58,-
3346321,3346348,68,-
3346566,3346606,53,-
3348355,3348374,47,-
3348665,3348695,85,-
3349150,3349172,48,+
3350890,3350914,59,-
3351502,3351530,53,-
3352076,3352117,53,+
3358349,3358382,62,-
3358640,3358659,66,-
3359135,3359172,99,-
3361207,3361228,48,-
3363046,3363075,52,+
3363106,3363140,62,+
3367562,3367588,129,-
3369517,3369546,51,-
3369854,3369874,48,-
3370688,3370720,48,-
3370790,3370826,56,-
3370909,3370936,55,-
3371021,3371040,49,-
3372592,3372608,52,-
3374256,3374296,57,+
3374853,3374872,49,-
3375099,3375121,51,-
3377381,3377414,60,-
3378436,3378461,57,-
3379434,3379471,57,-
3380630,3380662,59,-
3381060,3381095,55,-
3381414,3381436,51,+
3385610,3385629,51,-
3385991,3386020,66,-
3386275,3386318,52,-
3386399,3386433,94,-
3387731,3387775,53,-
3388288,3388321,61,-
3388647,3388681,58,-
3389009,3389045,47,-
3389158,3389178,48,-
3393558,3393582,48,-
3395351,3395371,64,-
3396531,3396559,54,+
3396755,3396775,48,+
3397109,3397141,67,-
3398046,3398078,63,-
3399280,3399320,53,-
3399497,3399524,55,-
3401159,3401202,49,-
3401891,3401913,49,-
3403651,3403670,47,+
3403746,3403768,48,+
3403802,3403840,58,+
3406175,3406205,51,-
3406551,3406586,62,-
3408509,3408528,49,-
3413076,3413098,61,+
3413716,3413755,57,-
3414812,3414828,52,-
3415112,3415139,66,+
3416491,3416522,49,-
3422417,3422444,57,-
3422636,3422655,66,-
3422774,3422805,50,-
3423332,3423365,58,-
3424869,3424901,60,-
3425569,3425605,56,+
3428673,3428700,70,+
3429369,3429393,59,-
3429648,3429676,54,-
3429653,3429690,57,+
3430309,3430348,58,-
3431405,3431454,48,-
3431545,3431577,64,+
3434723,3434743,48,+
3444130,3444160,65,+
3447992,3448022,54,+
3449937,3449960,49,+
3451360,3451387,64,+
3457805,3457836,65,-
3459187,3459207,47,-
3459423,3459456,65,-
3462423,3462467,49,-
3462634,3462670,58,+
3464749,3464782,56,-
3466137,3466158,51,-
3466878,3466917,50,-
3467543,3467563,47,-
3467578,3467616,62,-
3469375,3469400,47,-
3469842,3469863,48,-
3472413,3472432,47,+
3475383,3475404,63,-
3478356,3478383,60,-
3478996,3479032,55,-
3479712,3479744,47,+
3480657,3480677,47,+
3483525,3483547,51,-
3484813,3484843,62,-
3488072,3488096,59,+
3488439,3488482,50,-
3491608,3491646,51,-
3493654,3493674,48,-
3495841,3495877,57,-
3495993,3496013,47,-
3497150,3497181,61,-
3498208,3498236,54,+
3500427,3500468,53,-
3501478,3501501,63,-
3505144,3505165,63,-
3506575,3506606,51,-
3506969,3507009,55,-
3508382,3508415,58,-
3508498,3508537,58,+
3509234,3509257,63,-
3509616,3509639,69,-
3509807,3509836,52,+
3520816,3520850,56,-
3521611,3521637,66,-
3523141,3523162,49,-
3524266,3524283,69,-
3524318,3524352,57,-
3525804,3525830,56,+
3526140,3526180,83,+
3526726,3526757,50,-
3527680,3527704,69,+
3529666,3529691,47,+
3529932,3529949,50,-
3529989,3530029,58,-
3530451,3530494,50,+
3533674,3533695,48,+
3534831,3534861,52,-
3534974,3534997,48,-
3535700,3535719,49,-
3537106,3537139,59,-
3537966,3537999,59,-
3542099,3542133,64,+
3542171,3542211,54,+
3543165,3543196,60,-
3546827,3546850,48,-
3547094,3547122,71,-
3547258,3547297,87,-
3548727,3548753,56,-
3550980,3551019,50,-
3552280,3552315,56,-
3555403,3555428,61,-
3555618,3555641,50,-
3556282,3556322,57,+
3557546,3557591,48,-
3561332,3561351,47,+
3563912,3563942,51,-
3565811,3565839,53,-
3566215,3566244,51,-
3566251,3566283,64,+
3566497,3566516,49,+
3567256,3567279,48,-
