# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	710562	711500	-							CSW64_RS03460	939		old_locus_tag=CSW64_03460
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	710562	711500	-	WP_099620792.1	WP_099620792.1		GlxA family transcriptional regulator			CSW64_RS03460	939	312	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	711580	712275	+							CSW64_RS03465	696		old_locus_tag=CSW64_03465
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	711580	712275	+	WP_099620793.1	WP_099620793.1		DJ-1/PfpI family protein			CSW64_RS03465	696	231	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	712423	713196	-					ygiD		CSW64_RS03470	774		old_locus_tag=CSW64_03470
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	712423	713196	-	WP_099620794.1	WP_099620794.1		4,5-DOPA dioxygenase extradiol	ygiD		CSW64_RS03470	774	257	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	713286	714425	+							CSW64_RS03475	1140		old_locus_tag=CSW64_03475
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	713286	714425	+	WP_245863819.1	WP_245863819.1		acyltransferase			CSW64_RS03475	1140	379	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	714422	714883	-							CSW64_RS03480	462		old_locus_tag=CSW64_03480
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	714422	714883	-	WP_099620795.1	WP_099620795.1		hypothetical protein			CSW64_RS03480	462	153	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	714883	715809	-							CSW64_RS03485	927		old_locus_tag=CSW64_03485
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	714883	715809	-	WP_216361226.1	WP_216361226.1		ADP-ribosylglycohydrolase family protein			CSW64_RS03485	927	308	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	715835	716680	-					nadC		CSW64_RS03490	846		old_locus_tag=CSW64_03490
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	715835	716680	-	WP_099620797.1	WP_099620797.1		carboxylating nicotinate-nucleotide diphosphorylase	nadC		CSW64_RS03490	846	281	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	716677	717270	-							CSW64_RS03495	594		old_locus_tag=CSW64_03495
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	716677	717270	-	WP_172448445.1	WP_172448445.1		TetR/AcrR family transcriptional regulator			CSW64_RS03495	594	197	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	717323	717907	+							CSW64_RS03500	585		old_locus_tag=CSW64_03500
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	717323	717907	+	WP_099620799.1	WP_099620799.1		hypothetical protein			CSW64_RS03500	585	194	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	717916	719436	-							CSW64_RS03505	1521		old_locus_tag=CSW64_03505
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	717916	719436	-	WP_099620800.1	WP_099620800.1		L-aspartate oxidase			CSW64_RS03505	1521	506	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	719453	720538	-					nadA		CSW64_RS03510	1086		old_locus_tag=CSW64_03510
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	719453	720538	-	WP_099620801.1	WP_099620801.1		quinolinate synthase NadA	nadA		CSW64_RS03510	1086	361	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	720782	721261	+							CSW64_RS03515	480		old_locus_tag=CSW64_03515
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	720782	721261	+	WP_099620802.1	WP_099620802.1		DNA starvation/stationary phase protection protein			CSW64_RS03515	480	159	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	721258	722457	+							CSW64_RS03520	1200		old_locus_tag=CSW64_03520
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	721258	722457	+	WP_245863820.1	WP_245863820.1		cell wall hydrolase			CSW64_RS03520	1200	399	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	722639	724087	-							CSW64_RS03525	1449		old_locus_tag=CSW64_03525
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	722639	724087	-	WP_099620803.1	WP_099620803.1		S41 family peptidase			CSW64_RS03525	1449	482	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	724205	725422	+							CSW64_RS03530	1218		old_locus_tag=CSW64_03530
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	724205	725422	+	WP_099620804.1	WP_099620804.1		winged helix-turn-helix domain-containing protein			CSW64_RS03530	1218	405	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	725419	725916	-							CSW64_RS03535	498		old_locus_tag=CSW64_03535
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	725419	725916	-	WP_099620805.1	WP_099620805.1		N-acetyltransferase			CSW64_RS03535	498	165	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	725916	726545	-							CSW64_RS03540	630		old_locus_tag=CSW64_03540
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	725916	726545	-	WP_150131320.1	WP_150131320.1		hypothetical protein			CSW64_RS03540	630	209	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	726542	727549	-					trxB		CSW64_RS03545	1008		old_locus_tag=CSW64_03545
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	726542	727549	-	WP_099620807.1	WP_099620807.1		thioredoxin-disulfide reductase	trxB		CSW64_RS03545	1008	335	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	727610	727921	+							CSW64_RS03550	312		old_locus_tag=CSW64_03550
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	727610	727921	+	WP_099620808.1	WP_099620808.1		hypothetical protein			CSW64_RS03550	312	103	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	727921	728763	+							CSW64_RS03555	843		old_locus_tag=CSW64_03555
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	727921	728763	+	WP_245863821.1	WP_245863821.1		alpha/beta hydrolase			CSW64_RS03555	843	280	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	728828	729883	+					pseI		CSW64_RS03560	1056		old_locus_tag=CSW64_03560
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	728828	729883	+	WP_099620809.1	WP_099620809.1		pseudaminic acid synthase	pseI		CSW64_RS03560	1056	351	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	730011	730877	-							CSW64_RS03565	867		old_locus_tag=CSW64_03565
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	730011	730877	-	WP_099620810.1	WP_099620810.1		SDR family NAD(P)-dependent oxidoreductase			CSW64_RS03565	867	288	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	730924	731622	-							CSW64_RS03570	699		old_locus_tag=CSW64_03570
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	730924	731622	-	WP_099620811.1	WP_099620811.1		WbqC family protein			CSW64_RS03570	699	232	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	731619	732872	-							CSW64_RS03575	1254		old_locus_tag=CSW64_03575
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	731619	732872	-	WP_099620812.1	WP_099620812.1		NAD(P)/FAD-dependent oxidoreductase			CSW64_RS03575	1254	417	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	732869	733513	-							CSW64_RS03580	645		old_locus_tag=CSW64_03580
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	732869	733513	-	WP_099620813.1	WP_099620813.1		class I SAM-dependent methyltransferase			CSW64_RS03580	645	214	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	733587	734105	-							CSW64_RS22255	519		
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	733587	734105	-	WP_245863822.1	WP_245863822.1		hypothetical protein			CSW64_RS22255	519	172	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	734333	734599	+							CSW64_RS22260	267		
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	734333	734599	+	WP_245863823.1	WP_245863823.1		hypothetical protein			CSW64_RS22260	267	88	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	734575	735294	-							CSW64_RS03590	720		old_locus_tag=CSW64_03590
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	734575	735294	-	WP_099620814.1	WP_099620814.1		glycosyltransferase family protein			CSW64_RS03590	720	239	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	735343	735939	-							CSW64_RS03595	597		old_locus_tag=CSW64_03595
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	735343	735939	-	WP_150131321.1	WP_150131321.1		hypothetical protein			CSW64_RS03595	597	198	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	736141	737097	-							CSW64_RS03600	957		old_locus_tag=CSW64_03600
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	736141	737097	-	WP_099624100.1	WP_099624100.1		mitochondrial fission ELM1 family protein			CSW64_RS03600	957	318	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	737190	737663	-					greA		CSW64_RS03605	474		old_locus_tag=CSW64_03605
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	737190	737663	-	WP_099620816.1	WP_099620816.1		transcription elongation factor GreA	greA		CSW64_RS03605	474	157	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	737834	738670	+							CSW64_RS03610	837		old_locus_tag=CSW64_03610
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	737834	738670	+	WP_099620817.1	WP_099620817.1		DMT family transporter			CSW64_RS03610	837	278	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	738691	739212	+							CSW64_RS03615	522		old_locus_tag=CSW64_03615
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	738691	739212	+	WP_099620818.1	WP_099620818.1		GNAT family N-acetyltransferase			CSW64_RS03615	522	173	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	739276	740070	-							CSW64_RS03620	795		old_locus_tag=CSW64_03620
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	739276	740070	-	WP_099620819.1	WP_099620819.1		glucose 1-dehydrogenase			CSW64_RS03620	795	264	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	740138	740806	-							CSW64_RS03625	669		old_locus_tag=CSW64_03625
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	740138	740806	-	WP_099620820.1	WP_099620820.1		glutathione S-transferase			CSW64_RS03625	669	222	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	740878	741255	-							CSW64_RS03630	378		old_locus_tag=CSW64_03630
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	740878	741255	-	WP_099620821.1	WP_099620821.1		nuclear transport factor 2 family protein			CSW64_RS03630	378	125	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	741452	742321	+							CSW64_RS03635	870		old_locus_tag=CSW64_03635
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	741452	742321	+	WP_099620822.1	WP_099620822.1		sterol desaturase family protein			CSW64_RS03635	870	289	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	742305	743021	-							CSW64_RS03640	717		old_locus_tag=CSW64_03640
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	742305	743021	-	WP_099620823.1	WP_099620823.1		helix-turn-helix domain-containing protein			CSW64_RS03640	717	238	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	743055	744572	-							CSW64_RS03645	1518		old_locus_tag=CSW64_03645
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	743055	744572	-	WP_099620824.1	WP_099620824.1		globin-coupled sensor protein			CSW64_RS03645	1518	505	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	744739	748032	-					carB		CSW64_RS03650	3294		old_locus_tag=CSW64_03650
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	744739	748032	-	WP_099620825.1	WP_099620825.1		carbamoyl-phosphate synthase large subunit	carB		CSW64_RS03650	3294	1097	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	748187	749341	-							CSW64_RS03655	1155		old_locus_tag=CSW64_03655
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	748187	749341	-	WP_099620826.1	WP_099620826.1		patatin-like phospholipase family protein			CSW64_RS03655	1155	384	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	749455	749862	+							CSW64_RS03660	408		old_locus_tag=CSW64_03660
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	749455	749862	+	WP_099620827.1	WP_099620827.1		cupin domain-containing protein			CSW64_RS03660	408	135	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	749984	751153	-					carA		CSW64_RS03665	1170		old_locus_tag=CSW64_03665
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	749984	751153	-	WP_099620828.1	WP_099620828.1		glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	carA		CSW64_RS03665	1170	389	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	751246	751488	+							CSW64_RS03670	243		old_locus_tag=CSW64_03670
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	751246	751488	+	WP_099620829.1	WP_099620829.1		DUF1272 domain-containing protein			CSW64_RS03670	243	80	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	751657	752355	+							CSW64_RS03675	699		old_locus_tag=CSW64_03675
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	751657	752355	+	WP_099620830.1	WP_099620830.1		HAD family hydrolase			CSW64_RS03675	699	232	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	752528	754300	+							CSW64_RS03680	1773		old_locus_tag=CSW64_03680
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	752528	754300	+	WP_245863824.1	WP_245863824.1		D-aminoacylase			CSW64_RS03680	1773	590	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	754425	755711	-							CSW64_RS03685	1287		old_locus_tag=CSW64_03685
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	754425	755711	-	WP_099620831.1	WP_099620831.1		amino acid permease			CSW64_RS03685	1287	428	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	755708	756706	-							CSW64_RS03690	999		old_locus_tag=CSW64_03690
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	755708	756706	-	WP_099620832.1	WP_099620832.1		aromatic ring-hydroxylating dioxygenase subunit alpha			CSW64_RS03690	999	332	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	756739	757542	-							CSW64_RS03695	804		old_locus_tag=CSW64_03695
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	756739	757542	-	WP_099620833.1	WP_099620833.1		helix-turn-helix transcriptional regulator			CSW64_RS03695	804	267	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	757632	758852	+							CSW64_RS03700	1221		old_locus_tag=CSW64_03700
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	757632	758852	+	WP_099620834.1	WP_099620834.1		MFS transporter			CSW64_RS03700	1221	406	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	758938	759327	+							CSW64_RS03705	390		old_locus_tag=CSW64_03705
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	758938	759327	+	WP_099620835.1	WP_099620835.1		hypothetical protein			CSW64_RS03705	390	129	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	759329	759883	+							CSW64_RS03710	555		old_locus_tag=CSW64_03710
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	759329	759883	+	WP_099620836.1	WP_099620836.1		hypothetical protein			CSW64_RS03710	555	184	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	759880	760746	+							CSW64_RS03715	867		old_locus_tag=CSW64_03715
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	759880	760746	+	WP_099620837.1	WP_099620837.1		sigma-70 family RNA polymerase sigma factor			CSW64_RS03715	867	288	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	760871	761767	-							CSW64_RS03720	897		old_locus_tag=CSW64_03720
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	760871	761767	-	WP_099620838.1	WP_099620838.1		hypothetical protein			CSW64_RS03720	897	298	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	761826	762209	+							CSW64_RS03725	384		old_locus_tag=CSW64_03725
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	761826	762209	+	WP_099620839.1	WP_099620839.1		RidA family protein			CSW64_RS03725	384	127	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	762269	764170	+					dnaG		CSW64_RS03730	1902		old_locus_tag=CSW64_03730
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	762269	764170	+	WP_099620840.1	WP_099620840.1		DNA primase	dnaG		CSW64_RS03730	1902	633	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	764246	766198	+					rpoD		CSW64_RS03735	1953		old_locus_tag=CSW64_03735
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	764246	766198	+	WP_099620841.1	WP_099620841.1		RNA polymerase sigma factor RpoD	rpoD		CSW64_RS03735	1953	650	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	766289	766636	-							CSW64_RS03740	348		old_locus_tag=CSW64_03740
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	766289	766636	-	WP_099620842.1	WP_099620842.1		DUF1428 domain-containing protein			CSW64_RS03740	348	115	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	766706	767371	+							CSW64_RS03745	666		old_locus_tag=CSW64_03745
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	766706	767371	+	WP_099620843.1	WP_099620843.1		helix-turn-helix transcriptional regulator			CSW64_RS03745	666	221	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	767368	767628	-							CSW64_RS03750	261		old_locus_tag=CSW64_03750
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	767368	767628	-	WP_099620844.1	WP_099620844.1		DUF2798 domain-containing protein			CSW64_RS03750	261	86	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	767769	770333	-							CSW64_RS03755	2565		old_locus_tag=CSW64_03755
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	767769	770333	-	WP_099620845.1	WP_099620845.1		polynucleotide kinase-phosphatase			CSW64_RS03755	2565	854	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	770330	771730	-							CSW64_RS03760	1401		old_locus_tag=CSW64_03760
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	770330	771730	-	WP_099620846.1	WP_099620846.1		3' terminal RNA ribose 2'-O-methyltransferase Hen1			CSW64_RS03760	1401	466	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	772060	772401	+							CSW64_RS03765	342		old_locus_tag=CSW64_03765
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	772060	772401	+	WP_099620847.1	WP_099620847.1		metalloregulator ArsR/SmtB family transcription factor			CSW64_RS03765	342	113	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	772407	772874	+							CSW64_RS03770	468		old_locus_tag=CSW64_03770
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	772407	772874	+	WP_099620848.1	WP_099620848.1		SRPBCC family protein			CSW64_RS03770	468	155	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	772890	773354	+							CSW64_RS03775	465		old_locus_tag=CSW64_03775
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	772890	773354	+	WP_099620849.1	WP_099620849.1		SRPBCC domain-containing protein			CSW64_RS03775	465	154	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	773380	773898	+							CSW64_RS03780	519		old_locus_tag=CSW64_03780
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	773380	773898	+	WP_099620850.1	WP_099620850.1		SRPBCC domain-containing protein			CSW64_RS03780	519	172	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	773946	774155	-							CSW64_RS03785	210		old_locus_tag=CSW64_03785
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	773946	774155	-	WP_099620851.1	WP_099620851.1		hypothetical protein			CSW64_RS03785	210	69	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	774236	774439	-							CSW64_RS03790	204		old_locus_tag=CSW64_03790
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	774236	774439	-	WP_099620852.1	WP_099620852.1		hypothetical protein			CSW64_RS03790	204	67	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	774570	775352	+							CSW64_RS03795	783		old_locus_tag=CSW64_03795
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	774570	775352	+	WP_099620853.1	WP_099620853.1		SDR family oxidoreductase			CSW64_RS03795	783	260	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	775357	776235	-							CSW64_RS03800	879		old_locus_tag=CSW64_03800
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	775357	776235	-	WP_099620854.1	WP_099620854.1		hypothetical protein			CSW64_RS03800	879	292	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	776332	776493	-							CSW64_RS21920	162		
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	776332	776493	-	WP_172448447.1	WP_172448447.1		hypothetical protein			CSW64_RS21920	162	53	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	776639	777448	+							CSW64_RS03805	810		old_locus_tag=CSW64_03805
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	776639	777448	+	WP_099620855.1	WP_099620855.1		LytTR family transcriptional regulator			CSW64_RS03805	810	269	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	777429	778046	-							CSW64_RS03810	618		old_locus_tag=CSW64_03810
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	777429	778046	-	WP_099620856.1	WP_099620856.1		TIGR02466 family protein			CSW64_RS03810	618	205	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	778171	779802	-							CSW64_RS03815	1632		old_locus_tag=CSW64_03815
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	778171	779802	-	WP_099620857.1	WP_099620857.1		carboxylesterase family protein			CSW64_RS03815	1632	543	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	779965	781041	+							CSW64_RS03820	1077		old_locus_tag=CSW64_03820
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	779965	781041	+	WP_099620858.1	WP_099620858.1		Zn-dependent alcohol dehydrogenase			CSW64_RS03820	1077	358	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	781038	781481	-							CSW64_RS03825	444		old_locus_tag=CSW64_03825
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	781038	781481	-	WP_099620859.1	WP_099620859.1		hypothetical protein			CSW64_RS03825	444	147	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	781903	782367	-							CSW64_RS03830	465		old_locus_tag=CSW64_03830
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	781903	782367	-	WP_099620860.1	WP_099620860.1		hypothetical protein			CSW64_RS03830	465	154	
gene	protein_coding	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	782457	783599	-					ispG		CSW64_RS03835	1143		old_locus_tag=CSW64_03835
CDS	with_protein	GCF_002749615.1	Primary Assembly	chromosome		NZ_CP024201.1	782457	783599	-	WP_099620861.1	WP_099620861.1		flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	ispG		CSW64_RS03835	1143	380	
