# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1008004	1008714	-							C1707_RS04810	711		old_locus_tag=C1707_04800
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1008004	1008714	-	WP_101713541.1	WP_101713541.1		CoA transferase subunit A			C1707_RS04810	711	236	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1008850	1009416	+							C1707_RS04815	567		old_locus_tag=C1707_04805
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1008850	1009416	+	WP_101713542.1	WP_101713542.1		NAD(P)H-dependent oxidoreductase			C1707_RS04815	567	188	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1009420	1011381	+							C1707_RS04820	1962		old_locus_tag=C1707_04810
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1009420	1011381	+	WP_101713543.1	WP_101713543.1		monovalent cation:proton antiporter-2 (CPA2) family protein			C1707_RS04820	1962	653	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1011432	1012178	+							C1707_RS04825	747		old_locus_tag=C1707_04815
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1011432	1012178	+	WP_101713544.1	WP_101713544.1		DUF6065 family protein			C1707_RS04825	747	248	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1012335	1013483	-							C1707_RS04830	1149		old_locus_tag=C1707_04820
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1012335	1013483	-	WP_101713545.1	WP_101713545.1		acyltransferase			C1707_RS04830	1149	382	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1013601	1014629	+							C1707_RS04835	1029		old_locus_tag=C1707_04825
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1013601	1014629	+	WP_101713546.1	WP_101713546.1		LacI family transcriptional regulator			C1707_RS04835	1029	342	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1014661	1014813	-							C1707_RS26020	153		
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1014661	1014813	-	WP_164467283.1	WP_164467283.1		hypothetical protein			C1707_RS26020	153	50	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1014975	1016321	-					glmM		C1707_RS04840	1347		old_locus_tag=C1707_04830
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1014975	1016321	-	WP_101713547.1	WP_101713547.1		phosphoglucosamine mutase	glmM		C1707_RS04840	1347	448	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1016530	1018350	+					glmS		C1707_RS04845	1821		old_locus_tag=C1707_04835
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1016530	1018350	+	WP_101713548.1	WP_101713548.1		glutamine--fructose-6-phosphate transaminase (isomerizing)	glmS		C1707_RS04845	1821	606	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1018419	1019408	+							C1707_RS04850	990		old_locus_tag=C1707_04840
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1018419	1019408	+	WP_101713549.1	WP_101713549.1		DUF1176 domain-containing protein			C1707_RS04850	990	329	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1019405	1020364	+							C1707_RS04855	960		old_locus_tag=C1707_04845
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1019405	1020364	+	WP_101713550.1	WP_101713550.1		DUF1176 domain-containing protein			C1707_RS04855	960	319	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1020361	1021719	-							C1707_RS04860	1359		old_locus_tag=C1707_04850
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1020361	1021719	-	WP_101713551.1	WP_101713551.1		metallophosphoesterase			C1707_RS04860	1359	452	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1021927	1022865	-							C1707_RS04865	939		old_locus_tag=C1707_04855
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1021927	1022865	-	WP_240633946.1	WP_240633946.1		aldo/keto reductase			C1707_RS04865	939	312	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1023046	1023945	+							C1707_RS04870	900		old_locus_tag=C1707_04860
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1023046	1023945	+	WP_101713553.1	WP_101713553.1		LysR family transcriptional regulator			C1707_RS04870	900	299	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1024019	1025884	+							C1707_RS04875	1866		old_locus_tag=C1707_04865
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1024019	1025884	+	WP_101713554.1	WP_101713554.1		pilus assembly protein			C1707_RS04875	1866	621	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1025963	1026898	-							C1707_RS04880	936		old_locus_tag=C1707_04870
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1025963	1026898	-	WP_101713555.1	WP_101713555.1		isopenicillin N synthase family oxygenase			C1707_RS04880	936	311	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1027087	1027773	+							C1707_RS04885	687		old_locus_tag=C1707_04875
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1027087	1027773	+	WP_101713610.1	WP_101713610.1		OmpA family protein			C1707_RS04885	687	228	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1027852	1028358	+							C1707_RS04890	507		old_locus_tag=C1707_04880
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1027852	1028358	+	WP_101713556.1	WP_101713556.1		prolyl-tRNA synthetase associated domain-containing protein			C1707_RS04890	507	168	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1028355	1028507	-							C1707_RS26025	153		
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1028355	1028507	-	WP_164467284.1	WP_164467284.1		hypothetical protein			C1707_RS26025	153	50	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1028519	1028830	-							C1707_RS04895	312		old_locus_tag=C1707_04885
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1028519	1028830	-	WP_145998395.1	WP_145998395.1		hypothetical protein			C1707_RS04895	312	103	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1028981	1029901	+					trxA		C1707_RS04900	921		old_locus_tag=C1707_04890
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1028981	1029901	+	WP_101713558.1	WP_101713558.1		thioredoxin	trxA		C1707_RS04900	921	306	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1030004	1030660	+							C1707_RS04905	657		old_locus_tag=C1707_04895
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1030004	1030660	+	WP_101713559.1	WP_101713559.1		LON peptidase substrate-binding domain-containing protein			C1707_RS04905	657	218	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1030663	1031055	-							C1707_RS04910	393		old_locus_tag=C1707_04900
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1030663	1031055	-	WP_101713560.1	WP_101713560.1		hypothetical protein			C1707_RS04910	393	130	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1031160	1031366	+							C1707_RS04915	207		old_locus_tag=C1707_04905
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1031160	1031366	+	WP_058348402.1	WP_058348402.1		Trm112 family protein			C1707_RS04915	207	68	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1031472	1032722	-							C1707_RS04925	1251		old_locus_tag=C1707_04915
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1031472	1032722	-	WP_101713561.1	WP_101713561.1		UbiH/UbiF/VisC/COQ6 family ubiquinone biosynthesis hydroxylase			C1707_RS04925	1251	416	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1033008	1034036	+							C1707_RS04930	1029		old_locus_tag=C1707_04920
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1033008	1034036	+	WP_101713562.1	WP_101713562.1		aspartate-semialdehyde dehydrogenase			C1707_RS04930	1029	342	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1034209	1035114	+					rarD		C1707_RS04935	906		old_locus_tag=C1707_04925
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1034209	1035114	+	WP_101713563.1	WP_101713563.1		EamA family transporter RarD	rarD		C1707_RS04935	906	301	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1035229	1035564	+							C1707_RS04940	336		old_locus_tag=C1707_04930
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1035229	1035564	+	WP_101713611.1	WP_101713611.1		hypothetical protein			C1707_RS04940	336	111	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1035681	1036820	-							C1707_RS04945	1140		old_locus_tag=C1707_04935
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1035681	1036820	-	WP_101713564.1	WP_101713564.1		serine hydrolase			C1707_RS04945	1140	379	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1036893	1037804	+							C1707_RS04950	912		old_locus_tag=C1707_04940
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1036893	1037804	+	WP_101713565.1	WP_101713565.1		2-hydroxyacid dehydrogenase			C1707_RS04950	912	303	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1037968	1038816	-							C1707_RS04955	849		old_locus_tag=C1707_04945
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1037968	1038816	-	WP_101713566.1	WP_101713566.1		PfkB family carbohydrate kinase			C1707_RS04955	849	282	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1038963	1040354	-					ahcY		C1707_RS04960	1392		old_locus_tag=C1707_04950
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1038963	1040354	-	WP_101713567.1	WP_101713567.1		adenosylhomocysteinase	ahcY		C1707_RS04960	1392	463	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1040551	1040655	+							C1707_RS26590	105		
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1040551	1040655	+	WP_240633865.1	WP_240633865.1		hypothetical protein			C1707_RS26590	105	34	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1040714	1042804	+							C1707_RS04965	2091		old_locus_tag=C1707_04955
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1040714	1042804	+	WP_101713568.1	WP_101713568.1		AsmA family protein			C1707_RS04965	2091	696	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1042826	1044319	-							C1707_RS04970	1494		old_locus_tag=C1707_04960
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1042826	1044319	-	WP_101713569.1	WP_101713569.1		CHAD domain-containing protein			C1707_RS04970	1494	497	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1044427	1045455	+					bioB		C1707_RS04975	1029		old_locus_tag=C1707_04965
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1044427	1045455	+	WP_101713570.1	WP_101713570.1		biotin synthase BioB	bioB		C1707_RS04975	1029	342	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1045804	1048557	+							C1707_RS04980	2754		old_locus_tag=C1707_04970
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1045804	1048557	+	WP_240633866.1	WP_240633866.1		insulinase family protein			C1707_RS04980	2754	917	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1048671	1049459	+							C1707_RS04985	789		old_locus_tag=C1707_04975
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1048671	1049459	+	WP_101713572.1	WP_101713572.1		prolyl oligopeptidase family serine peptidase			C1707_RS04985	789	262	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1049660	1049938	-							C1707_RS04990	279		old_locus_tag=C1707_04980
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1049660	1049938	-	WP_101713573.1	WP_101713573.1		HPr family phosphocarrier protein			C1707_RS04990	279	92	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1049935	1050339	-							C1707_RS04995	405		old_locus_tag=C1707_04985
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1049935	1050339	-	WP_101713574.1	WP_101713574.1		PTS sugar transporter subunit IIA			C1707_RS04995	405	134	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1050415	1050849	-							C1707_RS05000	435		old_locus_tag=C1707_04990
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1050415	1050849	-	WP_101713575.1	WP_101713575.1		serine kinase			C1707_RS05000	435	144	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1050846	1052537	-							C1707_RS05005	1692		old_locus_tag=C1707_04995
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1050846	1052537	-	WP_101713576.1	WP_101713576.1		sensor N-terminal transmembrane domain-containing protein			C1707_RS05005	1692	563	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1052506	1053219	-							C1707_RS05010	714		old_locus_tag=C1707_05000
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1052506	1053219	-	WP_058348723.1	WP_058348723.1		response regulator transcription factor			C1707_RS05010	714	237	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1053450	1055156	+							C1707_RS05015	1707		old_locus_tag=C1707_05005
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1053450	1055156	+	WP_101713577.1	WP_101713577.1		hypothetical protein			C1707_RS05015	1707	568	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1055226	1055537	+							C1707_RS05020	312		old_locus_tag=C1707_05010
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1055226	1055537	+	WP_101713578.1	WP_101713578.1		EthD family reductase			C1707_RS05020	312	103	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1055604	1055915	+							C1707_RS05025	312		old_locus_tag=C1707_05015
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1055604	1055915	+	WP_101713579.1	WP_101713579.1		EthD family reductase			C1707_RS05025	312	103	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1056082	1057242	-					pseC		C1707_RS05030	1161		old_locus_tag=C1707_05020
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1056082	1057242	-	WP_101713580.1	WP_101713580.1		UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase	pseC		C1707_RS05030	1161	386	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1057239	1058279	-					pseB		C1707_RS05035	1041		old_locus_tag=C1707_05025
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1057239	1058279	-	WP_101713581.1	WP_101713581.1		UDP-N-acetylglucosamine 4,6-dehydratase (inverting)	pseB		C1707_RS05035	1041	346	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1058398	1058802	+							C1707_RS05040	405		old_locus_tag=C1707_05030
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1058398	1058802	+	WP_240633867.1	WP_240633867.1		hypothetical protein			C1707_RS05040	405	134	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1058799	1059251	-							C1707_RS05045	453		old_locus_tag=C1707_05035
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1058799	1059251	-	WP_101713583.1	WP_101713583.1		nucleoside deaminase			C1707_RS05045	453	150	
gene	pseudogene	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1059437	1060528	+							C1707_RS05050	1092		partial;pseudo;old_locus_tag=C1707_05040
CDS	without_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1059437	1060528	+				rRNA pseudouridine synthase			C1707_RS05050	1092		partial;pseudo
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1060649	1061320	-							C1707_RS05055	672		old_locus_tag=C1707_05045
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1060649	1061320	-	WP_101713585.1	WP_101713585.1		CDP-alcohol phosphatidyltransferase family protein			C1707_RS05055	672	223	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1061317	1061697	-							C1707_RS05060	381		old_locus_tag=C1707_05050
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1061317	1061697	-	WP_101713586.1	WP_101713586.1		hypothetical protein			C1707_RS05060	381	126	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1061770	1062756	+							C1707_RS05065	987		old_locus_tag=C1707_05055
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1061770	1062756	+	WP_101713587.1	WP_101713587.1		phosphatidate cytidylyltransferase			C1707_RS05065	987	328	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1062769	1063440	+							C1707_RS05070	672		old_locus_tag=C1707_05060
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1062769	1063440	+	WP_101713588.1	WP_101713588.1		1-acyl-sn-glycerol-3-phosphate acyltransferase			C1707_RS05070	672	223	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1063451	1064383	-							C1707_RS05075	933		old_locus_tag=C1707_05065
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1063451	1064383	-	WP_240633868.1	WP_240633868.1		CPBP family intramembrane metalloprotease			C1707_RS05075	933	310	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1064537	1065178	+							C1707_RS05080	642		old_locus_tag=C1707_05070
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1064537	1065178	+	WP_101713590.1	WP_101713590.1		TMEM175 family protein			C1707_RS05080	642	213	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1065178	1065741	+					rsmD		C1707_RS05085	564		old_locus_tag=C1707_05075
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1065178	1065741	+	WP_101713591.1	WP_101713591.1		16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	rsmD		C1707_RS05085	564	187	
gene	pseudogene	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1066234	1066416	-							C1707_RS26595	183		partial;pseudo
CDS	without_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1066234	1066416	-				hypothetical protein			C1707_RS26595	183		partial;pseudo
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1066680	1067345	+							C1707_RS05095	666		old_locus_tag=C1707_05085
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1066680	1067345	+	WP_101713612.1	WP_101713612.1		HAD-IA family hydrolase			C1707_RS05095	666	221	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1067375	1067662	+							C1707_RS05100	288		old_locus_tag=C1707_05090
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1067375	1067662	+	WP_101713593.1	WP_101713593.1		4a-hydroxytetrahydrobiopterin dehydratase			C1707_RS05100	288	95	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1067737	1068522	+							C1707_RS05105	786		old_locus_tag=C1707_05095
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1067737	1068522	+	WP_101713594.1	WP_101713594.1		SDR family oxidoreductase			C1707_RS05105	786	261	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1068708	1069265	-					spdR		C1707_RS05110	558		old_locus_tag=C1707_05100
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1068708	1069265	-	WP_058348705.1	WP_058348705.1		stationary phase response regulator transcription factor SpdR	spdR		C1707_RS05110	558	185	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1069355	1070755	-							C1707_RS05115	1401		old_locus_tag=C1707_05105
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1069355	1070755	-	WP_101713595.1	WP_101713595.1		ActS/PrrB/RegB family redox-sensitive histidine kinase			C1707_RS05115	1401	466	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1070812	1071405	+							C1707_RS05120	594		old_locus_tag=C1707_05110
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1070812	1071405	+	WP_101713596.1	WP_101713596.1		SCO family protein			C1707_RS05120	594	197	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1071506	1072771	+					phaZ		C1707_RS05125	1266		old_locus_tag=C1707_05115
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1071506	1072771	+	WP_101713597.1	WP_101713597.1		polyhydroxyalkanoate depolymerase	phaZ		C1707_RS05125	1266	421	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1072768	1073715	-							C1707_RS05130	948		old_locus_tag=C1707_05120
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1072768	1073715	-	WP_164467285.1	WP_164467285.1		DUF2974 domain-containing protein			C1707_RS05130	948	315	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1073838	1074575	+							C1707_RS05135	738		old_locus_tag=C1707_05125
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1073838	1074575	+	WP_101713599.1	WP_101713599.1		M48 family metallopeptidase			C1707_RS05135	738	245	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1074632	1075114	-							C1707_RS05140	483		old_locus_tag=C1707_05130
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1074632	1075114	-	WP_101713600.1	WP_101713600.1		peroxiredoxin			C1707_RS05140	483	160	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1075223	1075819	+							C1707_RS05145	597		old_locus_tag=C1707_05135
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1075223	1075819	+	WP_101713601.1	WP_101713601.1		YqgE/AlgH family protein			C1707_RS05145	597	198	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1075816	1077441	-							C1707_RS05150	1626		old_locus_tag=C1707_05140
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1075816	1077441	-	WP_240633869.1	WP_240633869.1		ATP-binding protein			C1707_RS05150	1626	541	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1077580	1078239	+							C1707_RS05155	660		old_locus_tag=C1707_05145
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1077580	1078239	+	WP_164467286.1	WP_164467286.1		TorF family putative porin			C1707_RS05155	660	219	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1078356	1080506	-					pnp		C1707_RS05160	2151		old_locus_tag=C1707_05150
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1078356	1080506	-	WP_101713603.1	WP_101713603.1		polyribonucleotide nucleotidyltransferase	pnp		C1707_RS05160	2151	716	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1080759	1081028	-					rpsO		C1707_RS05165	270		old_locus_tag=C1707_05155
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1080759	1081028	-	WP_058348691.1	WP_058348691.1		30S ribosomal protein S15	rpsO		C1707_RS05165	270	89	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1081043	1081975	-					truB		C1707_RS05170	933		old_locus_tag=C1707_05160
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1081043	1081975	-	WP_101713604.1	WP_101713604.1		tRNA pseudouridine(55) synthase TruB	truB		C1707_RS05170	933	310	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1081979	1082437	-					rbfA		C1707_RS05175	459		old_locus_tag=C1707_05165
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1081979	1082437	-	WP_101713605.1	WP_101713605.1		30S ribosome-binding factor RbfA	rbfA		C1707_RS05175	459	152	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1082575	1083357	-							C1707_RS05180	783		old_locus_tag=C1707_05170
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	1082575	1083357	-	WP_101713606.1	WP_101713606.1		dienelactone hydrolase family protein			C1707_RS05180	783	260	
