start,end,score,strand
1911244,1911266,51,+
1913478,1913501,48,+
1914672,1914699,61,+
1917163,1917201,57,+
1918644,1918683,87,-
1919705,1919732,65,+
1920061,1920080,47,+
1921812,1921839,66,+
1925955,1925974,47,-
1928422,1928460,58,+
1930169,1930193,59,-
1931517,1931536,49,+
1933024,1933047,48,+
1933244,1933266,61,+
1934845,1934878,47,+
1935809,1935838,52,-
1938468,1938501,58,-
1941949,1941974,71,+
1943532,1943551,49,-
1944825,1944855,52,+
1946571,1946595,48,-
1949240,1949266,56,+
1951248,1951290,53,-
1952085,1952118,52,-
1956826,1956868,52,-
1957101,1957123,48,-
1957716,1957747,50,+
1958137,1958157,64,+
1958529,1958548,66,-
1963063,1963084,63,-
1963493,1963515,51,+
1972114,1972133,47,+
1972203,1972228,57,+
1972402,1972420,52,+
1974073,1974094,49,+
1981435,1981462,55,+
1986144,1986161,52,+
1989141,1989183,54,-
1990039,1990074,60,-
1990677,1990704,69,+
1992408,1992437,66,+
1997382,1997410,54,+
2005081,2005101,48,+
2005518,2005536,49,+
2005541,2005586,50,+
2012057,2012076,47,-
2012443,2012461,49,+
2014312,2014338,56,+
2015050,2015075,47,+
2017558,2017578,49,+
2019937,2019964,71,+
2022961,2022986,56,+
2025861,2025882,48,+
2032654,2032675,48,+
2041558,2041590,49,-
2043423,2043439,52,+
2045011,2045041,49,+
2046586,2046631,49,+
2047766,2047785,47,+
2047817,2047850,59,+
2048253,2048272,49,+
2052397,2052420,60,+
2053143,2053166,72,+
2054364,2054382,49,+
2063437,2063459,63,+
2064030,2064061,49,+
2064250,2064269,47,-
2066363,2066391,54,+
2068566,2068589,60,+
2069774,2069792,49,+
2070525,2070555,65,+
2070706,2070737,62,+
2075473,2075493,64,+
2080595,2080620,57,+
2083345,2083368,60,+
2096673,2096692,47,+
2098274,2098312,54,+
2099981,2100005,48,-
2100078,2100116,98,+
2101004,2101041,57,+
2101402,2101434,82,+
2102060,2102081,63,+
2102206,2102227,48,+
2105007,2105040,59,+
2110500,2110517,50,+
2116002,2116025,49,-
2117685,2117721,48,+
2121859,2121880,62,+
2122242,2122281,58,+
2122613,2122642,63,+
2128157,2128191,61,+
2129431,2129459,54,+
2129491,2129520,98,+
2129812,2129848,64,+
2130513,2130538,47,+
2130781,2130810,52,-
2131779,2131805,71,+
2132648,2132675,55,+
2133023,2133044,49,-
2133981,2134001,48,+
2134341,2134377,56,-
2134391,2134426,65,-
2143394,2143423,57,-
2143435,2143471,64,-
2146029,2146068,54,-
2147216,2147253,58,+
2153850,2153882,49,+
2153957,2153972,72,+
2163069,2163095,56,-
2164666,2164683,50,+
2165115,2165142,57,+
2166902,2166939,70,-
2167092,2167121,85,+
2169093,2169112,49,-
2172166,2172204,50,+
2173382,2173401,49,+
2174792,2174811,66,+
2176676,2176713,64,+
2178246,2178279,48,-
2180990,2181033,49,+
2189048,2189079,68,+
2192352,2192383,62,+
2194560,2194578,49,-
2195754,2195790,55,+
2199788,2199810,61,+
2201455,2201489,65,-
2203410,2203452,52,+
2205046,2205070,64,+
2209078,2209097,49,-
2209637,2209655,49,-
2218903,2218924,51,-
2220438,2220463,57,-
2226483,2226500,52,-
2227930,2227959,52,-
2229765,2229789,59,-
2230330,2230363,64,-
2232297,2232316,49,-
2233106,2233138,54,+
2235272,2235289,50,-
2241001,2241018,50,-
2241328,2241364,48,-
2246827,2246847,49,-
2247443,2247471,66,+
2247634,2247666,62,-
2248323,2248342,47,-
2251055,2251084,51,-
2254628,2254660,62,-
2256596,2256634,55,-
2262450,2262484,60,+
2267368,2267391,49,-
2267620,2267653,64,-
2267954,2267974,49,-
2268255,2268298,53,+
2270720,2270738,50,-
2271220,2271243,63,+
2273020,2273055,59,-
2273952,2273992,53,-
2277281,2277313,62,+
2277793,2277838,48,-
2278526,2278556,54,-
2281958,2281977,66,-
2287020,2287037,50,-
2288499,2288527,65,-
2291897,2291936,49,+
2292329,2292355,56,-
2294181,2294218,56,+
2294728,2294770,55,-
2295811,2295838,53,+
2304669,2304707,57,-
2305266,2305284,67,-
2305434,2305455,51,-
2306159,2306184,57,-
2308390,2308415,72,-
2308642,2308678,54,-
2313125,2313145,47,+
2313455,2313471,70,-
2314051,2314076,47,-
2314888,2314910,48,-
2319835,2319852,69,+
2320674,2320693,51,-
2322693,2322712,47,-
2329671,2329689,51,-
2330023,2330044,63,+
2330965,2330983,50,-
2334975,2335010,64,-
2337383,2337414,54,-
2337422,2337440,67,+
2337486,2337505,84,-
2337826,2337865,86,-
2339200,2339231,50,+
2344557,2344586,66,-
2348329,2348359,51,-
2351094,2351120,56,+
2352140,2352170,63,+
2352529,2352547,50,+
2357564,2357584,47,-
2360720,2360743,60,+
2368415,2368448,48,+
2368894,2368919,56,-
2369325,2369358,61,-
2370747,2370767,47,+
2371842,2371871,52,+
2375826,2375869,93,-
2377212,2377231,47,-
2378950,2378974,60,-
2379585,2379621,54,-
2379764,2379804,102,-
2382562,2382593,54,+
2385352,2385382,62,-
2387138,2387158,49,-
2387989,2388012,60,-
2394328,2394349,48,-
2395931,2395953,51,-
2398105,2398142,53,-
2401414,2401440,64,-
2402426,2402459,65,-
2404396,2404422,56,-
2404604,2404621,50,-
2404866,2404883,50,+
2406169,2406187,52,+
2407549,2407579,85,-
2414769,2414799,51,-
2415230,2415250,47,+
2415480,2415504,48,+
2417509,2417556,49,-
2422344,2422368,59,+
2425581,2425620,54,-
2439855,2439888,62,+
2440204,2440227,48,-
2442364,2442394,51,-
2452693,2452725,49,-
2455755,2455776,53,-
2464516,2464550,80,-
2465545,2465581,61,-
2472207,2472226,49,-
2474102,2474125,60,-
2475184,2475224,50,+
2475441,2475470,52,+
2475635,2475670,67,-
2475741,2475788,87,-
2476014,2476039,57,-
2476429,2476457,60,-
2477581,2477603,61,-
2478164,2478209,89,-
2478402,2478429,60,+
2478455,2478484,98,-
2478515,2478560,50,-
2478910,2478934,86,-
2479184,2479214,51,+
2479574,2479618,53,-
2479727,2479759,64,-
2479847,2479872,57,+
2481223,2481261,86,-
2481442,2481472,66,+
2481692,2481716,48,+
2481980,2482006,73,+
2482783,2482799,70,-
2483292,2483315,60,-
2485354,2485372,49,-
2485644,2485662,49,-
2487326,2487350,48,-
2488367,2488398,67,-
2490847,2490873,69,-
2491427,2491456,52,-
2492648,2492671,48,-
2493114,2493134,47,+
2494697,2494726,68,-
2494954,2494973,47,-
2495616,2495655,99,-
2496719,2496749,57,-
2500456,2500472,52,-
2501742,2501762,51,+
2506395,2506412,50,-
2506898,2506939,52,-
2510417,2510455,55,-
2510927,2510945,50,-
2511457,2511484,55,-
2512678,2512713,58,-
2513154,2513175,48,-
2515327,2515355,54,-
2515938,2515957,49,+
2519930,2519952,61,+
2520682,2520705,48,+
2520858,2520881,49,-
2521514,2521531,69,-
2521955,2521970,53,-
2522743,2522759,53,-
2527795,2527810,72,-
2529920,2529947,65,-
2530048,2530074,66,-
2530529,2530547,49,-
2536829,2536861,57,-
2537790,2537819,54,-
2538156,2538192,61,-
2539038,2539057,47,-
2541468,2541494,58,+
2543518,2543541,61,-
2544014,2544053,49,-
2546361,2546389,65,-
2546904,2546932,54,-
2551734,2551777,53,-
2565493,2565511,49,+
2567696,2567719,89,-
2569018,2569034,53,-
2569688,2569719,55,+
2570792,2570811,51,-
2571043,2571068,57,-
2579571,2579592,48,-
2581956,2581976,48,-
2582370,2582399,52,-
2582823,2582843,64,-
2590302,2590320,50,-
2596977,2597010,52,+
2599279,2599306,55,-
2600380,2600427,49,-
2604785,2604807,49,+
2606413,2606456,55,-
2606547,2606572,57,+
2606612,2606636,48,+
2607390,2607417,53,+
2608937,2608955,67,+
2611566,2611594,53,-
2611875,2611908,78,-
2613430,2613466,62,-
2613724,2613742,49,-
2613994,2614017,49,+
2616072,2616096,58,-
2617442,2617471,52,-
2617754,2617783,52,-
2620563,2620581,49,-
2621851,2621891,53,-
2622726,2622752,56,+
2623506,2623542,57,-
2628569,2628590,48,+
2628861,2628886,70,-
2630967,2630990,60,+
2631203,2631237,51,+
2633900,2633924,58,+
2634779,2634804,47,+
2635266,2635291,47,-
2641412,2641443,70,-
2641947,2641966,47,-
2643195,2643233,57,+
2644592,2644615,49,+
2653997,2654033,56,-
2655003,2655026,60,-
2656057,2656075,50,-
2656298,2656324,56,-
2658994,2659019,84,-
2659889,2659920,50,-
2663198,2663241,49,-
2666239,2666275,59,+
2668871,2668892,81,-
2671508,2671531,48,-
2671716,2671752,57,+
2673240,2673256,52,-
2673281,2673309,52,-
2676872,2676898,71,-
2677311,2677333,48,-
2683655,2683683,54,-
2687908,2687935,55,+
2688142,2688176,75,-
2688975,2689000,57,-
2694328,2694369,53,-
2699893,2699926,79,-
2702222,2702258,52,+
2702556,2702576,49,+
2703565,2703593,67,+
2704379,2704401,48,-
2705373,2705393,47,+
2705631,2705650,66,+
2708139,2708164,57,-
2708917,2708935,51,-
2709369,2709404,61,+
2709815,2709848,52,-
2710768,2710788,92,-
2710853,2710883,55,+
2711272,2711294,61,+
2711615,2711650,59,-
2711700,2711717,50,+
2712261,2712300,57,-
2714772,2714796,48,+
2715038,2715071,76,+
2715232,2715261,52,+
2715963,2715993,59,+
2717114,2717154,57,+
2719957,2719997,98,+
2721138,2721161,48,-
2721334,2721367,67,-
2721466,2721490,61,-
2722233,2722261,83,-
2724022,2724059,58,+
2724533,2724552,47,-
2727919,2727939,64,+
2728657,2728678,73,-
2729557,2729581,58,-
2730782,2730809,63,-
2730873,2730902,63,-
2731410,2731440,83,-
2732876,2732893,50,+
2734166,2734189,60,+
2734427,2734473,50,+
2734505,2734539,59,-
2735967,2735988,63,-
2737178,2737211,48,+
2737307,2737355,48,-
2738125,2738143,49,-
2739226,2739260,59,-
2739446,2739467,48,+
2740822,2740853,77,-
2741008,2741027,47,-
2741816,2741834,50,-
2742916,2742944,54,-
2746643,2746672,52,-
2746955,2746984,52,-
2747022,2747059,47,-
2747898,2747930,48,+
2749134,2749165,59,-
2749798,2749822,48,+
2753023,2753065,55,-
2753907,2753935,54,-
2754695,2754724,52,+
2759165,2759197,49,-
2759325,2759343,49,-
2759615,2759638,50,-
2763877,2763913,47,+
2767766,2767791,66,-
2772639,2772665,68,-
2772974,2773015,52,-
2776522,2776552,54,-
2777023,2777043,48,-
2777220,2777254,64,-
2780921,2780945,48,-
2784975,2785003,71,-
2786234,2786261,61,+
2794118,2794143,47,-
2798589,2798636,49,-
2798934,2798959,84,-
2801242,2801270,69,-
2802639,2802660,48,-
2803426,2803446,51,+
2803644,2803663,66,-
2805877,2805911,59,-
2807684,2807727,54,+
2808185,2808217,62,-
2809240,2809279,50,+
2809401,2809423,61,+
2809727,2809759,65,-
2810500,2810537,55,-
2811344,2811368,71,-
2811879,2811908,52,+
2813279,2813315,65,-
2814739,2814766,57,+
2814923,2814948,70,-
2817775,2817794,49,-
2817904,2817933,52,+
2818809,2818850,53,-
2819321,2819355,55,+
2819402,2819446,52,+
2819539,2819560,49,-
2819788,2819805,52,-
2819892,2819911,47,-
2821352,2821388,54,+
2821722,2821745,49,-
2821909,2821949,98,-
2821991,2822016,66,-
2823497,2823530,95,-
2824861,2824889,54,-
2826850,2826874,48,+
2828778,2828805,55,-
2831201,2831222,51,-
2833289,2833327,50,+
2834861,2834897,58,+
2835950,2835975,47,-
2839196,2839225,69,-
2839852,2839870,52,-
2843716,2843753,54,+
2844533,2844559,56,-
2848436,2848462,71,-
2848613,2848643,60,-
2849925,2849959,58,+
2852924,2852963,53,-
2853286,2853326,68,-
2854011,2854030,47,+
2855876,2855900,48,-
2856781,2856812,59,-
2859779,2859820,51,+
2862843,2862862,47,+
2864362,2864397,54,+
2868825,2868848,48,-
2871496,2871526,51,-
2872598,2872618,64,-
2874371,2874404,52,-
2878309,2878326,50,-
2878437,2878460,87,+
2879179,2879206,55,-
2885282,2885324,55,-
2887204,2887225,48,+
2889618,2889637,49,-
2890404,2890424,47,-
2891810,2891836,57,+
2894796,2894821,47,+
2895004,2895035,52,+
2900850,2900883,48,-
2902873,2902911,54,+
2908037,2908055,50,-
2910425,2910456,50,+
2911764,2911789,47,-
2913232,2913268,76,-
2917981,2918006,47,-
2918049,2918069,48,+
2919630,2919652,61,-
2921576,2921613,70,-
2921726,2921755,52,-
2921860,2921893,62,-
2922690,2922711,48,-
2924449,2924472,60,-
2924860,2924880,64,-
2926803,2926836,52,-
2927207,2927228,63,-
2929157,2929189,49,+
2930371,2930395,61,-
2931423,2931451,54,+
2932596,2932620,69,+
2936157,2936180,60,-
2938604,2938632,54,-
2938787,2938806,49,-
2939905,2939942,76,-
2940525,2940546,92,-
2942397,2942435,57,-
2944128,2944157,52,+
2945061,2945094,61,+
2945774,2945802,52,+
2946570,2946598,54,+
2949350,2949384,62,-
2953100,2953119,47,+
2953654,2953677,48,-
2954234,2954263,70,-
2954304,2954333,60,-
2956269,2956290,48,-
2956710,2956753,53,+
2957154,2957178,86,-
2957797,2957832,56,-
2959615,2959657,52,+
2960733,2960750,52,+
2961921,2961950,65,-
2962087,2962127,54,-
2963255,2963276,63,-
2964472,2964517,47,+
2965248,2965267,66,-
2966336,2966358,61,-
2967961,2967994,63,+
2970016,2970037,62,-
2971188,2971206,50,+
2982096,2982123,55,+
2983112,2983128,53,-
2983238,2983256,67,-
2983815,2983835,47,-
2984451,2984477,56,+
2985391,2985420,61,-
2991054,2991074,47,-
2992827,2992857,54,-
2997161,2997203,49,-
2997814,2997851,47,-
3002061,3002089,52,-
3002840,3002881,50,+
3003809,3003843,64,+
3005931,3005954,60,-
3007254,3007287,48,+
3007446,3007465,49,+
3009507,3009531,48,-
3013226,3013244,50,-
3015334,3015379,48,-
3015457,3015500,48,+
3018609,3018636,60,-
3025863,3025894,65,-
3026717,3026740,50,+
3028441,3028480,83,+
3030181,3030208,55,-
3032547,3032575,71,-
3032636,3032668,78,-
3032774,3032807,61,-
3034842,3034868,56,-
3035300,3035327,55,-
3035710,3035749,86,-
3035917,3035944,55,-
3038500,3038525,57,-
3038690,3038729,57,-
3038953,3038973,49,-
3039022,3039053,66,-
3039970,3039996,56,-
3040812,3040836,48,-
3042426,3042456,51,+
3042500,3042515,53,-
3042737,3042765,65,+
3042906,3042922,52,-
3043945,3043982,74,-
3045742,3045775,48,-
3046993,3047022,68,-
3048012,3048033,49,-
3049528,3049557,98,-
3050219,3050247,54,-
3050593,3050618,47,-
3051181,3051214,50,-
3051492,3051509,50,-
3053695,3053715,49,+
3054416,3054445,70,-
3054736,3054760,48,-
3055512,3055531,47,-
3057781,3057802,49,-
3061656,3061686,66,-
3061804,3061831,66,-
3062241,3062260,47,+
3062368,3062387,66,-
3064611,3064652,53,-
3068779,3068800,48,+
3070269,3070287,50,+
3070354,3070373,49,-
3071630,3071655,72,+
3072232,3072254,62,-
3074101,3074147,48,+
3074929,3074959,63,-
3075962,3075984,49,-
3082068,3082098,54,+
3083418,3083456,74,-
3084730,3084749,51,-
3085210,3085232,49,-
3092605,3092626,48,-
3092909,3092927,50,-
3095897,3095914,50,-
3098629,3098657,54,+
3100628,3100671,55,-
3100874,3100908,76,-
3101305,3101338,63,-
3105054,3105085,67,-
3105700,3105731,60,+
3106479,3106510,64,+
3108489,3108512,50,-
3110856,3110886,66,-
3112794,3112833,54,-
3113373,3113397,59,-
3116070,3116097,55,+
3119473,3119509,76,-
3122237,3122259,61,-
3123100,3123118,49,-
3124214,3124244,68,-
3129108,3129135,55,-
3130171,3130203,62,-
3133012,3133043,60,-
3133500,3133532,62,-
3135426,3135452,56,-
3135847,3135885,58,-
3136052,3136081,71,-
3136217,3136242,57,-
3137325,3137354,52,+
3138616,3138640,48,-
3138682,3138719,57,-
3142158,3142179,48,+
3145470,3145497,69,-
3146561,3146581,52,-
3147178,3147201,78,-
3148625,3148648,60,-
3151167,3151186,49,+
3151612,3151632,47,-
3152245,3152276,50,-
3152379,3152407,53,-
3153841,3153868,57,+
3155105,3155128,87,-
3156848,3156871,49,-
3157180,3157200,47,+
3158756,3158799,49,-
3159363,3159392,57,-
3159403,3159432,63,+
3160653,3160683,54,+
3160815,3160845,63,-
3162317,3162348,51,+
3162993,3163020,68,-
3163254,3163291,59,+
3163603,3163646,52,+
3165577,3165601,48,-
3166591,3166633,47,-
3168589,3168622,50,-
3169510,3169533,60,-
3171777,3171808,51,-
3174536,3174554,49,+
3174556,3174590,56,-
3175924,3175948,48,-
3176654,3176673,47,-
3177878,3177897,66,+
3180082,3180105,49,+
3181167,3181193,112,-
3181360,3181387,55,-
3183742,3183763,49,+
3185953,3185983,77,+
3186493,3186527,58,+
3187549,3187571,51,+
3189978,3189998,49,-
3193438,3193456,52,-
3195056,3195081,47,-
3197456,3197500,50,-
3197666,3197698,62,-
3198055,3198084,65,-
3201496,3201527,62,-
3201822,3201853,82,-
3202931,3202962,51,-
3203577,3203610,61,-
3206841,3206869,63,-
3208905,3208944,59,+
3209595,3209635,50,-
3212347,3212366,47,-
3212568,3212592,59,-
3212831,3212851,47,+
3213996,3214015,49,-
3214570,3214605,47,-
3217399,3217423,61,-
3217573,3217613,58,-
3218143,3218173,51,-
3221671,3221690,65,-
3222708,3222730,48,+
3224306,3224330,59,+
3224487,3224507,49,+
3225292,3225310,49,-
3225485,3225511,69,-
3225706,3225729,60,-
3228255,3228276,49,-
3228512,3228555,50,+
3228583,3228600,69,-
3228688,3228706,49,+
3230544,3230568,59,+
3230976,3230997,63,-
3231094,3231119,47,-
3233534,3233568,50,-
3235535,3235567,54,+
3235983,3236003,92,-
3236828,3236855,72,-
3242230,3242251,62,-
3245763,3245780,69,-
3249517,3249546,52,-
3249986,3250018,50,+
3251545,3251575,51,-
3251972,3252012,55,+
3252018,3252051,60,-
3253373,3253412,59,-
3254491,3254520,58,+
3256202,3256243,50,-
3256883,3256919,48,-
3257146,3257178,78,-
3258774,3258807,97,+
3260474,3260506,106,-
3260512,3260549,47,-
3260615,3260650,64,-
3261323,3261360,52,-
3261565,3261606,52,-
3262438,3262456,67,-
3262895,3262927,59,-
3262980,3263002,72,-
3264781,3264800,49,+
3268732,3268770,74,+
3269139,3269169,68,-
3269800,3269828,67,-
3273974,3273995,48,-
3276434,3276464,51,-
3276490,3276511,53,-
3276835,3276878,49,-
3279084,3279127,49,+
3280564,3280587,49,-
3283341,3283378,47,+
3284762,3284794,62,-
3289171,3289195,48,-
3289823,3289850,55,-
3291110,3291138,55,-
3292101,3292121,47,-
3296134,3296154,47,+
3300769,3300812,49,+
3302607,3302626,49,+
3304511,3304542,67,-
3305182,3305214,48,-
3306877,3306906,65,+
3309095,3309118,49,-
3309193,3309218,47,+
3310908,3310940,68,-
3312790,3312837,47,-
3314459,3314476,50,-
3315088,3315111,48,-
3319538,3319557,47,+
3326738,3326773,47,-
3329432,3329462,51,-
3335843,3335869,56,-
3340356,3340400,47,+
3341549,3341572,63,-
3342760,3342778,51,+
3346424,3346465,52,-
3346945,3346988,53,-
3347128,3347156,58,-
3353520,3353545,58,-
3354399,3354420,63,-
3359560,3359593,59,-
3363107,3363135,54,+
3363490,3363508,113,+
3363600,3363631,60,-
3366332,3366350,50,+
3367957,3367979,51,+
3368911,3368941,51,+
3370609,3370642,48,-
3374974,3374994,47,-
3375230,3375249,51,-
3376746,3376766,47,-
3376952,3376973,48,+
3377033,3377066,48,-
3377081,3377123,48,-
3378646,3378668,48,-
3379197,3379237,49,-
3379344,3379365,63,-
3380505,3380531,56,-
3382128,3382160,54,-
3390663,3390689,66,-
3390733,3390760,55,-
3390794,3390837,68,-
3394434,3394454,49,-
3398636,3398666,71,-
3400453,3400479,56,+
3402305,3402332,71,-
3402465,3402498,56,-
3402796,3402836,54,+
3404205,3404240,59,-
3404278,3404298,64,-
3408501,3408529,69,+
3408544,3408580,61,+
3411834,3411862,54,-
3417538,3417573,65,-
3417988,3418022,50,-
3419401,3419428,71,-
3420876,3420908,52,+
3421448,3421466,67,+
3423969,3424000,67,-
3426921,3426950,54,-
3430488,3430513,57,+
3430652,3430691,70,-
3431425,3431457,64,+
3432875,3432902,61,-
3433718,3433737,49,-
3439130,3439160,97,-
3440593,3440625,67,-
3441023,3441046,60,-
3441355,3441391,52,-
3445397,3445430,56,-
3447636,3447658,51,-
3448687,3448707,47,-
3450920,3450943,48,+
3451305,3451324,66,-
3452791,3452810,49,+
3453354,3453386,54,-
3454101,3454123,48,-
3454329,3454362,62,-
3460827,3460844,69,-
3463360,3463379,47,-
3464464,3464492,54,-
3465146,3465175,66,-
3465938,3465975,91,-
3466176,3466210,54,-
3467009,3467040,59,+
3468146,3468166,64,-
3469769,3469800,62,+
3471408,3471427,47,-
3474682,3474707,57,-
3475698,3475721,59,+
3476058,3476078,47,-
3478186,3478217,59,+
3479283,3479313,67,-
3479520,3479553,63,-
3480161,3480186,47,-
3482140,3482174,68,+
3489481,3489505,59,+
3491056,3491099,52,-
3493666,3493708,50,+
3494591,3494625,59,-
3498259,3498283,48,-
3501022,3501046,48,-
3501412,3501447,48,-
3501674,3501691,50,-
3510279,3510306,112,-
3514206,3514229,61,+
3515438,3515461,49,+
3515577,3515603,56,-
3517638,3517674,53,-
3519219,3519236,50,+
3523612,3523631,49,-
3524062,3524092,79,-
3527397,3527421,59,+
3527625,3527649,59,-
3527902,3527929,55,-
3528993,3529032,54,-
3529307,3529332,57,-
3532627,3532656,52,+
3532682,3532707,67,-
3533813,3533828,53,-
3535291,3535308,50,-
3535660,3535691,67,-
3536282,3536309,58,-
3541938,3541975,88,-
3541988,3542020,94,-
3543034,3543065,65,-
3543076,3543095,47,+
3543509,3543535,56,+
3543761,3543788,53,+
3544032,3544073,68,-
3544223,3544241,67,+
3544515,3544542,55,+
3544545,3544583,73,+
3544623,3544643,48,+
3545166,3545209,49,-
3545922,3545960,54,-
3547267,3547289,61,-
3547923,3547942,49,-
3548927,3548955,65,-
3554391,3554418,68,-
3555595,3555623,66,-
3555704,3555733,57,-
3558243,3558258,53,+
3561285,3561318,62,+
3561636,3561653,50,-
3565493,3565529,54,-
3572881,3572903,49,-
3577007,3577053,52,+
3580967,3580985,50,-
3582720,3582750,60,-
3587754,3587774,47,+
3588096,3588122,58,-
3589156,3589194,62,+
3591568,3591593,47,-
3592027,3592050,60,-
3592260,3592294,59,-
3593313,3593332,66,-
3593895,3593918,60,-
3594258,3594283,47,-
3595881,3595897,52,-
3596362,3596392,49,-
3600923,3600955,67,+
3601612,3601643,50,+
3602531,3602555,59,-
3607048,3607085,57,+
3610482,3610507,57,-
3612196,3612230,60,+
3612708,3612727,65,+
3612958,3612974,52,-
3613775,3613794,47,+
3615651,3615696,79,-
3615982,3616001,49,-
3616394,3616421,66,-
3618866,3618886,73,+
3619094,3619115,63,-
3619666,3619704,62,-
3620488,3620531,54,-
3620910,3620933,49,-
3622244,3622264,51,-
3624128,3624149,63,-
3625537,3625558,48,+
3627983,3628012,52,-
3629203,3629235,50,+
3631453,3631481,54,-
3634176,3634194,49,-
3638058,3638089,63,-
3639825,3639842,69,+
3639879,3639909,97,-
3639977,3640002,67,+
3647679,3647703,59,-
3648309,3648338,58,-
3649121,3649150,98,-
3652224,3652261,57,+
3661209,3661237,65,-
3661802,3661824,61,-
3663168,3663188,48,+
3664622,3664669,50,+
3669532,3669556,48,-
3670535,3670567,52,-
3672413,3672435,61,+
3673928,3673946,52,+
3674562,3674583,62,-
3674874,3674903,52,+
3675338,3675378,70,+
3675568,3675598,80,-
3675973,3676013,54,+
3679637,3679662,71,-
3681705,3681725,47,+
3685952,3685970,67,-
3686018,3686039,48,-
3687596,3687634,58,+
3687973,3687996,50,-
3693816,3693835,49,-
3695078,3695105,66,+
3695927,3695946,52,-
3700178,3700207,60,+
3707268,3707288,54,+
3708778,3708814,70,-
3713255,3713288,55,+
3713761,3713779,51,+
3713806,3713845,53,+
3714289,3714315,73,-
3714736,3714766,51,-
3715527,3715553,56,+
3721568,3721592,59,+
3721699,3721723,48,+
3722875,3722895,64,+
3726281,3726301,47,-
3726318,3726337,49,-
3729004,3729022,67,+
3729195,3729234,55,+
3734076,3734099,60,-
3737187,3737206,65,+
3737259,3737298,57,+
3737352,3737383,62,+
3737507,3737545,54,+
3739350,3739370,64,+
3739998,3740022,69,-
3742245,3742274,62,-
3742849,3742887,51,-
3744810,3744838,52,+
3750844,3750869,47,-
3751265,3751286,90,+
3751355,3751373,67,-
3753046,3753069,48,+
3758116,3758161,50,-
3759952,3759986,55,+
3760145,3760182,58,-
3760715,3760734,47,+
3761051,3761071,47,+
3762358,3762391,48,+
3764335,3764355,82,-
3764431,3764467,58,-
3766957,3766993,47,-
3767902,3767917,72,+
3768183,3768212,66,+
3768653,3768688,61,+
3769444,3769468,48,+
3771130,3771158,54,-
3774856,3774902,104,+
3775226,3775266,54,-
3775747,3775779,49,+
3775987,3776016,65,-
3776218,3776250,64,+
3776335,3776362,65,-
3776385,3776403,67,-
3776670,3776691,48,+
3777780,3777822,54,-
3780710,3780728,50,+
3780806,3780822,52,-
3781204,3781241,56,-
3781865,3781884,47,+
3782358,3782404,52,-
3787794,3787814,47,-
3788565,3788595,63,+
3789307,3789338,60,-
3789747,3789769,61,+
3791257,3791292,56,-
3791981,3792007,60,-
3792769,3792797,63,-
3795572,3795615,53,-
3795623,3795661,102,+
3797287,3797310,60,+
3798358,3798393,62,-
3802141,3802170,57,-
3807872,3807890,67,-
3810751,3810776,71,+
3814462,3814501,54,+
3817453,3817481,53,-
3817660,3817689,98,+
3819804,3819838,50,-
3821601,3821623,51,+
3821654,3821683,98,+
3821693,3821737,81,-
3824380,3824411,65,-
3825105,3825125,47,-
3826086,3826115,98,-
3826766,3826791,47,-
3827152,3827175,49,+
3830137,3830155,51,-
3832029,3832053,48,-
3833685,3833700,53,-
3833965,3833996,63,-
3834097,3834120,60,-
3835074,3835105,65,+
3836248,3836268,47,-
3838148,3838177,67,+
3838541,3838570,52,-
3840500,3840521,53,-
3842906,3842934,52,+
3843220,3843244,48,-
3843830,3843871,69,-
3844714,3844738,48,-
3847682,3847712,62,-
3849250,3849282,52,+
3850998,3851027,65,-
3851141,3851158,50,-
3851601,3851625,59,-
3851992,3852015,49,-
3852406,3852431,47,-
3853373,3853410,47,+
3855269,3855299,64,-
3857766,3857811,53,-
3858273,3858303,68,-
3858525,3858543,49,-
3859807,3859834,55,-
3860000,3860019,49,-
3860026,3860050,48,+
3862475,3862506,50,-
3863451,3863480,63,-
3868322,3868341,49,-
3872797,3872822,67,-
3873099,3873130,50,-
3873700,3873739,58,-
3875040,3875069,52,-
3875176,3875195,49,-
3876010,3876031,51,-
3877187,3877207,49,-
3880032,3880054,61,-
3881712,3881749,58,-
3881767,3881796,52,+
3881968,3881999,112,-
3882030,3882063,79,-
3882393,3882423,67,-
3882795,3882819,48,-
3884677,3884716,49,-
3884938,3884966,69,-
3887432,3887473,53,-
3888587,3888614,55,-
3889594,3889621,55,-
3889865,3889898,94,+
3889923,3889938,72,-
3891512,3891545,51,-
3891941,3891971,66,-
3894586,3894605,49,-
3897019,3897051,64,+
3898528,3898561,64,+
3898588,3898615,65,-
3899790,3899819,67,-
3900320,3900361,53,+
3900830,3900846,52,-
3902586,3902611,72,+
3904161,3904196,91,-
3906300,3906337,64,-
3911519,3911553,63,-
3911587,3911614,88,-
3911896,3911921,57,-
3912489,3912504,53,-
3912615,3912643,69,-
3913978,3914007,52,-
3915133,3915163,51,-
3917519,3917554,61,-
3918013,3918055,51,-
3918512,3918528,53,-
3922944,3922969,56,-
3923141,3923161,47,-
3923843,3923866,49,-
3924048,3924077,52,+
3925129,3925161,60,-
3925302,3925322,64,-
3925838,3925870,60,-
3926327,3926362,64,+
3929309,3929340,93,-
3930703,3930733,51,-
3931801,3931837,56,-
3932237,3932267,67,-
3933385,3933417,49,-
3934067,3934090,60,+
3937890,3937922,63,+
